"x","y","year","value"
-72.848375,9.091875,2021,1
-72.848125,9.091875,2021,1
-72.880625,9.091625,2021,1
-72.880375,9.091625,2021,1
-72.880125,9.091625,2021,1
-72.867625,9.091625,2021,1
-72.867375,9.091625,2021,1
-72.867125,9.091625,2021,1
-72.866875,9.091625,2021,1
-72.866625,9.091625,2021,1
-72.865125,9.091625,2021,1
-72.864875,9.091625,2021,1
-72.864625,9.091625,2021,1
-72.864375,9.091625,2021,1
-72.848625,9.091625,2021,1
-72.848375,9.091625,2021,1
-72.845625,9.091625,2021,1
-72.845375,9.091625,2021,1
-72.845125,9.091625,2021,1
-72.844875,9.091625,2021,1
-72.844625,9.091625,2021,1
-72.844375,9.091625,2021,1
-72.808375,9.091625,2021,1
-72.808125,9.091625,2021,1
-72.807875,9.091625,2021,1
-72.880875,9.091375,2021,1
-72.880625,9.091375,2021,1
-72.880375,9.091375,2021,1
-72.880125,9.091375,2021,1
-72.867625,9.091375,2021,1
-72.867375,9.091375,2021,1
-72.867125,9.091375,2021,1
-72.866875,9.091375,2021,1
-72.866625,9.091375,2021,1
-72.866375,9.091375,2021,1
-72.865125,9.091375,2021,1
-72.864875,9.091375,2021,1
-72.864625,9.091375,2021,1
-72.863375,9.091375,2021,1
-72.863125,9.091375,2021,1
-72.862875,9.091375,2021,1
-72.862625,9.091375,2021,1
-72.845625,9.091375,2021,1
-72.845375,9.091375,2021,1
-72.845125,9.091375,2021,1
-72.844875,9.091375,2021,1
-72.844625,9.091375,2021,1
-72.844375,9.091375,2021,1
-72.844125,9.091375,2021,1
-72.843875,9.091375,2021,1
-72.832875,9.091375,2021,1
-72.807875,9.091375,2021,1
-72.881125,9.091125,2021,1
-72.880875,9.091125,2021,1
-72.880625,9.091125,2021,1
-72.880375,9.091125,2021,1
-72.867375,9.091125,2021,1
-72.867125,9.091125,2021,1
-72.866875,9.091125,2021,1
-72.866625,9.091125,2021,1
-72.866375,9.091125,2021,1
-72.866125,9.091125,2021,1
-72.865875,9.091125,2021,1
-72.865625,9.091125,2021,1
-72.865375,9.091125,2021,1
-72.864125,9.091125,2021,1
-72.863875,9.091125,2021,1
-72.863625,9.091125,2021,1
-72.863375,9.091125,2021,1
-72.863125,9.091125,2021,1
-72.862875,9.091125,2021,1
-72.862625,9.091125,2021,1
-72.862375,9.091125,2021,1
-72.862125,9.091125,2021,1
-72.861875,9.091125,2021,1
-72.845625,9.091125,2021,1
-72.845375,9.091125,2021,1
-72.845125,9.091125,2021,1
-72.844875,9.091125,2021,1
-72.844625,9.091125,2021,1
-72.844375,9.091125,2021,1
-72.844125,9.091125,2021,1
-72.843875,9.091125,2021,1
-72.841375,9.091125,2021,1
-72.841125,9.091125,2021,1
-72.881125,9.090875,2021,1
-72.880875,9.090875,2021,1
-72.880625,9.090875,2021,1
-72.867125,9.090875,2021,1
-72.866875,9.090875,2021,1
-72.866625,9.090875,2021,1
-72.866375,9.090875,2021,1
-72.866125,9.090875,2021,1
-72.865875,9.090875,2021,1
-72.865625,9.090875,2021,1
-72.865375,9.090875,2021,1
-72.865125,9.090875,2021,1
-72.864125,9.090875,2021,1
-72.863875,9.090875,2021,1
-72.863625,9.090875,2021,1
-72.863375,9.090875,2021,1
-72.863125,9.090875,2021,1
-72.862875,9.090875,2021,1
-72.862625,9.090875,2021,1
-72.862375,9.090875,2021,1
-72.862125,9.090875,2021,1
-72.861875,9.090875,2021,1
-72.861625,9.090875,2021,1
-72.845625,9.090875,2021,1
-72.845375,9.090875,2021,1
-72.845125,9.090875,2021,1
-72.844875,9.090875,2021,1
-72.844625,9.090875,2021,1
-72.844375,9.090875,2021,1
-72.844125,9.090875,2021,1
-72.841375,9.090875,2021,1
-72.841125,9.090875,2021,1
-72.811125,9.090875,2021,1
-72.881125,9.090625,2021,1
-72.880875,9.090625,2021,1
-72.867125,9.090625,2021,1
-72.866875,9.090625,2021,1
-72.866625,9.090625,2021,1
-72.866375,9.090625,2021,1
-72.866125,9.090625,2021,1
-72.865875,9.090625,2021,1
-72.865625,9.090625,2021,1
-72.865375,9.090625,2021,1
-72.865125,9.090625,2021,1
-72.864875,9.090625,2021,1
-72.864375,9.090625,2021,1
-72.864125,9.090625,2021,1
-72.863875,9.090625,2021,1
-72.863625,9.090625,2021,1
-72.863375,9.090625,2021,1
-72.863125,9.090625,2021,1
-72.862875,9.090625,2021,1
-72.862625,9.090625,2021,1
-72.862375,9.090625,2021,1
-72.862125,9.090625,2021,1
-72.861875,9.090625,2021,1
-72.861625,9.090625,2021,1
-72.845875,9.090625,2021,1
-72.845625,9.090625,2021,1
-72.845375,9.090625,2021,1
-72.845125,9.090625,2021,1
-72.844875,9.090625,2021,1
-72.844625,9.090625,2021,1
-72.844375,9.090625,2021,1
-72.841125,9.090625,2021,1
-72.880875,9.090375,2021,1
-72.866875,9.090375,2021,1
-72.866625,9.090375,2021,1
-72.866375,9.090375,2021,1
-72.866125,9.090375,2021,1
-72.865875,9.090375,2021,1
-72.865625,9.090375,2021,1
-72.865375,9.090375,2021,1
-72.865125,9.090375,2021,1
-72.864875,9.090375,2021,1
-72.864625,9.090375,2021,1
-72.864375,9.090375,2021,1
-72.864125,9.090375,2021,1
-72.863875,9.090375,2021,1
-72.863625,9.090375,2021,1
-72.863375,9.090375,2021,1
-72.863125,9.090375,2021,1
-72.862875,9.090375,2021,1
-72.862625,9.090375,2021,1
-72.862375,9.090375,2021,1
-72.862125,9.090375,2021,1
-72.861875,9.090375,2021,1
-72.861625,9.090375,2021,1
-72.846375,9.090375,2021,1
-72.845125,9.090375,2021,1
-72.844875,9.090375,2021,1
-72.844625,9.090375,2021,1
-72.866625,9.090125,2021,1
-72.866375,9.090125,2021,1
-72.866125,9.090125,2021,1
-72.865875,9.090125,2021,1
-72.865625,9.090125,2021,1
-72.865375,9.090125,2021,1
-72.865125,9.090125,2021,1
-72.864875,9.090125,2021,1
-72.864625,9.090125,2021,1
-72.864375,9.090125,2021,1
-72.864125,9.090125,2021,1
-72.863875,9.090125,2021,1
-72.863625,9.090125,2021,1
-72.863375,9.090125,2021,1
-72.863125,9.090125,2021,1
-72.862875,9.090125,2021,1
-72.862625,9.090125,2021,1
-72.862375,9.090125,2021,1
-72.862125,9.090125,2021,1
-72.861875,9.090125,2021,1
-72.866375,9.089875,2021,1
-72.866125,9.089875,2021,1
-72.865875,9.089875,2021,1
-72.865625,9.089875,2021,1
-72.865375,9.089875,2021,1
-72.865125,9.089875,2021,1
-72.864875,9.089875,2021,1
-72.864625,9.089875,2021,1
-72.864375,9.089875,2021,1
-72.864125,9.089875,2021,1
-72.863875,9.089875,2021,1
-72.863625,9.089875,2021,1
-72.863375,9.089875,2021,1
-72.863125,9.089875,2021,1
-72.862875,9.089875,2021,1
-72.862625,9.089875,2021,1
-72.866125,9.089625,2021,1
-72.865875,9.089625,2021,1
-72.865625,9.089625,2021,1
-72.865375,9.089625,2021,1
-72.865125,9.089625,2021,1
-72.864875,9.089625,2021,1
-72.864625,9.089625,2021,1
-72.864375,9.089625,2021,1
-72.864125,9.089625,2021,1
-72.863875,9.089625,2021,1
-72.863625,9.089625,2021,1
-72.865875,9.089375,2021,1
-72.865625,9.089375,2021,1
-72.865375,9.089375,2021,1
-72.865125,9.089375,2021,1
-72.864875,9.089375,2021,1
-72.864625,9.089375,2021,1
-72.864375,9.089375,2021,1
-72.864125,9.089375,2021,1
-72.863875,9.089375,2021,1
-72.865875,9.089125,2021,1
-72.865625,9.089125,2021,1
-72.865375,9.089125,2021,1
-72.865125,9.089125,2021,1
-72.864875,9.089125,2021,1
-72.864625,9.089125,2021,1
-72.864375,9.089125,2021,1
-72.864125,9.089125,2021,1
-72.836375,9.089125,2021,1
-72.836125,9.089125,2021,1
-72.835875,9.089125,2021,1
-72.835625,9.089125,2021,1
-72.866375,9.088875,2021,1
-72.866125,9.088875,2021,1
-72.865875,9.088875,2021,1
-72.865625,9.088875,2021,1
-72.865375,9.088875,2021,1
-72.865125,9.088875,2021,1
-72.864875,9.088875,2021,1
-72.864625,9.088875,2021,1
-72.864375,9.088875,2021,1
-72.836375,9.088875,2021,1
-72.836125,9.088875,2021,1
-72.835875,9.088875,2021,1
-72.866625,9.088625,2021,1
-72.866375,9.088625,2021,1
-72.866125,9.088625,2021,1
-72.865875,9.088625,2021,1
-72.865625,9.088625,2021,1
-72.865375,9.088625,2021,1
-72.865125,9.088625,2021,1
-72.864875,9.088625,2021,1
-72.864625,9.088625,2021,1
-72.864375,9.088625,2021,1
-72.840625,9.088625,2021,1
-72.836875,9.088625,2021,1
-72.836625,9.088625,2021,1
-72.836375,9.088625,2021,1
-72.866875,9.088375,2021,1
-72.866625,9.088375,2021,1
-72.866375,9.088375,2021,1
-72.866125,9.088375,2021,1
-72.865875,9.088375,2021,1
-72.865625,9.088375,2021,1
-72.865375,9.088375,2021,1
-72.865125,9.088375,2021,1
-72.864875,9.088375,2021,1
-72.864625,9.088375,2021,1
-72.864375,9.088375,2021,1
-72.836875,9.088375,2021,1
-72.836375,9.088375,2021,1
-72.866625,9.088125,2021,1
-72.866375,9.088125,2021,1
-72.865875,9.088125,2021,1
-72.865625,9.088125,2021,1
-72.865375,9.088125,2021,1
-72.865125,9.088125,2021,1
-72.864875,9.088125,2021,1
-72.864625,9.088125,2021,1
-72.864375,9.088125,2021,1
-72.836875,9.088125,2021,1
-72.836625,9.088125,2021,1
-72.836375,9.088125,2021,1
-72.866125,9.087875,2021,1
-72.865875,9.087875,2021,1
-72.865625,9.087875,2021,1
-72.865375,9.087875,2021,1
-72.865125,9.087875,2021,1
-72.864875,9.087875,2021,1
-72.864625,9.087875,2021,1
-72.864375,9.087875,2021,1
-72.866125,9.087625,2021,1
-72.865875,9.087625,2021,1
-72.865625,9.087625,2021,1
-72.865375,9.087625,2021,1
-72.865125,9.087625,2021,1
-72.864875,9.087625,2021,1
-72.864625,9.087625,2021,1
-72.864375,9.087625,2021,1
-72.864125,9.087625,2021,1
-72.861375,9.087625,2021,1
-72.861125,9.087625,2021,1
-72.860875,9.087625,2021,1
-72.834875,9.087625,2021,1
-72.834625,9.087625,2021,1
-72.866125,9.087375,2021,1
-72.865875,9.087375,2021,1
-72.865625,9.087375,2021,1
-72.865375,9.087375,2021,1
-72.865125,9.087375,2021,1
-72.864875,9.087375,2021,1
-72.864625,9.087375,2021,1
-72.864375,9.087375,2021,1
-72.864125,9.087375,2021,1
-72.861125,9.087375,2021,1
-72.860875,9.087375,2021,1
-72.860625,9.087375,2021,1
-72.860375,9.087375,2021,1
-72.835125,9.087375,2021,1
-72.834875,9.087375,2021,1
-72.834625,9.087375,2021,1
-72.834375,9.087375,2021,1
-72.871625,9.087125,2021,1
-72.866375,9.087125,2021,1
-72.866125,9.087125,2021,1
-72.865875,9.087125,2021,1
-72.865625,9.087125,2021,1
-72.865375,9.087125,2021,1
-72.865125,9.087125,2021,1
-72.864875,9.087125,2021,1
-72.864625,9.087125,2021,1
-72.864375,9.087125,2021,1
-72.864125,9.087125,2021,1
-72.860875,9.087125,2021,1
-72.860625,9.087125,2021,1
-72.860375,9.087125,2021,1
-72.860125,9.087125,2021,1
-72.835125,9.087125,2021,1
-72.834875,9.087125,2021,1
-72.834625,9.087125,2021,1
-72.834375,9.087125,2021,1
-72.866625,9.086875,2021,1
-72.865375,9.086875,2021,1
-72.865125,9.086875,2021,1
-72.864875,9.086875,2021,1
-72.864625,9.086875,2021,1
-72.864375,9.086875,2021,1
-72.864125,9.086875,2021,1
-72.860875,9.086875,2021,1
-72.860625,9.086875,2021,1
-72.860375,9.086875,2021,1
-72.860125,9.086875,2021,1
-72.835125,9.086875,2021,1
-72.834875,9.086875,2021,1
-72.834625,9.086875,2021,1
-72.834375,9.086875,2021,1
-72.834125,9.086875,2021,1
-72.870625,9.086625,2021,1
-72.865625,9.086625,2021,1
-72.865375,9.086625,2021,1
-72.865125,9.086625,2021,1
-72.864875,9.086625,2021,1
-72.864625,9.086625,2021,1
-72.864375,9.086625,2021,1
-72.860875,9.086625,2021,1
-72.860625,9.086625,2021,1
-72.860375,9.086625,2021,1
-72.860125,9.086625,2021,1
-72.835125,9.086625,2021,1
-72.834875,9.086625,2021,1
-72.834625,9.086625,2021,1
-72.834375,9.086625,2021,1
-72.834125,9.086625,2021,1
-72.872125,9.086375,2021,1
-72.870625,9.086375,2021,1
-72.865625,9.086375,2021,1
-72.865375,9.086375,2021,1
-72.865125,9.086375,2021,1
-72.864875,9.086375,2021,1
-72.864625,9.086375,2021,1
-72.860875,9.086375,2021,1
-72.860625,9.086375,2021,1
-72.860375,9.086375,2021,1
-72.835125,9.086375,2021,1
-72.834875,9.086375,2021,1
-72.834625,9.086375,2021,1
-72.834375,9.086375,2021,1
-72.834125,9.086375,2021,1
-72.828625,9.086375,2021,1
-72.828375,9.086375,2021,1
-72.866125,9.086125,2021,1
-72.865875,9.086125,2021,1
-72.865625,9.086125,2021,1
-72.865375,9.086125,2021,1
-72.865125,9.086125,2021,1
-72.864875,9.086125,2021,1
-72.861125,9.086125,2021,1
-72.860875,9.086125,2021,1
-72.860625,9.086125,2021,1
-72.860375,9.086125,2021,1
-72.843125,9.086125,2021,1
-72.828875,9.086125,2021,1
-72.828625,9.086125,2021,1
-72.828375,9.086125,2021,1
-72.828125,9.086125,2021,1
-72.827875,9.086125,2021,1
-72.827625,9.086125,2021,1
-72.827375,9.086125,2021,1
-72.827125,9.086125,2021,1
-72.822875,9.086125,2021,1
-72.865875,9.085875,2021,1
-72.865625,9.085875,2021,1
-72.865375,9.085875,2021,1
-72.865125,9.085875,2021,1
-72.861875,9.085875,2021,1
-72.861375,9.085875,2021,1
-72.861125,9.085875,2021,1
-72.860875,9.085875,2021,1
-72.860625,9.085875,2021,1
-72.860375,9.085875,2021,1
-72.849125,9.085875,2021,1
-72.848875,9.085875,2021,1
-72.848625,9.085875,2021,1
-72.848375,9.085875,2021,1
-72.828625,9.085875,2021,1
-72.828375,9.085875,2021,1
-72.828125,9.085875,2021,1
-72.827875,9.085875,2021,1
-72.827625,9.085875,2021,1
-72.827375,9.085875,2021,1
-72.827125,9.085875,2021,1
-72.826875,9.085875,2021,1
-72.865875,9.085625,2021,1
-72.865625,9.085625,2021,1
-72.865375,9.085625,2021,1
-72.865125,9.085625,2021,1
-72.864875,9.085625,2021,1
-72.861875,9.085625,2021,1
-72.861625,9.085625,2021,1
-72.861375,9.085625,2021,1
-72.861125,9.085625,2021,1
-72.860875,9.085625,2021,1
-72.860625,9.085625,2021,1
-72.860375,9.085625,2021,1
-72.849375,9.085625,2021,1
-72.849125,9.085625,2021,1
-72.827875,9.085625,2021,1
-72.827625,9.085625,2021,1
-72.827375,9.085625,2021,1
-72.827125,9.085625,2021,1
-72.826875,9.085625,2021,1
-72.867875,9.085375,2021,1
-72.865875,9.085375,2021,1
-72.865625,9.085375,2021,1
-72.865375,9.085375,2021,1
-72.865125,9.085375,2021,1
-72.864875,9.085375,2021,1
-72.864625,9.085375,2021,1
-72.864375,9.085375,2021,1
-72.864125,9.085375,2021,1
-72.863875,9.085375,2021,1
-72.863625,9.085375,2021,1
-72.861875,9.085375,2021,1
-72.861625,9.085375,2021,1
-72.861375,9.085375,2021,1
-72.861125,9.085375,2021,1
-72.860875,9.085375,2021,1
-72.860625,9.085375,2021,1
-72.849125,9.085375,2021,1
-72.827625,9.085375,2021,1
-72.827375,9.085375,2021,1
-72.827125,9.085375,2021,1
-72.826875,9.085375,2021,1
-72.868125,9.085125,2021,1
-72.867875,9.085125,2021,1
-72.867625,9.085125,2021,1
-72.867375,9.085125,2021,1
-72.865875,9.085125,2021,1
-72.865625,9.085125,2021,1
-72.865375,9.085125,2021,1
-72.865125,9.085125,2021,1
-72.864875,9.085125,2021,1
-72.864625,9.085125,2021,1
-72.864375,9.085125,2021,1
-72.864125,9.085125,2021,1
-72.861875,9.085125,2021,1
-72.861625,9.085125,2021,1
-72.861375,9.085125,2021,1
-72.861125,9.085125,2021,1
-72.860875,9.085125,2021,1
-72.860625,9.085125,2021,1
-72.860375,9.085125,2021,1
-72.869625,9.084875,2021,1
-72.869375,9.084875,2021,1
-72.869125,9.084875,2021,1
-72.868875,9.084875,2021,1
-72.868625,9.084875,2021,1
-72.868375,9.084875,2021,1
-72.868125,9.084875,2021,1
-72.867875,9.084875,2021,1
-72.867625,9.084875,2021,1
-72.867375,9.084875,2021,1
-72.865875,9.084875,2021,1
-72.865625,9.084875,2021,1
-72.865375,9.084875,2021,1
-72.865125,9.084875,2021,1
-72.864875,9.084875,2021,1
-72.864625,9.084875,2021,1
-72.864375,9.084875,2021,1
-72.864125,9.084875,2021,1
-72.862125,9.084875,2021,1
-72.861875,9.084875,2021,1
-72.861625,9.084875,2021,1
-72.861375,9.084875,2021,1
-72.861125,9.084875,2021,1
-72.860875,9.084875,2021,1
-72.860625,9.084875,2021,1
-72.860375,9.084875,2021,1
-72.869625,9.084625,2021,1
-72.869375,9.084625,2021,1
-72.869125,9.084625,2021,1
-72.868875,9.084625,2021,1
-72.868625,9.084625,2021,1
-72.868375,9.084625,2021,1
-72.868125,9.084625,2021,1
-72.867875,9.084625,2021,1
-72.867625,9.084625,2021,1
-72.867375,9.084625,2021,1
-72.865625,9.084625,2021,1
-72.865375,9.084625,2021,1
-72.865125,9.084625,2021,1
-72.864875,9.084625,2021,1
-72.864625,9.084625,2021,1
-72.864375,9.084625,2021,1
-72.862625,9.084625,2021,1
-72.862375,9.084625,2021,1
-72.862125,9.084625,2021,1
-72.861875,9.084625,2021,1
-72.861625,9.084625,2021,1
-72.861375,9.084625,2021,1
-72.861125,9.084625,2021,1
-72.860875,9.084625,2021,1
-72.860625,9.084625,2021,1
-72.860375,9.084625,2021,1
-72.869125,9.084375,2021,1
-72.868875,9.084375,2021,1
-72.868625,9.084375,2021,1
-72.868375,9.084375,2021,1
-72.868125,9.084375,2021,1
-72.867875,9.084375,2021,1
-72.867625,9.084375,2021,1
-72.865375,9.084375,2021,1
-72.865125,9.084375,2021,1
-72.864375,9.084375,2021,1
-72.862875,9.084375,2021,1
-72.862625,9.084375,2021,1
-72.862375,9.084375,2021,1
-72.862125,9.084375,2021,1
-72.861875,9.084375,2021,1
-72.861625,9.084375,2021,1
-72.861375,9.084375,2021,1
-72.861125,9.084375,2021,1
-72.860875,9.084375,2021,1
-72.860625,9.084375,2021,1
-72.830875,9.084375,2021,1
-72.830625,9.084375,2021,1
-72.868625,9.084125,2021,1
-72.868375,9.084125,2021,1
-72.868125,9.084125,2021,1
-72.867875,9.084125,2021,1
-72.867625,9.084125,2021,1
-72.862875,9.084125,2021,1
-72.862625,9.084125,2021,1
-72.862375,9.084125,2021,1
-72.862125,9.084125,2021,1
-72.861875,9.084125,2021,1
-72.861625,9.084125,2021,1
-72.831125,9.084125,2021,1
