"codigodpto","dpto","codigompio","mpio","dimension","value","year","fuente","unidad"
"41","Huila","41078","Baraya","Medición de desempeño municipal",49.91,"2018","DNP - SPT","Puntos"
"41","Huila","41132","Campoalegre","Medición de desempeño municipal",52.97,"2018","DNP - SPT","Puntos"
"41","Huila","41206","Colombia","Medición de desempeño municipal",43.84,"2018","DNP - SPT","Puntos"
"41","Huila","41244","Elías","Medición de desempeño municipal",51.79,"2018","DNP - SPT","Puntos"
"41","Huila","41298","Garzón","Medición de desempeño municipal",52.58,"2018","DNP - SPT","Puntos"
"41","Huila","41306","Gigante","Medición de desempeño municipal",37.8,"2018","DNP - SPT","Puntos"
"41","Huila","41319","Guadalupe","Medición de desempeño municipal",53.1,"2018","DNP - SPT","Puntos"
"41","Huila","41349","Hobo","Medición de desempeño municipal",51.73,"2018","DNP - SPT","Puntos"
"41","Huila","41357","Iquira","Medición de desempeño municipal",46.84,"2018","DNP - SPT","Puntos"
"41","Huila","41359","Isnos","Medición de desempeño municipal",47.16,"2018","DNP - SPT","Puntos"
"41","Huila","41378","La Argentina","Medición de desempeño municipal",47.23,"2018","DNP - SPT","Puntos"
"41","Huila","41396","La Plata","Medición de desempeño municipal",56.34,"2018","DNP - SPT","Puntos"
"41","Huila","41483","Nátaga","Medición de desempeño municipal",57.97,"2018","DNP - SPT","Puntos"
"27","Chocó","27001","Quibdó","Medición de desempeño municipal",46.22,"2018","DNP - SPT","Puntos"
"27","Chocó","27006","Acandí","Medición de desempeño municipal",46.8,"2018","DNP - SPT","Puntos"
"27","Chocó","27025","Alto Baudó","Medición de desempeño municipal",39.93,"2018","DNP - SPT","Puntos"
"27","Chocó","27050","Atrato","Medición de desempeño municipal",33.15,"2018","DNP - SPT","Puntos"
"27","Chocó","27073","Bagadó","Medición de desempeño municipal",43.86,"2018","DNP - SPT","Puntos"
"27","Chocó","27075","Bahía Solano","Medición de desempeño municipal",38.71,"2018","DNP - SPT","Puntos"
"27","Chocó","27077","Bajo Baudó","Medición de desempeño municipal",56.49,"2018","DNP - SPT","Puntos"
"27","Chocó","27099","Bojayá","Medición de desempeño municipal",47.24,"2018","DNP - SPT","Puntos"
"27","Chocó","27135","El Cantón del San Pablo","Medición de desempeño municipal",44.51,"2018","DNP - SPT","Puntos"
"27","Chocó","27150","Carmen del Darién","Medición de desempeño municipal",44.27,"2018","DNP - SPT","Puntos"
"27","Chocó","27160","Cértegui","Medición de desempeño municipal",50.73,"2018","DNP - SPT","Puntos"
"27","Chocó","27205","Condoto","Medición de desempeño municipal",47.99,"2018","DNP - SPT","Puntos"
"27","Chocó","27245","El Carmen de Atrato","Medición de desempeño municipal",37.18,"2018","DNP - SPT","Puntos"
"27","Chocó","27250","El Litoral del San Juan","Medición de desempeño municipal",41.6,"2018","DNP - SPT","Puntos"
"27","Chocó","27361","Istmina","Medición de desempeño municipal",46.39,"2018","DNP - SPT","Puntos"
"27","Chocó","27372","Juradó","Medición de desempeño municipal",64.12,"2018","DNP - SPT","Puntos"
"27","Chocó","27413","Lloró","Medición de desempeño municipal",34.96,"2018","DNP - SPT","Puntos"
"27","Chocó","27425","Medio Atrato","Medición de desempeño municipal",35.18,"2018","DNP - SPT","Puntos"
"27","Chocó","27430","Medio Baudó","Medición de desempeño municipal",61.24,"2018","DNP - SPT","Puntos"
"27","Chocó","27450","Medio San Juan","Medición de desempeño municipal",44.05,"2018","DNP - SPT","Puntos"
"27","Chocó","27491","Nóvita","Medición de desempeño municipal",42.31,"2018","DNP - SPT","Puntos"
"27","Chocó","27495","Nuquí","Medición de desempeño municipal",36.27,"2018","DNP - SPT","Puntos"
"27","Chocó","27580","Río Iró","Medición de desempeño municipal",41.2,"2018","DNP - SPT","Puntos"
"27","Chocó","27600","Río Quito","Medición de desempeño municipal",32.85,"2018","DNP - SPT","Puntos"
"27","Chocó","27615","Riosucio","Medición de desempeño municipal",54.06,"2018","DNP - SPT","Puntos"
"27","Chocó","27660","San José del Palmar","Medición de desempeño municipal",47.52,"2018","DNP - SPT","Puntos"
"27","Chocó","27745","Sipí","Medición de desempeño municipal",43.39,"2018","DNP - SPT","Puntos"
"27","Chocó","27787","Tadó","Medición de desempeño municipal",31.39,"2018","DNP - SPT","Puntos"
"27","Chocó","27810","Unión Panamericana","Medición de desempeño municipal",39.18,"2018","DNP - SPT","Puntos"
"27","Chocó","27800","Unguía","Medición de desempeño municipal",43.34,"2018","DNP - SPT","Puntos"
"44","La Guajira","44001","Riohacha","Medición de desempeño municipal",50.55,"2018","DNP - SPT","Puntos"
"44","La Guajira","44035","Albania","Medición de desempeño municipal",54.76,"2018","DNP - SPT","Puntos"
"44","La Guajira","44078","Barrancas","Medición de desempeño municipal",36.39,"2018","DNP - SPT","Puntos"
"44","La Guajira","44090","Dibulla","Medición de desempeño municipal",42.95,"2018","DNP - SPT","Puntos"
"44","La Guajira","44098","Distracción","Medición de desempeño municipal",53.41,"2018","DNP - SPT","Puntos"
"44","La Guajira","44110","El Molino","Medición de desempeño municipal",41.09,"2018","DNP - SPT","Puntos"
"44","La Guajira","44279","Fonseca","Medición de desempeño municipal",47.56,"2018","DNP - SPT","Puntos"
"44","La Guajira","44378","Hatonuevo","Medición de desempeño municipal",52.8,"2018","DNP - SPT","Puntos"
"44","La Guajira","44420","La Jagua del Pilar","Medición de desempeño municipal",42.04,"2018","DNP - SPT","Puntos"
"44","La Guajira","44430","Maicao","Medición de desempeño municipal",45.39,"2018","DNP - SPT","Puntos"
"44","La Guajira","44560","Manaure","Medición de desempeño municipal",47.38,"2018","DNP - SPT","Puntos"
"44","La Guajira","44650","San Juan del Cesar","Medición de desempeño municipal",43.09,"2018","DNP - SPT","Puntos"
"44","La Guajira","44847","Uribia","Medición de desempeño municipal",49.37,"2018","DNP - SPT","Puntos"
"44","La Guajira","44855","Urumita","Medición de desempeño municipal",27.81,"2018","DNP - SPT","Puntos"
"44","La Guajira","44874","Villanueva","Medición de desempeño municipal",48.43,"2018","DNP - SPT","Puntos"
"47","Magdalena","47001","Santa Marta","Medición de desempeño municipal",59.9,"2018","DNP - SPT","Puntos"
"47","Magdalena","47030","Algarrobo","Medición de desempeño municipal",42.65,"2018","DNP - SPT","Puntos"
"47","Magdalena","47053","Aracataca","Medición de desempeño municipal",44.54,"2018","DNP - SPT","Puntos"
"47","Magdalena","47058","Ariguaní","Medición de desempeño municipal",48.29,"2018","DNP - SPT","Puntos"
"47","Magdalena","47161","Cerro San Antonio","Medición de desempeño municipal",32.99,"2018","DNP - SPT","Puntos"
"47","Magdalena","47170","Chibolo","Medición de desempeño municipal",26.91,"2018","DNP - SPT","Puntos"
"47","Magdalena","47189","Ciénaga","Medición de desempeño municipal",48.12,"2018","DNP - SPT","Puntos"
"47","Magdalena","47205","Concordia","Medición de desempeño municipal",38.43,"2018","DNP - SPT","Puntos"
"47","Magdalena","47245","El Banco","Medición de desempeño municipal",42.28,"2018","DNP - SPT","Puntos"
"47","Magdalena","47258","El Piñón","Medición de desempeño municipal",41.92,"2018","DNP - SPT","Puntos"
"47","Magdalena","47268","El Retén","Medición de desempeño municipal",51.06,"2018","DNP - SPT","Puntos"
"47","Magdalena","47288","Fundación","Medición de desempeño municipal",51,"2018","DNP - SPT","Puntos"
"47","Magdalena","47318","Guamal","Medición de desempeño municipal",46.99,"2018","DNP - SPT","Puntos"
"47","Magdalena","47460","Nueva Granada","Medición de desempeño municipal",44.53,"2018","DNP - SPT","Puntos"
"47","Magdalena","47541","Pedraza","Medición de desempeño municipal",34.24,"2018","DNP - SPT","Puntos"
"47","Magdalena","47545","Pijiño del Carmen","Medición de desempeño municipal",37.16,"2018","DNP - SPT","Puntos"
"47","Magdalena","47551","Pivijay","Medición de desempeño municipal",30.11,"2018","DNP - SPT","Puntos"
"47","Magdalena","47555","Plato","Medición de desempeño municipal",48.56,"2018","DNP - SPT","Puntos"
"47","Magdalena","47570","Puebloviejo","Medición de desempeño municipal",40.85,"2018","DNP - SPT","Puntos"
"47","Magdalena","47605","Remolino","Medición de desempeño municipal",33.99,"2018","DNP - SPT","Puntos"
"47","Magdalena","47660","Sabanas de San Ángel","Medición de desempeño municipal",48.63,"2018","DNP - SPT","Puntos"
"47","Magdalena","47675","Salamina","Medición de desempeño municipal",51.89,"2018","DNP - SPT","Puntos"
"47","Magdalena","47692","San Sebastián de Buenavista","Medición de desempeño municipal",45.14,"2018","DNP - SPT","Puntos"
"47","Magdalena","47703","San Zenón","Medición de desempeño municipal",46.64,"2018","DNP - SPT","Puntos"
"47","Magdalena","47707","Santa Ana","Medición de desempeño municipal",36.14,"2018","DNP - SPT","Puntos"
"47","Magdalena","47720","Santa Bárbara de Pinto","Medición de desempeño municipal",40.68,"2018","DNP - SPT","Puntos"
"47","Magdalena","47745","Sitionuevo","Medición de desempeño municipal",44.6,"2018","DNP - SPT","Puntos"
"47","Magdalena","47798","Tenerife","Medición de desempeño municipal",37.75,"2018","DNP - SPT","Puntos"
"47","Magdalena","47960","Zapayán","Medición de desempeño municipal",37.04,"2018","DNP - SPT","Puntos"
"47","Magdalena","47980","Zona Bananera","Medición de desempeño municipal",42.84,"2018","DNP - SPT","Puntos"
"50","Meta","50001","Villavicencio","Medición de desempeño municipal",60.84,"2018","DNP - SPT","Puntos"
"50","Meta","50006","Acacías","Medición de desempeño municipal",61.51,"2018","DNP - SPT","Puntos"
"50","Meta","50110","Barranca de Upía","Medición de desempeño municipal",60.98,"2018","DNP - SPT","Puntos"
"50","Meta","50124","Cabuyaro","Medición de desempeño municipal",64.44,"2018","DNP - SPT","Puntos"
"50","Meta","50150","Castilla La Nueva","Medición de desempeño municipal",56.98,"2018","DNP - SPT","Puntos"
"50","Meta","50223","Cubarral","Medición de desempeño municipal",46.21,"2018","DNP - SPT","Puntos"
"50","Meta","50226","Cumaral","Medición de desempeño municipal",63.44,"2018","DNP - SPT","Puntos"
"50","Meta","50245","El Calvario","Medición de desempeño municipal",56.33,"2018","DNP - SPT","Puntos"
"50","Meta","50251","El Castillo","Medición de desempeño municipal",59.3,"2018","DNP - SPT","Puntos"
"50","Meta","50270","El Dorado","Medición de desempeño municipal",44.77,"2018","DNP - SPT","Puntos"
"50","Meta","50287","Fuente de Oro","Medición de desempeño municipal",52.19,"2018","DNP - SPT","Puntos"
"50","Meta","50313","Granada","Medición de desempeño municipal",47.71,"2018","DNP - SPT","Puntos"
"50","Meta","50318","Guamal","Medición de desempeño municipal",56.02,"2018","DNP - SPT","Puntos"
"50","Meta","50325","Mapiripán","Medición de desempeño municipal",40.19,"2018","DNP - SPT","Puntos"
"50","Meta","50330","Mesetas","Medición de desempeño municipal",48.8,"2018","DNP - SPT","Puntos"
"50","Meta","50350","La Macarena","Medición de desempeño municipal",39.96,"2018","DNP - SPT","Puntos"
"50","Meta","50370","Uribe","Medición de desempeño municipal",50.67,"2018","DNP - SPT","Puntos"
"50","Meta","50400","Lejanías","Medición de desempeño municipal",58.51,"2018","DNP - SPT","Puntos"
"50","Meta","50450","Puerto Concordia","Medición de desempeño municipal",42.7,"2018","DNP - SPT","Puntos"
"50","Meta","50568","Puerto Gaitán","Medición de desempeño municipal",64.28,"2018","DNP - SPT","Puntos"
"50","Meta","50573","Puerto López","Medición de desempeño municipal",60.43,"2018","DNP - SPT","Puntos"
"50","Meta","50577","Puerto Lleras","Medición de desempeño municipal",62.37,"2018","DNP - SPT","Puntos"
"50","Meta","50590","Puerto Rico","Medición de desempeño municipal",51.31,"2018","DNP - SPT","Puntos"
