"x"
2022-12-06 19:18:01
2022-12-06 19:18:02,2022-12-06 19:18:36,33.6338307857513,"glb",1
2022-12-06 19:18:36,2022-12-06 19:19:02,26.333477973938,"glb",2
2022-12-06 19:19:02,2022-12-06 19:19:43,40.262393951416,"glb",3
2022-12-06 19:19:43,2022-12-06 19:20:44,1.01509658495585,"glb",4
2022-12-06 19:20:44,2022-12-06 19:21:32,47.586893081665,"glb",5
2022-12-06 19:22:13,2022-12-06 19:48:23,26.1646463314692,"glb",1
2022-12-06 19:48:23,2022-12-06 20:06:37,18.2345642964045,"glb",2
2022-12-06 20:06:38,2022-12-06 20:19:39,13.0287772814433,"glb",3
2022-12-06 20:19:40,2022-12-06 20:34:19,14.6529148022334,"glb",4
2022-12-06 20:34:20,2022-12-06 20:50:08,15.8075969179471,"glb",5
