"codigo","mpio","year","rural","urbana"
1001,"Colombia",2018,11833841,36424653
1001,"Colombia",2019,11969822,37425856
1001,"Colombia",2020,12079485,38292939
1001,"Colombia",2021,12151653,38897845
1001,"Colombia",2022,12221786,39387688
1001,"Colombia",2023,12294641,39861613
5000,"Antioquia",2018,1434161,4972941
5000,"Antioquia",2019,1416468,5133738
5000,"Antioquia",2020,1396521,5281409
5000,"Antioquia",2021,1380572,5402012
5000,"Antioquia",2022,1376295,5511011
5000,"Antioquia",2023,1376120,5618672
5001,"Medellín",2018,44730,2382399
5001,"Medellín",2019,44075,2439470
5001,"Medellín",2020,43260,2490164
5001,"Medellín",2021,42759,2530461
5001,"Medellín",2022,42631,2570327
5001,"Medellín",2023,42625,2611104
5002,"Abejorral",2018,12693,7674
5002,"Abejorral",2019,12481,7777
5002,"Abejorral",2020,12377,7910
5002,"Abejorral",2021,12237,8365
5002,"Abejorral",2022,12199,8721
5002,"Abejorral",2023,12198,9048
5004,"Abriaquí",2018,1871,824
5004,"Abriaquí",2019,1877,833
5004,"Abriaquí",2020,1888,847
5004,"Abriaquí",2021,1867,910
5004,"Abriaquí",2022,1861,959
5004,"Abriaquí",2023,1861,1003
5021,"Alejandría",2018,2172,2485
5021,"Alejandría",2019,2105,2564
5021,"Alejandría",2020,2061,2637
5021,"Alejandría",2021,2037,2734
5021,"Alejandría",2022,2031,2814
5021,"Alejandría",2023,2031,2889
5030,"Amagá",2018,16043,14184
5030,"Amagá",2019,16045,14732
5030,"Amagá",2020,16037,15246
5030,"Amagá",2021,15856,15912
5030,"Amagá",2022,15807,16452
5030,"Amagá",2023,15805,16957
5031,"Amalfi",2018,11454,14508
5031,"Amalfi",2019,11481,15071
5031,"Amalfi",2020,11472,15599
5031,"Amalfi",2021,11342,16154
5031,"Amalfi",2022,11307,16614
5031,"Amalfi",2023,11306,17051
5034,"Andes",2018,23019,20250
5034,"Andes",2019,22862,20851
5034,"Andes",2020,22743,21456
5034,"Andes",2021,22486,22399
5034,"Andes",2022,22417,23160
5034,"Andes",2023,22414,23875
5036,"Angelópolis",2018,3588,2168
5036,"Angelópolis",2019,3538,2252
5036,"Angelópolis",2020,3510,2331
5036,"Angelópolis",2021,3470,2462
5036,"Angelópolis",2022,3460,2563
5036,"Angelópolis",2023,3459,2658
5038,"Angostura",2018,8809,2628
5038,"Angostura",2019,8828,2634
5038,"Angostura",2020,8878,2658
5038,"Angostura",2021,8778,2937
5038,"Angostura",2022,8751,3145
5038,"Angostura",2023,8750,3331
5040,"Anorí",2018,10687,7634
5040,"Anorí",2019,10734,8003
5040,"Anorí",2020,10769,8335
5040,"Anorí",2021,10647,8757
5040,"Anorí",2022,10614,9090
5040,"Anorí",2023,10613,9398
5042,"Santafé de Antioquia",2018,9813,16351
5042,"Santafé de Antioquia",2019,9613,16985
5042,"Santafé de Antioquia",2020,9422,17580
5042,"Santafé de Antioquia",2021,9314,18107
5042,"Santafé de Antioquia",2022,9285,18559
5042,"Santafé de Antioquia",2023,9284,18995
5044,"Anzá",2018,5752,1258
5044,"Anzá",2019,5791,1294
5044,"Anzá",2020,5839,1330
5044,"Anzá",2021,5773,1507
5044,"Anzá",2022,5755,1638
5044,"Anzá",2023,5755,1753
5045,"Apartadó",2018,22549,98454
5045,"Apartadó",2019,21701,102946
5045,"Apartadó",2020,20473,107271
5045,"Apartadó",2021,20237,109514
5045,"Apartadó",2022,20175,111579
5045,"Apartadó",2023,20173,113638
5051,"Arboletes",2018,19548,9747
5051,"Arboletes",2019,19832,10110
5051,"Arboletes",2020,20060,10450
5051,"Arboletes",2021,19833,11151
5051,"Arboletes",2022,19772,11690
5051,"Arboletes",2023,19770,12183
5055,"Argelia",2018,4277,3412
5055,"Argelia",2019,4104,3473
5055,"Argelia",2020,4000,3545
5055,"Argelia",2021,3954,3708
5055,"Argelia",2022,3942,3838
5055,"Argelia",2023,3941,3961
5059,"Armenia",2018,3423,1716
5059,"Armenia",2019,3347,1738
5059,"Armenia",2020,3303,1771
5059,"Armenia",2021,3262,1891
5059,"Armenia",2022,3252,1980
5059,"Armenia",2023,3251,2063
5079,"Barbosa",2018,29795,22174
5079,"Barbosa",2019,30164,23078
5079,"Barbosa",2020,30426,23921
5079,"Barbosa",2021,30082,25119
5079,"Barbosa",2022,29989,26064
5079,"Barbosa",2023,29986,26942
5086,"Belmira",2018,4377,1623
5086,"Belmira",2019,4400,1654
5086,"Belmira",2020,4427,1689
5086,"Belmira",2021,4377,1834
5086,"Belmira",2022,4363,1944
5086,"Belmira",2023,4363,2042
5088,"Bello",2018,26781,495483
5088,"Bello",2019,21701,516826
5088,"Bello",2020,15727,536427
5088,"Bello",2021,15546,545285
5088,"Bello",2022,15498,553990
5088,"Bello",2023,15496,562880
5091,"Betania",2018,6722,3601
5091,"Betania",2019,6636,3638
5091,"Betania",2020,6587,3697
5091,"Betania",2021,6512,3932
5091,"Betania",2022,6492,4113
5091,"Betania",2023,6492,4278
5093,"Betulia",2018,11333,4274
5093,"Betulia",2019,11340,4396
5093,"Betulia",2020,11374,4522
5093,"Betulia",2021,11245,4898
5093,"Betulia",2022,11211,5181
5093,"Betulia",2023,11209,5439
5101,"Ciudad Bolívar",2018,10514,15604
5101,"Ciudad Bolívar",2019,10245,15915
5101,"Ciudad Bolívar",2020,10030,16283
5101,"Ciudad Bolívar",2021,9915,16806
5101,"Ciudad Bolívar",2022,9884,17250
5101,"Ciudad Bolívar",2023,9883,17674
5107,"Briceño",2018,5487,2552
5107,"Briceño",2019,5402,2663
5107,"Briceño",2020,5355,2765
5107,"Briceño",2021,5294,2952
5107,"Briceño",2022,5278,3095
5107,"Briceño",2023,5278,3226
5113,"Buriticá",2018,7119,2235
5113,"Buriticá",2019,7196,2306
5113,"Buriticá",2020,7264,2370
5113,"Buriticá",2021,7182,2601
5113,"Buriticá",2022,7160,2774
5113,"Buriticá",2023,7159,2930
5120,"Cáceres",2018,23641,5355
5120,"Cáceres",2019,24153,5563
5120,"Cáceres",2020,24598,5758
5120,"Cáceres",2021,24320,6513
5120,"Cáceres",2022,24245,7064
5120,"Cáceres",2023,24242,7556
5125,"Caicedo",2018,6640,1657
5125,"Caicedo",2019,6710,1710
5125,"Caicedo",2020,6775,1761
5125,"Caicedo",2021,6698,1970
5125,"Caicedo",2022,6678,2124
5125,"Caicedo",2023,6677,2263
5129,"Caldas",2018,16651,62987
5129,"Caldas",2019,16387,65271
5129,"Caldas",2020,16023,67400
5129,"Caldas",2021,15839,68895
5129,"Caldas",2022,15790,70252
5129,"Caldas",2023,15788,71597
5134,"Campamento",2018,6737,2466
5134,"Campamento",2019,6640,2562
5134,"Campamento",2020,6592,2651
5134,"Campamento",2021,6517,2869
5134,"Campamento",2022,6497,3034
5134,"Campamento",2023,6497,3183
5138,"Cañasgordas",2018,10447,5076
5138,"Cañasgordas",2019,10325,5165
5138,"Cañasgordas",2020,10278,5274
5138,"Cañasgordas",2021,10162,5631
5138,"Cañasgordas",2022,10131,5906
5138,"Cañasgordas",2023,10129,6158
5142,"Caracolí",2018,1843,2739
5142,"Caracolí",2019,1781,2756
5142,"Caracolí",2020,1738,2794
5142,"Caracolí",2021,1718,2884
5142,"Caracolí",2022,1713,2960
5142,"Caracolí",2023,1713,3033
5145,"Caramanta",2018,2553,2190
5145,"Caramanta",2019,2485,2185
5145,"Caramanta",2020,2444,2204
5145,"Caramanta",2021,2416,2304
5145,"Caramanta",2022,2408,2385
5145,"Caramanta",2023,2408,2460
5147,"Carepa",2018,14923,33009
5147,"Carepa",2019,14442,35217
5147,"Carepa",2020,13999,37144
5147,"Carepa",2021,13838,38109
5147,"Carepa",2022,13795,38954
5147,"Carepa",2023,13794,39778
5148,"El Carmen de Viboral",2018,25229,34187
5148,"El Carmen de Viboral",2019,25353,35769
5148,"El Carmen de Viboral",2020,25385,37196
5148,"El Carmen de Viboral",2021,25098,38466
5148,"El Carmen de Viboral",2022,25021,39525
5148,"El Carmen de Viboral",2023,25018,40535
5150,"Carolina",2018,1025,2929
5150,"Carolina",2019,983,2971
5150,"Carolina",2020,946,3026
5150,"Carolina",2021,935,3099
5150,"Carolina",2022,932,3164
5150,"Carolina",2023,932,3228
5154,"Caucasia",2018,13441,76772
5154,"Caucasia",2019,12158,80886
5154,"Caucasia",2020,10773,84654
5154,"Caucasia",2021,10649,86278
5154,"Caucasia",2022,10616,87807
5154,"Caucasia",2023,10615,89344
5172,"Chigorodó",2018,10329,47046
5172,"Chigorodó",2019,9813,48871
5172,"Chigorodó",2020,9255,50581
5172,"Chigorodó",2021,9149,51626
5172,"Chigorodó",2022,9120,52594
5172,"Chigorodó",2023,9119,53559
5190,"Cisneros",2018,1360,8415
5190,"Cisneros",2019,1273,8571
5190,"Cisneros",2020,1181,8755
5190,"Cisneros",2021,1167,8923
5190,"Cisneros",2022,1164,9082
5190,"Cisneros",2023,1164,9242
5197,"Cocorná",2018,9151,6293
5197,"Cocorná",2019,8540,6502
5197,"Cocorná",2020,8139,6694
5197,"Cocorná",2021,8045,7018
5197,"Cocorná",2022,8021,7275
5197,"Cocorná",2023,8020,7514
5206,"Concepción",2018,2889,1908
5206,"Concepción",2019,2785,1975
5206,"Concepción",2020,2720,2038
5206,"Concepción",2021,2689,2143
5206,"Concepción",2022,2680,2226
5206,"Concepción",2023,2680,2303
5209,"Concordia",2018,14028,7349
5209,"Concordia",2019,14012,7492
5209,"Concordia",2020,14026,7662
5209,"Concordia",2021,13867,8157
5209,"Concordia",2022,13825,8539
5209,"Concordia",2023,13823,8890
5212,"Copacabana",2018,15541,62343
5212,"Copacabana",2019,15261,64739
5212,"Copacabana",2020,14839,66981
5212,"Copacabana",2021,14668,68438
5212,"Copacabana",2022,14623,69766
5212,"Copacabana",2023,14621,71085
5234,"Dabeiba",2018,14002,9042
5234,"Dabeiba",2019,14061,9194
5234,"Dabeiba",2020,14129,9380
5234,"Dabeiba",2021,13969,9905
5234,"Dabeiba",2022,13926,10316
5234,"Dabeiba",2023,13925,10696
5237,"Don Matías",2018,6821,12081
5237,"Don Matías",2019,6782,12550
5237,"Don Matías",2020,6720,12989
5237,"Don Matías",2021,6644,13374
5237,"Don Matías",2022,6624,13704
5237,"Don Matías",2023,6623,14022
5240,"Ebéjico",2018,9929,2229
5240,"Ebéjico",2019,9838,2270
5240,"Ebéjico",2020,9815,2319
5240,"Ebéjico",2021,9704,2618
5240,"Ebéjico",2022,9674,2838
5240,"Ebéjico",2023,9673,3035
5250,"El Bagre",2018,19039,32823
5250,"El Bagre",2019,18976,33949
5250,"El Bagre",2020,18855,34991
5250,"El Bagre",2021,18642,36039
5250,"El Bagre",2022,18584,36941
5250,"El Bagre",2023,18582,37810
5264,"Entrerrios",2018,5516,5643
5264,"Entrerrios",2019,5558,5907
5264,"Entrerrios",2020,5582,6146
5264,"Entrerrios",2021,5519,6393
5264,"Entrerrios",2022,5502,6594
5264,"Entrerrios",2023,5501,6784
5266,"Envigado",2018,13082,215766
5266,"Envigado",2019,10740,225374
5266,"Envigado",2020,8054,234143
5266,"Envigado",2021,7961,238042
5266,"Envigado",2022,7937,241863
5266,"Envigado",2023,7936,245763
5282,"Fredonia",2018,16377,8031
5282,"Fredonia",2019,16422,8131
5282,"Fredonia",2020,16475,8279
5282,"Fredonia",2021,16289,8849
5282,"Fredonia",2022,16239,9287
5282,"Fredonia",2023,16237,9687
5284,"Frontino",2018,12100,8639
5284,"Frontino",2019,11840,8817
5284,"Frontino",2020,11680,9020
5284,"Frontino",2021,11539,9482
5284,"Frontino",2022,11503,9843
5284,"Frontino",2023,11502,10177
5306,"Giraldo",2018,3483,2061
5306,"Giraldo",2019,3511,2141
5306,"Giraldo",2020,3534,2216
5306,"Giraldo",2021,3494,2345
5306,"Giraldo",2022,3483,2446
5306,"Giraldo",2023,3483,2539
5308,"Girardota",2018,23010,28652
5308,"Girardota",2019,23317,29845
5308,"Girardota",2020,23481,30958
5308,"Girardota",2021,23215,32079
5308,"Girardota",2022,23144,33004
5308,"Girardota",2023,23141,33883
5310,"Gómez Plata",2018,4736,5017
5310,"Gómez Plata",2019,4661,5167
5310,"Gómez Plata",2020,4603,5318
5310,"Gómez Plata",2021,4545,5530
5310,"Gómez Plata",2022,4529,5701
5310,"Gómez Plata",2023,4528,5862
5313,"Granada",2018,4576,5541
5313,"Granada",2019,4423,5447
5313,"Granada",2020,4365,5399
5313,"Granada",2021,4311,5604
5313,"Granada",2022,4297,5772
5313,"Granada",2023,4297,5929
5315,"Guadalupe",2018,4337,2223
5315,"Guadalupe",2019,4312,2295
5315,"Guadalupe",2020,4303,2362
5315,"Guadalupe",2021,4254,2514
5315,"Guadalupe",2022,4241,2632
5315,"Guadalupe",2023,4241,2739
5318,"Guarne",2018,36779,18342
5318,"Guarne",2019,37708,19066
5318,"Guarne",2020,38414,19745
5318,"Guarne",2021,37980,21093
5318,"Guarne",2022,37863,22122
5318,"Guarne",2023,37858,23063
5321,"Guatapé",2018,2943,5420
5321,"Guatapé",2019,2940,5608
5321,"Guatapé",2020,2927,5782
5321,"Guatapé",2021,2894,5950
5321,"Guatapé",2022,2885,6096
5321,"Guatapé",2023,2885,6236
5347,"Heliconia",2018,3133,2318
5347,"Heliconia",2019,3038,2362
5347,"Heliconia",2020,2980,2415
5347,"Heliconia",2021,2946,2533
5347,"Heliconia",2022,2937,2626
5347,"Heliconia",2023,2936,2714
5353,"Hispania",2018,2053,3416
5353,"Hispania",2019,2003,3527
5353,"Hispania",2020,1956,3635
5353,"Hispania",2021,1933,3745
5353,"Hispania",2022,1928,3837
5353,"Hispania",2023,1927,3928
5360,"Itagüí",2018,28826,247918
5360,"Itagüí",2019,26768,257026
5360,"Itagüí",2020,24467,265527
5360,"Itagüí",2021,24185,270366
5360,"Itagüí",2022,24111,274987
5360,"Itagüí",2023,24108,279658
5361,"Ituango",2018,20000,7074
5361,"Ituango",2019,20155,7264
5361,"Ituango",2020,20330,7459
5361,"Ituango",2021,20100,8120
5361,"Ituango",2022,20038,8618
5361,"Ituango",2023,20036,9067
5364,"Jardín",2018,6859,7659
5364,"Jardín",2019,6811,7851
5364,"Jardín",2020,6777,8053
5364,"Jardín",2021,6700,8360
5364,"Jardín",2022,6680,8613
5364,"Jardín",2023,6679,8852
5368,"Jericó",2018,6021,7619
5368,"Jericó",2019,5871,7766
5368,"Jericó",2020,5769,7937
5368,"Jericó",2021,5703,8216
5368,"Jericó",2022,5685,8448
5368,"Jericó",2023,5684,8670
5376,"La Ceja",2018,10069,54820
5376,"La Ceja",2019,9404,57342
5376,"La Ceja",2020,8695,59630
5376,"La Ceja",2021,8595,60804
5376,"La Ceja",2022,8569,61901
5376,"La Ceja",2023,8568,63002
5380,"La Estrella",2018,10548,60997
5380,"La Estrella",2019,10332,63364
5380,"La Estrella",2020,9935,65582
5380,"La Estrella",2021,9821,66883
5380,"La Estrella",2022,9790,68098
5380,"La Estrella",2023,9789,69314
5390,"La Pintada",2018,1054,7060
5390,"La Pintada",2019,955,7343
5390,"La Pintada",2020,849,7611
5390,"La Pintada",2021,839,7754
5390,"La Pintada",2022,837,7889
5390,"La Pintada",2023,837,8025
5400,"La Unión",2018,8751,12724
5400,"La Unión",2019,8637,13326
5400,"La Unión",2020,8521,13870
5400,"La Unión",2021,8424,14318
5400,"La Unión",2022,8397,14697
5400,"La Unión",2023,8396,15059
5411,"Liborina",2018,7732,2296
5411,"Liborina",2019,7724,2316
5411,"Liborina",2020,7742,2348
5411,"Liborina",2021,7654,2593
5411,"Liborina",2022,7631,2774
5411,"Liborina",2023,7630,2937
5425,"Maceo",2018,5128,3093
5425,"Maceo",2019,5071,3147
5425,"Maceo",2020,5037,3211
5425,"Maceo",2021,4980,3396
5425,"Maceo",2022,4965,3540
5425,"Maceo",2023,4964,3674
5440,"Marinilla",2018,20415,44230
5440,"Marinilla",2019,20051,46348
5440,"Marinilla",2020,19635,48258
5440,"Marinilla",2021,19409,49551
5440,"Marinilla",2022,19349,50675
5440,"Marinilla",2023,19347,51770
5467,"Montebello",2018,4814,1866
5467,"Montebello",2019,4724,1911
5467,"Montebello",2020,4681,1960
5467,"Montebello",2021,4617,2127
5467,"Montebello",2022,4594,2254
5467,"Montebello",2023,4590,2365
5475,"Murindó",2018,3151,1760
5475,"Murindó",2019,3275,1813
5475,"Murindó",2020,3374,1860
5475,"Murindó",2021,3336,1980
5475,"Murindó",2022,3326,2072
5475,"Murindó",2023,3325,2158
5480,"Mutatá",2018,8900,5091
5480,"Mutatá",2019,8879,5317
5480,"Mutatá",2020,8864,5525
5480,"Mutatá",2021,8764,5848
5480,"Mutatá",2022,8737,6101
5480,"Mutatá",2023,8736,6333
5483,"Nariño",2018,7037,3116
5483,"Nariño",2019,6848,3149
5483,"Nariño",2020,6752,3195
5483,"Nariño",2021,6674,3427
5483,"Nariño",2022,6653,3604
5483,"Nariño",2023,6653,3764
5490,"Necoclí",2018,31326,10955
5490,"Necoclí",2019,31837,11420
5490,"Necoclí",2020,32257,11861
5490,"Necoclí",2021,31892,12919
5490,"Necoclí",2022,31794,13709
5490,"Necoclí",2023,31790,14423
5495,"Nechí",2018,12616,13174
5495,"Nechí",2019,12841,13811
5495,"Nechí",2020,12966,14388
5495,"Nechí",2021,12819,14965
5495,"Nechí",2022,12780,15433
5495,"Nechí",2023,12778,15875
5501,"Olaya",2018,2910,217
5501,"Olaya",2019,2927,223
5501,"Olaya",2020,2945,230
5501,"Olaya",2021,2912,312
5501,"Olaya",2022,2903,371
5501,"Olaya",2023,2902,423
5541,"Peñol",2018,10027,11022
5541,"Peñol",2019,9974,11453
5541,"Peñol",2020,9912,11857
5541,"Peñol",2021,9800,12307
5541,"Peñol",2022,9770,12678
5541,"Peñol",2023,9769,13029
5543,"Peque",2018,5801,2296
5543,"Peque",2019,5784,2402
5543,"Peque",2020,5787,2498
5543,"Peque",2021,5722,2692
5543,"Peque",2022,5704,2839
5543,"Peque",2023,5703,2974
5576,"Pueblorrico",2018,4214,4450
5576,"Pueblorrico",2019,4131,4550
5576,"Pueblorrico",2020,4071,4664
5576,"Pueblorrico",2021,4024,4846
5576,"Pueblorrico",2022,4012,4995
5576,"Pueblorrico",2023,4011,5137
5579,"Puerto Berrío",2018,6691,32623
5579,"Puerto Berrío",2019,6179,33869
5579,"Puerto Berrío",2020,5675,35038
5579,"Puerto Berrío",2021,5610,35735
5579,"Puerto Berrío",2022,5592,36391
5579,"Puerto Berrío",2023,5592,37046
5585,"Puerto Nare",2018,9999,4381
5585,"Puerto Nare",2019,9834,4550
5585,"Puerto Nare",2020,9732,4708
5585,"Puerto Nare",2021,9615,5049
5585,"Puerto Nare",2022,9576,5314
5585,"Puerto Nare",2023,9566,5557
5591,"Puerto Triunfo",2018,15129,2926
5591,"Puerto Triunfo",2019,15511,3039
5591,"Puerto Triunfo",2020,15824,3146
5591,"Puerto Triunfo",2021,15645,3623
5591,"Puerto Triunfo",2022,15597,3969
5591,"Puerto Triunfo",2023,15595,4276
5604,"Remedios",2018,16783,11632
5604,"Remedios",2019,16888,12173
5604,"Remedios",2020,16966,12663
5604,"Remedios",2021,16774,13320
5604,"Remedios",2022,16723,13836
5604,"Remedios",2023,16721,14315
5607,"Retiro",2018,11035,12479
5607,"Retiro",2019,11134,13051
5607,"Retiro",2020,11189,13568
5607,"Retiro",2021,11062,14084
5607,"Retiro",2022,11028,14506
5607,"Retiro",2023,11027,14906
5615,"Rionegro",2018,52458,83007
5615,"Rionegro",2019,52767,86786
5615,"Rionegro",2020,52739,90256
5615,"Rionegro",2021,52143,93099
5615,"Rionegro",2022,51982,95502
5615,"Rionegro",2023,51976,97810
5628,"Sabanalarga",2018,6077,2955
5628,"Sabanalarga",2019,6084,3071
5628,"Sabanalarga",2020,6099,3179
5628,"Sabanalarga",2021,6030,3392
5628,"Sabanalarga",2022,6011,3556
5628,"Sabanalarga",2023,6011,3706
5631,"Sabaneta",2018,11974,70401
5631,"Sabaneta",2019,11342,74142
5631,"Sabaneta",2020,10557,77424
5631,"Sabaneta",2021,10436,78928
5631,"Sabaneta",2022,10403,80340
5631,"Sabaneta",2023,10402,81757
5642,"Salgar",2018,11540,6718
5642,"Salgar",2019,11346,6872
5642,"Salgar",2020,11217,7044
5642,"Salgar",2021,11069,7475
5642,"Salgar",2022,11026,7805
5642,"Salgar",2023,11023,8101
5647,"San Andrés de Cuerquía",2018,4387,2848
5647,"San Andrés de Cuerquía",2019,4301,2939
5647,"San Andrés de Cuerquía",2020,4252,3029
5647,"San Andrés de Cuerquía",2021,4193,3201
5647,"San Andrés de Cuerquía",2022,4179,3329
5647,"San Andrés de Cuerquía",2023,4178,3447
5649,"San Carlos",2018,8885,7362
5649,"San Carlos",2019,8653,7287
5649,"San Carlos",2020,8537,7274
5649,"San Carlos",2021,8433,7623
5649,"San Carlos",2022,8407,7897
5649,"San Carlos",2023,8406,8153
5652,"San Francisco",2018,3162,2486
5652,"San Francisco",2019,3194,2582
5652,"San Francisco",2020,3216,2673
5652,"San Francisco",2021,3180,2801
5652,"San Francisco",2022,3170,2904
5652,"San Francisco",2023,3169,3000
5656,"San Jerónimo",2018,8657,6704
5656,"San Jerónimo",2019,8738,6972
5656,"San Jerónimo",2020,8795,7222
5656,"San Jerónimo",2021,8696,7572
5656,"San Jerónimo",2022,8669,7851
5656,"San Jerónimo",2023,8668,8110
5658,"San José de La Montaña",2018,1293,2353
5658,"San José de La Montaña",2019,1314,2392
5658,"San José de La Montaña",2020,1324,2441
5658,"San José de La Montaña",2021,1309,2514
5658,"San José de La Montaña",2022,1305,2577
5658,"San José de La Montaña",2023,1305,2638
5659,"San Juan de Urabá",2018,13469,6624
5659,"San Juan de Urabá",2019,13668,6881
5659,"San Juan de Urabá",2020,13828,7122
5659,"San Juan de Urabá",2021,13672,7607
5659,"San Juan de Urabá",2022,13630,7978
5659,"San Juan de Urabá",2023,13628,8317
5660,"San Luis",2018,5587,7408
5660,"San Luis",2019,5359,7676
5660,"San Luis",2020,5198,7925
5660,"San Luis",2021,5138,8189
5660,"San Luis",2022,5122,8410
5660,"San Luis",2023,5122,8621
5664,"San Pedro de Los Milagros",2018,10193,11756
5664,"San Pedro de Los Milagros",2019,10042,12405
5664,"San Pedro de Los Milagros",2020,9889,12996
5664,"San Pedro de Los Milagros",2021,9775,13469
5664,"San Pedro de Los Milagros",2022,9745,13858
5664,"San Pedro de Los Milagros",2023,9744,14228
5665,"San Pedro de Urabá",2018,18438,12494
5665,"San Pedro de Urabá",2019,18392,13179
5665,"San Pedro de Urabá",2020,18315,13832
5665,"San Pedro de Urabá",2021,18108,14538
5665,"San Pedro de Urabá",2022,18052,15098
5665,"San Pedro de Urabá",2023,18050,15617
5667,"San Rafael",2018,7807,7891
5667,"San Rafael",2019,7686,7946
5667,"San Rafael",2020,7630,8033
5667,"San Rafael",2021,7544,8362
5667,"San Rafael",2022,7520,8631
5667,"San Rafael",2023,7520,8884
5670,"San Roque",2018,15038,6481
5670,"San Roque",2019,14835,6698
5670,"San Roque",2020,14688,6909
5670,"San Roque",2021,14522,7410
5670,"San Roque",2022,14477,7794
5670,"San Roque",2023,14476,8142
5674,"San Vicente",2018,16629,5464
5674,"San Vicente",2019,16540,5718
5674,"San Vicente",2020,16498,5971
5674,"San Vicente",2021,16311,6507
5674,"San Vicente",2022,16261,6909
5674,"San Vicente",2023,16259,7272
5679,"Santa Bárbara",2018,14701,12083
5679,"Santa Bárbara",2019,14504,12440
5679,"Santa Bárbara",2020,14382,12804
5679,"Santa Bárbara",2021,14219,13389
5679,"Santa Bárbara",2022,14176,13858
5679,"Santa Bárbara",2023,14174,14297
5686,"Santa Rosa de Osos",2018,16422,19896
5686,"Santa Rosa de Osos",2019,16353,20790
5686,"Santa Rosa de Osos",2020,16267,21602
5686,"Santa Rosa de Osos",2021,16083,22380
5686,"Santa Rosa de Osos",2022,16034,23024
5686,"Santa Rosa de Osos",2023,16032,23635
5690,"Santo Domingo",2018,9586,2808
5690,"Santo Domingo",2019,9515,2811
5690,"Santo Domingo",2020,9494,2830
5690,"Santo Domingo",2021,9387,3128
5690,"Santo Domingo",2022,9358,3350
5690,"Santo Domingo",2023,9357,3550
5697,"El Santuario",2018,10808,24614
5697,"El Santuario",2019,10439,25604
5697,"El Santuario",2020,10080,26525
5697,"El Santuario",2021,9964,27209
5697,"El Santuario",2022,9933,27814
5697,"El Santuario",2023,9932,28404
5736,"Segovia",2018,7767,30133
5736,"Segovia",2019,7391,31301
5736,"Segovia",2020,6983,32396
5736,"Segovia",2021,6903,33087
5736,"Segovia",2022,6881,33726
5736,"Segovia",2023,6881,34360
5756,"Sonsón",2018,19152,17169
5756,"Sonsón",2019,18952,17442
5756,"Sonsón",2020,18838,17787
5756,"Sonsón",2021,18625,18568
5756,"Sonsón",2022,18568,19199
5756,"Sonsón",2023,18566,19791
5761,"Sopetrán",2018,8531,6522
5761,"Sopetrán",2019,8580,6713
5761,"Sopetrán",2020,8611,6901
5761,"Sopetrán",2021,8514,7239
5761,"Sopetrán",2022,8487,7509
5761,"Sopetrán",2023,8486,7759
5789,"Támesis",2018,9025,7256
5789,"Támesis",2019,8789,7404
5789,"Támesis",2020,8629,7572
5789,"Támesis",2021,8530,7922
5789,"Támesis",2022,8503,8203
5789,"Támesis",2023,8502,8465
5790,"Tarazá",2018,14307,12657
5790,"Tarazá",2019,14369,13148
5790,"Tarazá",2020,14387,13608
5790,"Tarazá",2021,14224,14205
5790,"Tarazá",2022,14181,14687
5790,"Tarazá",2023,14179,15140
5792,"Tarso",2018,2860,3324
5792,"Tarso",2019,2783,3411
5792,"Tarso",2020,2731,3500
5792,"Tarso",2021,2700,3628
5792,"Tarso",2022,2691,3734
5792,"Tarso",2023,2691,3835
5809,"Titiribí",2018,6184,4591
5809,"Titiribí",2019,5947,4769
5809,"Titiribí",2020,5783,4936
5809,"Titiribí",2021,5716,5169
5809,"Titiribí",2022,5699,5354
5809,"Titiribí",2023,5698,5528
5819,"Toledo",2018,3293,1700
5819,"Toledo",2019,3264,1741
5819,"Toledo",2020,3264,1779
5819,"Toledo",2021,3227,1894
5819,"Toledo",2022,3217,1983
5819,"Toledo",2023,3217,2064
5837,"Turbo",2018,75765,48787
5837,"Turbo",2019,76886,50679
5837,"Turbo",2020,77738,52453
5837,"Turbo",2021,76859,55377
5837,"Turbo",2022,76622,57656
5837,"Turbo",2023,76613,59761
5842,"Uramita",2018,4777,2111
5842,"Uramita",2019,4721,2154
5842,"Uramita",2020,4697,2202
5842,"Uramita",2021,4644,2362
5842,"Uramita",2022,4630,2484
5842,"Uramita",2023,4629,2596
5847,"Urrao",2018,14209,15918
5847,"Urrao",2019,14066,16418
5847,"Urrao",2020,13959,16917
5847,"Urrao",2021,13801,17554
5847,"Urrao",2022,13759,18080
5847,"Urrao",2023,13757,18579
5854,"Valdivia",2018,10164,3637
5854,"Valdivia",2019,10172,3778
5854,"Valdivia",2020,10192,3910
5854,"Valdivia",2021,10077,4244
5854,"Valdivia",2022,10046,4496
5854,"Valdivia",2023,10045,4724
5856,"Valparaíso",2018,2859,3639
5856,"Valparaíso",2019,2757,3705
5856,"Valparaíso",2020,2688,3784
5856,"Valparaíso",2021,2657,3915
5856,"Valparaíso",2022,2649,4025
5856,"Valparaíso",2023,2649,4129
5858,"Vegachí",2018,3755,8055
5858,"Vegachí",2019,3587,8323
5858,"Vegachí",2020,3468,8571
5858,"Vegachí",2021,3428,8798
5858,"Vegachí",2022,3418,8996
5858,"Vegachí",2023,3417,9191
5861,"Venecia",2018,6513,5089
5861,"Venecia",2019,6421,5215
5861,"Venecia",2020,6363,5352
5861,"Venecia",2021,6291,5606
5861,"Venecia",2022,6272,5808
5861,"Venecia",2023,6271,5998
5873,"Vigía del Fuerte",2018,5991,3102
