"iso3","year","df_ha","gdp_perc","food_exports","exports_gdp","food_infl","pop_growth","gdp_growth","foreing_invest","tmp_change"
"CMR",2006,16681.3,3176.92,12.0175,24.1791,4.21617,2.72714,3.80958,59000000,1.082
"CMR",2015,61968.8,3570.42,26.0218,20.9891,2.02188,2.68185,5.66695,690000000,1.125
"CMR",2009,9862.5,3219.96,47.8259,19.5824,5.05945,2.75229,2.57925,750000000,1.194
"COD",2004,22793.8,757.686,NA,22.7295,4.00318,3.14547,6.73837,410000000,0.974
"COD",2005,65493.8,778.968,NA,22.9442,21.2645,3.18423,6.13515,180000000,1.008
"COD",2006,49181.3,794.429,NA,21.7001,13.1394,3.21883,5.32098,260000000,0.824
"COD",2018,71837.5,1085.89,0.398113,34.1101,1.73957,3.2267,5.82112,1400000000,1.545
"COD",2015,84862.5,1065.24,0.681263,27.5833,0.83836,3.30282,6.91617,1200000000,1.204
"COD",2012,385569,926.788,NA,30.803,3.61985,3.33757,7.0869,2900000000,0.485
"COD",2016,125438,1055.57,0.927573,32.7879,3.02049,3.28293,2.3994,930000000,1.681
"COD",2011,284075,894.827,NA,39.5156,8.90331,3.33768,6.87467,1600000000,0.827
"COD",2010,114219,865.684,NA,41.1112,10.0101,3.33113,7.10798,2700000000,1.326
"COD",2014,70093.8,1029.79,NA,36.8322,1.38456,3.31968,9.47029,1500000000,1.093
"COD",2009,78200,835.612,NA,26.8138,34.61,3.31689,2.85506,-240000000,0.9
"COD",2017,95125,1059.81,0.597101,30.6902,11.7052,3.25851,3.72695,1000000000,1.395
"COD",2008,36981.3,839.816,NA,39.0278,17.1909,3.29397,6.22589,1700000000,0.675
"COD",2013,165544,972.456,NA,36.4459,0.723334,3.33136,8.48196,1700000000,1.1
"COD",2007,34343.8,817.07,NA,39.0719,17.1686,3.26137,6.25948,1800000000,0.799
"COG",2004,3712.5,4438.98,NA,80.5298,-6.10545,2.99422,3.47663,88000000,0.92
"COG",2005,2743.75,4634.97,NA,75.0051,-0.131187,3.14909,7.75576,800000000,0.891
"COG",2006,2156.25,4841.6,NA,77.4641,4.56266,3.32195,7.98624,1500000000,0.814
"COG",2007,3593.75,4368.59,0.364612,68.4854,2.29794,3.43756,-6.61399,1400000000,0.918
"COG",2008,1456.25,4487.38,0.398824,73.4029,1.37071,3.43266,6.30638,1900000000,0.843
"COG",2009,1893.75,4847.76,0.432492,64.4799,3.97763,3.28373,11.6373,1200000000,0.877
"COG",2010,10762.5,5169.17,0.482828,68.5281,-0.362592,3.04896,9.93127,1500000000,1.304
"COG",2011,12806.3,5137.61,0.14686,73.6117,2.75904,2.79427,2.20592,300000000,0.659
"COG",2012,4412.5,5504.19,0.209504,58.082,8.60578,2.59093,9.94715,-69000000,0.663
"COG",2013,5656.25,5331.9,0.147894,52.9343,5.73921,2.46504,-0.712434,1900000000,0.888
"COG",2014,2531.25,5552.84,0.220915,53.1527,-2.24431,2.44054,6.71668,2900000000,0.836
"COG",2015,3343.75,5224.3,0.207338,42.7282,2.94991,2.48376,-3.55058,4300000000,1.208
"COG",2016,4793.75,4544.08,0.257303,44.9995,0.520751,2.53957,-10.7832,51000000,1.584
"COG",2017,2200,4234.66,0.330936,58.0645,-1.17934,2.57067,-4.38253,4400000000,1.183
"COG",2018,2375,3928.43,0.212165,71.0296,0.011195,2.58172,-4.80535,4300000000,1.276
"COL",2016,171563,14194.5,17.43,14.7171,13.1984,1.36765,2.08738,14000000000,0.971
"COL",2018,145094,14314.9,13.67,15.8997,0.832989,1.52424,2.56432,11000000000,0.995
"COL",2012,100713,12852.6,8.71155,18.8112,3.43176,0.900335,3.91264,15000000000,0.559
"COL",2017,124563,14171.3,15.5108,15.1453,0.722421,1.51375,1.35936,14000000000,0.656
"COL",2014,40856.3,13852.2,10.6114,16.6347,2.96908,1.01049,4.49903,16000000000,0.69
"COL",2008,157075,11393.2,14.3603,18.1096,12.3806,1.17616,3.28345,11000000000,0.272
"COL",2013,80537.5,13390.5,8.81748,18.0864,0.415071,0.906921,5.13399,16000000000,0.693
"COL",2011,95981.3,12480.5,10.1676,19.2765,4.57664,0.968365,6.94789,15000000000,0.348
"COL",2015,45656.3,14095.7,15.4254,15.6502,8.62108,1.17045,2.9559,12000000000,1.131
"COL",2007,141875,11161.5,15.2599,16.4331,8.41432,1.23448,6.73819,8900000000,0.575
"COL",2009,163056,11395.6,14.7776,16.4245,3.74711,1.11249,1.13965,8000000000,0.753
"COL",2010,171225,11783.3,11.2626,16.3408,0.225261,1.05065,4.49466,6400000000,0.916
"COL",2006,99368.8,10586.8,15.8214,17.7286,5.58696,1.28873,6.71687,6800000000,0.511
"COL",2005,75187.5,10049.1,17.1572,16.971,6.3646,1.34977,4.82876,10000000000,0.645
"COL",2004,74825,9716.5,16.8632,16.7708,6.36224,1.41717,5.33302,3100000000,0.532
"COM",2004,6.25,2804,96.2561,8.83603,3.40238,2.37498,1.91966,672560,0.368
"COM",2005,25,2815.7,86.8785,8.83628,1.62354,2.38171,2.83755,558866,0.463
"COM",2006,31.25,2821.94,86.247,8.83618,3.16464,2.39129,2.64696,778420,0.269
"COM",2007,0,2777.14,13.785,8.97534,7.00299,2.39702,0.800042,7700000,0.602
"COM",2008,0,2819.66,68.441,8.22135,4.8116,2.4027,3.99997,4700000,0.234
"COM",2009,18.75,2840.63,73.375,9.31194,-6.94601,2.40887,3.20011,14000000,0.493
"COM",2010,31.25,2878.27,65.9778,9.6389,2.66852,2.41327,3.79993,8400000,0.734
"COM",2011,0,2924.69,77.966,9.95642,2.05852,2.41827,4.09985,23000000,0.37
"COM",2012,12.5,2946.2,84.6809,8.94587,5.46383,2.41713,3.20027,10000000,0.334
"COM",2013,12.5,3005.51,71.9731,9.04839,0.433962,2.40851,4.49987,4200000,0.223
"COM",2014,131.25,2996.38,62.6237,9.67647,2.06459,2.38255,2.10001,4700000,0.312
"COM",2015,1131.25,2959.5,72.3272,10.1362,1.65117,2.34846,1.11614,4900000,0.529
"COM",2016,281.25,2987.97,84.9828,10.6729,2.61375,2.30927,3.32068,3600000,0.504
"COM",2017,331.25,3032.26,79.5842,11.9013,0.819749,2.27324,3.8157,3900000,0.754
"COM",2018,75,3073.12,63.8117,12.909,2.48693,2.23942,3.64252,5700000,0.509
"CRI",2004,1937.5,13802.7,32.3499,42.2077,14.8706,1.45673,4.4246,1100000000,0.527
"CRI",2005,4268.75,14149.5,29.682,43.4645,17.7851,1.4182,3.97667,1500000000,0.337
"CRI",2006,2762.5,14976.8,29.5927,43.314,11.6361,1.38845,7.3267,1800000000,0.522
"CRI",2007,2406.25,15989.3,29.998,40.5821,15.0336,1.35327,8.21513,2200000000,0.491
"CRI",2008,4918.75,16527.4,31.8634,38.8065,23.8292,1.31934,4.73817,2400000000,0.084
"CRI",2009,10218.8,16174.3,24.6819,34.6323,8.64435,1.28267,-0.873456,1600000000,0.782
"CRI",2010,1643.75,16830.4,34.618,32.8294,4.66147,1.24493,5.36034,1900000000,0.714
"CRI",2011,4125,17360.2,35.0565,32.4725,5.63415,1.20984,4.40316,2700000000,0.288
"CRI",2012,6512.5,17994.5,33.9013,31.6513,3.54902,1.17835,4.88259,2700000000,0.871437306775586
"CRI",2013,7450,18233,34.356,30.5917,3.83045,1.14757,2.49477,3200000000,0.901615800134492
"CRI",2014,7500,18669.1,37.0071,31.3629,4.26776,1.11726,3.54211,3200000000,1.13526161481304
"CRI",2015,4500,19141.7,42.5299,29.9957,3.25876,1.0871,3.65208,3000000000,0.921853160247549
"CRI",2016,1137.5,19736.7,44.3729,31.2601,-0.81277,1.05737,4.20432,2600000000,1.01995631537749
"CRI",2017,6637.5,20347,43.2681,32.7627,1.69865,1.02788,4.1577,2900000000,0.746952647413946
"CRI",2018,2481.25,20672.6,41.0945,33.7385,1.63945,0.994802,2.6159,3000000000,0.953107192960796
"CUB",2004,1325,10323.4232590511,30.1796,16.0218,171.263281777054,0.188474,5.77054,6034071733.62922,0.611
"CUB",2005,6843.75,12056.3662707456,23.333,21.018,295.938972673765,0.099654,11.2017,17439182619.3186,0.576
"CUB",2006,31.25,16714.1858336029,10.5261,18.7135,180.687432459238,-0.003064,12.0659,15167299943.3061,0.728
"CUB",2007,0,16806.6379122125,NA,20.3364,103.753051964987,-0.089942,7.26214,18989078561.9687,0.713
"CUB",2008,18.75,10773.6836970411,NA,20.5676,154.853975910651,-0.125773,4.11683,6768842639.47705,0.423
"CUB",2009,75,11395.8872185621,NA,17.4597,105.369335121259,-0.091383,1.45131,7749387029.88015,0.777
"CUB",2010,31.25,13354.6810344152,NA,22.5703,143.789039396171,-0.007821,2.39035,8262955676.14228,0.469
"CUB",2011,18.75,19389.5873627297,NA,25.1036,5.51445554387513,0.096499,2.8023,6149652520.16679,0.316
"CUB",2012,93.75,13825.7094014877,NA,25.511,144.901625506881,0.181748,3.0149,6534540930.54973,0.39
"CUB",2013,112.5,9713.452680628,NA,24.1004,345.076773241947,0.227242,2.7476,9600177613.62144,0.661
"CUB",2014,6.25,12643.9123650966,NA,22.0839,87.4298416321987,0.214143,1.04758,11208161482.5054,0.859
"CUB",2015,1187.5,11937.8806434875,NA,17.1474,355.255544788072,0.157903,4.43814,14882845765.0782,1.114
"CUB",2016,12.5,17180.3406348496,NA,14.983,232.129232337558,0.091183,0.513761,6733991176.56706,1.156
"CUB",2017,1793.75,11298.5359529359,NA,14.5512,214.652715849078,0.036579,1.80905,12006284879.2232,1.284
"CUB",2018,6.25,13952.8576453547,NA,14.5227,91.1455664711049,-0.009781,2.24848,14941620583.1615,1.111
"CYM",2008,43.75,77988,NA,113.770066000111,5.79743,2.93099,-0.357401,20000000000,0.544
"CYM",2009,187.5,70428.4,NA,106.745568168534,4.56054,2.72288,-7.20048,20000000000,0.448
"CYM",2010,31.25,66882.5,NA,103.535628080888,2.6137,2.41277,-2.71564,21000000000,0.65
"CYM",2011,37.5,66255.6,NA,127.035756759032,3.29407,2.10398,1.16906,31000000000,0.336
"CYM",2012,25,65835.1,NA,113.789465183425,4.40837,1.85901,1.22975,21000000000,0.404
"CYM",2013,25,65598.2,NA,135.52426758452,3.2934,1.63171,1.27933,35000000000,0.559
"CYM",2014,0,66326.9,NA,130.165723294624,2.4093,1.51517,2.65453,46000000000,0.767
"CYM",2015,12.5,67241.3,NA,157.026680673829,1.73386,1.42453,2.83312,81000000000,1.008
"CYM",2016,31.25,68484.5,NA,94.9521900949081,0.16154,1.35658,3.23998,2700000000,0.946
"CYM",2017,168.75,69753.1,NA,74.0218,0.735739,1.29899,3.18404,2500000000,0.918
"CYM",2018,6.25,71784,NA,71.6883,4.15025,1.23871,4.19434,170000000,0.639
"CYM",2004,1587.5,42026.7277568833,NA,69.7536746761499,4.2617,2.69792,2.59355584632182,3700000000,0.9310020293568
"CYM",2005,1887.5,43996.0566833236,NA,81.8982995539467,2.97355,2.80381,4.40764574260912,9500000000,0.649
"CYM",2006,18.75,80513.5,NA,132.713337485184,2.44482,2.9365,2.11551618007234,25000000000,0.585
"CYM",2007,0,80595.7,NA,123.019352158782,5.20796,3.01162,3.16263,28000000000,0.737
"DJI",2004,6.25,17211.339603225,NA,24.3790050451662,1.70575,1.56217,1.56688104148056,39000000,0.952
"DJI",2005,75,15708.405695798,NA,40.5854575428213,2.73693,1.49844,2.98198530667017,22000000,1.217
"DJI",2006,681.25,14026.5049657189,NA,27.1529362198931,6.88921,1.43316,3.38647811466058,110000000,0.901
"DJI",2007,5756.25,12077.6128115525,NA,31.1812909101869,9.86162,1.36276,4.65839453007154,200000000,0.877
"DJI",2008,31.25,15157.410223314,NA,28.7428588682003,25.0784,1.34481,3.27712709533585,230000000,0.314
"DJI",2009,812.5,12520.6901501067,0.431308,31.5115336721417,6.65597,1.39391,1.03754058355648,97000000,1.418
"DJI",2010,43.75,15453.6190964756,NA,27.1391624922315,3.76382,1.48371,4.31115417276157,37000000,1.047
"DJI",2011,12.5,19359.6256902151,NA,22.2697199254703,8.1556,1.59131,2.53036015356239,79000000,0.916
"DJI",2012,0,15380.8067558911,NA,22.5125127262232,4.47563,1.68025,1.3159768623413,110000000,0.852083760149925
"DJI",2013,0,4028.43,NA,156.538,-0.806988,1.7312,6.52910088007589,290000000,1.293
"DJI",2014,0,4238.94,NA,158.374,0.355682,1.72967,7.06154,150000000,1.178
"DJI",2015,0,4488.8,NA,141.458,3.22643,1.68713,7.69609,140000000,1.696
"DJI",2016,12.5,4709.52,NA,100.62,6.03783,1.64063,6.65265,160000000,1.496
"DJI",2017,0,4885.21,NA,147.828,1.99086,1.59974,5.4031,160000000,1.77
"DJI",2018,0,5214.07,NA,149.178,0.2207,1.55787,8.40766,170000000,1.199
"DOM",2008,8562.5,11980.8,17.2848,23.9067,15.7949,1.26855,3.2095,2700000000,0.622
"DOM",2009,2337.5,11944.3,23.8556,21.0309,3.46673,1.24675,0.946155,1700000000,0.738
"DOM",2010,2225,12782.5,27.5196,22.6758,4.18782,1.22855,8.33965,1800000000,1.269
"DOM",2011,1618.75,13024.3,24.5116,24.187,5.46984,1.2108,3.13342,2200000000,0.629
"DOM",2012,1375,13219.7,23.1324,24.5832,5.03615,1.19224,2.71737,3400000000,0.83
"DOM",2013,2193.75,13702.3,21.9951,25.1672,4.67181,1.17434,4.87521,1600000000,1.059
"DOM",2014,3762.5,14499.6,22.3027,25.1514,3.9032,1.15723,7.05046,2400000000,1.039
"DOM",2015,13581.3,15328.4,23.7649,23.7616,6.72277,1.13948,6.92702,2200000000,1.349
"DOM",2016,1856.25,16166.6,23.1585,23.9094,2.25687,1.12251,6.6592,2500000000,1.397
"DOM",2017,6356.25,16735.4,22.8995,23.6821,2.33342,1.10349,4.6667,3600000000,1.108
"DOM",2018,9025,17711.8,23.2247,23.5514,3.62923,1.07886,6.98253,2700000000,1.274
"DOM",2004,1550,9533.32,12.1204,41.1475,73.3601,1.39277,2.57013,930000000,0.761
"DOM",2005,3506.25,10291.3,12.0696,28.3311,-2.30912,1.35925,9.42824,1100000000,1
"DOM",2006,2268.75,11087.5,14.4795,28.2249,3.28012,1.32585,9.17436,1500000000,0.942
"DOM",2007,4318.75,11756.5,14.5561,26.762,4.19922,1.29518,7.41595,2300000000,1.193
"DZA",2004,2268.75,10058.4,0.19362,40.0532,4.72726,1.31781,4.3,880000000,0.964
"DZA",2005,1093.75,10504.8,0.153083,47.2052,-3.14347,1.38992,5.9,1200000000,1.238
"DZA",2006,506.25,10527.4,0.160468,48.8107,4.30583,1.47115,1.7,1800000000,1.373
"DZA",2007,1531.25,10717.8,0.163014,47.0682,6.34937,1.55138,3.4,1700000000,1.198
"DZA",2008,3606.25,10796.9,0.160305,47.9733,7.5889,1.63617,2.4,2600000000,1.164
"DZA",2009,26356.3,10782.3,0.257258,35.3717,8.21648,1.72211,1.6,2700000000,0.927
"DZA",2010,75,10970.7,0.560649,38.4445,4.33753,1.805,3.6,2300000000,2.249
"DZA",2011,681.25,11078.2,0.488433,38.7881,4.22262,1.88331,2.9,2600000000,1.39
"DZA",2012,681.25,11233.5,0.445065,36.8905,12.2201,1.95146,3.4,1500000000,1.128
"DZA",2013,43.75,11319.1,0.61428,33.2099,3.27263,2.0027,2.8,1700000000,1.173
"DZA",2014,618.75,11512.7,0.539747,30.4877,3.90714,2.03359,3.8,1500000000,1.676
"DZA",2015,500,11697,0.681904,23.1718,4.76502,2.04537,3.7,-540000000,1.101
"DZA",2016,2518.75,11826.2,1.10285,20.8725,3.40862,2.05135,3.2,1600000000,1.736
"DZA",2017,12806.3,11737.4,1.00118,22.6322,5.0405,2.04491,1.3,1200000000,1.498
"DZA",2018,443.75,11630.7,NA,25.8612,3.39944,2.0074,1.1,1500000000,1.211
"ECU",2007,13493.8,9805.65,27.1165,31.9318,3.25906,1.67288,2.19006,190000000,0.641
"ECU",2017,23537.5,11617.9,50.0224,20.8328,0.500386,1.7685,2.36839,630000000,0.87
"ECU",2006,14212.5,9757.38,26.9593,30.3331,5.69257,1.67505,4.40353,270000000,0.624
"ECU",2016,43887.5,11551.6,51.4162,19.5048,2.54222,1.70687,-1.22638,760000000,1.268
"ECU",2014,21375,12078.5,33.8001,28.0519,4.52546,1.54371,3.78887,770000000,0.873
"ECU",2005,22775,9503.69,28.2231,27.6182,3.36901,1.67349,5.29131,490000000,0.657
"ECU",2013,17825,11818.6,30.5615,28.6383,1.8009,1.4969,4.94651,730000000,0.246
"ECU",2011,25837.5,10984.3,29.8199,31.1212,6.72066,1.53876,7.86814,650000000,0.471
"ECU",2008,14056.3,10257.4,25.2331,34.1636,16.8158,1.65919,6.35713,1100000000,0.516
"ECU",2018,7781.25,11561.7,46.4149,22.6047,-1.62078,1.76565,1.28929,1400000000,0.844
"ECU",2015,16887.5,11896.4,45.9906,21.2582,4.21247,1.61794,0.098873,1300000000,1.335
"ECU",2004,20756.3,9178.42,31.3664,24.5543,1.75821,1.6815,8.21102,840000000,0.668
"ECU",2012,26431.3,11431.4,28.0965,30.1648,5.81789,1.49892,5.64196,570000000,0.474
"ECU",2010,20893.8,10341,29.8936,27.895,4.8335,1.58941,3.5253,170000000,0.678
"ECU",2009,21418.8,10148.9,35.6905,25.2491,6.08237,1.62863,0.566492,310000000,0.843
"EGY",2008,412.5,9763.5,10.7297,33.043,23.9337,1.77869,7.15628,9500000000,0.879
"EGY",2009,506.25,10031,16.7803,24.9568,16.0561,1.86446,4.6736,6700000000,0.865
"EGY",2010,1262.5,10340.1,16.5421,21.3492,19.8611,1.98481,5.14723,6400000000,2.268
"EGY",2011,450,10302.4,14.2059,20.5674,15.7871,2.11378,1.76457,-480000000,0.553
"EGY",2012,306.25,10301.1,13.7284,16.397,9.26321,2.21474,2.2262,2800000000,0.871
"EGY",2013,781.25,10290.2,15.8995,17.0178,12.3734,2.26795,2.18547,4200000000,0.981
"EGY",2014,881.25,10353.7,16.7526,14.2441,12.431,2.25925,2.91591,4600000000,1.177
"EGY",2015,512.5,10570.4,20.6169,13.1838,10.6496,2.20703,4.37202,6900000000,1.124
"EGY",2016,712.5,10795.8,20.2488,10.3455,16.5634,2.14522,4.34664,8100000000,1.507
"EGY",2017,112.5,11014.5,17.6055,15.8184,38.895,2.09083,4.18122,7400000000,0.539
"EGY",2018,143.75,11366.3,15.7936,18.912,13.2919,2.03327,5.31412,8100000000,1.987
"EGY",2004,512.5,8184.07,9.7691,28.23,14.0011,1.83133,4.09207,1300000000,0.586
"EGY",2005,375,8397.03,8.75229,30.3435,0.920918,1.80572,4.47174,5400000000,0.466
"EGY",2006,437.5,8814.15,6.52907,29.9498,10.0606,1.77186,6.84384,10000000000,0.679
"EGY",2007,287.5,9274.98,7.87643,30.2497,13.0749,1.75169,7.08783,12000000000,0.556
"ERI",2004,0,1010.39935103536,NA,5.7754,19.6354801818902,4.46764,1.45174,24000000,1.173
"ERI",2005,0,-8465.52815571507,NA,6.16571,14.5698172242245,3.85317,2.57445,1400000,0.835
"ERI",2006,0,864.520168851858,NA,6.89951,-152.785395932672,3.18767,-0.969217,15000000,0.972
"ERI",2007,0,-689.786335532779,NA,5.77185,-57.7971271551446,2.64882,1.42682,7200000,0.28
"ERI",2008,18.75,1989.52352900568,NA,4.42876,-0.175611425389969,2.18654,-9.78303,39000000,1.127
"ERI",2009,0,693.013502666498,NA,4.52862,27.7671064167399,1.84837,3.8765,91000000,1.784
"ERI",2010,0,-10278.2522983582,NA,6.37838,163.505543159837,1.60621,2.19419,91000000,1.642
"ERI",2011,0,3406.41191010737,NA,18.1548,65.7895857676044,1.36372,8.6798,39000000,1.415
"ERI",2012,0,-5713.52996762707,NA,-12.4844085693294,395.721150043191,2.31911270831767,4.73942209998078,41000000,1.439
"ERI",2013,0,4891.7049987475,NA,20.3284107809066,-260.091546970544,1.84339719546651,6.62768019457845,44000000,1.191
"ERI",2014,0,5422.64320951498,NA,28.318673608513,21.0654176515199,2.17040881336308,3.8930258595327,47000000,0.902
"ERI",2015,0,565.631994196655,NA,-0.186826574083297,430.927507901316,2.43012039855232,2.86515309744428,49000000,1.771
"ERI",2016,0,-3687.96474411025,NA,6.12926572004721,31.1145193313824,1.8717409908073,5.26254156397987,52000000,1.028
"ERI",2017,0,-8496.75145558623,NA,-2.46572186043866,539.808394752991,2.40727549897323,2.43931644425433,55000000,1.349
"ERI",2018,0,7189.20866641793,NA,27.4608812284106,15.5847949601459,2.12818836388377,3.62374309686919,61000000,0.908
"ETH",2013,10137.5,1545.18,73.1015,12.4841,5.83612,2.82701,10.5823,1300000000,1.244
"ETH",2005,19243.8,862.355,75.7602,14.0628417467182,12.8054,2.79832,11.8188,270000000,1.165
"ETH",2014,51112.5,1656.63,79.3867,11.6416,5.45806,2.79992,10.2575,1900000000,1.201
"ETH",2004,3437.5,793.094,66.7018,34.1132056351468,3.39966,2.8264,13.5726,550000000,0.878
"ETH",2007,3393.75,1008.14,58.2574,31.267160190742,21.8478,2.74595,11.4562,220000000,0.893
"ETH",2012,95837.5,1437.38,76.2727,13.7673,29.3707,2.82963,8.64781,280000000,1.078
"ETH",2008,141250,1086.7,66.4981,9.38283349447997,59.071,2.74103,10.7885,110000000,0.808
"ETH",2016,10725,1894.9,83.6514,7.81208,6.66012,2.70807,9.43348,4100000000,1.565
"ETH",2011,36993.8,1360.94,74.6578,16.6869,38.9669,2.81261,11.1783,630000000,1.15
"ETH",2009,4631.25,1150.21,71.144,20.402731778551,7.06841,2.75686,8.80255,220000000,1.369
"ETH",2010,33637.5,1259.02,68.0426,8.95369205168211,1.49463,2.78376,12.5505,290000000,1.29
"ETH",2006,37056.3,929.694,70.8577,19.0591833612173,13.574,2.76814,10.8347,550000000,1.008
"ETH",2017,30843.8,2021.56,84.9352,7.62937,11.2841,2.66341,9.56419,4000000000,1.523
"ETH",2018,40725,2103.52,88.5156,8.37268,12.5852,2.61997,6.81615,3400000000,0.964
"ETH",2015,138956,1779.08,77.4803,9.36331,12.0526,2.75611,10.3925,2600000000,1.462
"FJI",2004,256.25,10630.5,46.3123,54.2008,4.83173,0.218612,5.3,250000000,0.574
"FJI",2005,1043.75,10656.1,59.741,54.0675,2.60934,0.45649,0.7,170000000,0.729
"FJI",2006,893.75,10771.4,63.8826,50.0817,1.72644,0.759397,1.85248,580000000,0.666
"FJI",2007,431.25,10573.6,65.6747,48.602,6.11825,0.999495,-0.850654,460000000,1.029
"FJI",2008,543.75,10566.9,67.665,53.2837,4.48561,1.0908,1.03279,680000000,0.601
"FJI",2009,1268.75,10319.4,66.9607,46.6106,3.38132,0.974703,-1.38604,310000000,0.38
"FJI",2010,1887.5,10547.9,54.451,57.4344,4.05288,0.721354,2.95467,180000000,0.961
"FJI",2011,225,10787.6,54.9706,59.2803,10.5819,0.421874,2.70514,220000000,0.933
"FJI",2012,368.75,10919.5,57.3133,61.1125,4.40137,0.18675,1.41131,280000000,0.615
"FJI",2013,1150,11429.3,58.8853,56.8738,3.53868,0.062057,4.73422,240000000,0.965
"FJI",2014,5187.5,12058,61.0934,52.3343,1.94912,0.097572,5.60351,380000000,0.753
"FJI",2015,3687.5,12569.1,58.9691,48.8368,4.76133,0.251862,4.5012,210000000,0.632
"FJI",2016,3668.75,12820.8,57.7055,46.6467,6.01646,0.433535,2.44565,390000000,1.109
"FJI",2017,3093.75,13429.3,65.5073,45.9843,-2.07997,0.577646,5.35336,390000000,1.152
"FJI",2018,1056.25,13846.1,57.8806,47.9131,3.52769,0.68486,3.81235,470000000,0.794
"GAB",2008,368.75,14378.5,0.412868,62.1997,5.38158,3.07423,-3.30843,690000000,0.854
"GAB",2009,2181.25,13934.9,0.755747,52.1717,5.19707,3.26426,0.130331,640000000,0.868
"GAB",2010,3518.75,14415.4,NA,57.6635,3.2632,3.45915,7.08989,520000000,0.979
"GAB",2011,7037.5,14883.5,NA,61.7444,4.06926,3.65632,7.09175,1100000000,0.568
"GAB",2012,2706.25,15082.7,NA,60.9503,5.69001,3.78858,5.25108,680000000,0.548
"GAB",2013,2731.25,15342.2,NA,57.3574,-0.368378,3.77941,5.6387,320000000,0.727
"GAB",2014,4468.75,15437.3,NA,44.5209,3.05724,3.60662,4.31496,1300000000,0.753
"GAB",2015,14156.3,15510,NA,46.032,2.86397,3.33525,3.8789,42000000,0.959
"GAB",2016,14806.3,15359.7,NA,44.0353,-0.078409,3.04364,2.09144,1200000000,1.353
"GAB",2017,5087.5,15006.8,NA,50.2268,-0.715937,2.79587,0.472642,1300000000,1.105
"GAB",2018,918.75,14743.7,NA,54.2991,3.65561,2.60349,0.837917,1400000000,0.809
"GAB",2004,1012.5,15767.2,1.24991,55.0392,-0.168014,2.53158,0.689543,310000000,0.816
"GAB",2005,900,15761.1,1.12411,60.0087,-0.666938,2.67928,2.6762,330000000,0.753
"GAB",2006,1618.75,14894.7,0.838987,60.5718,3.62776,2.80758,-2.80658,270000000,0.741
"GAB",2007,350,15334.7,0.636209,58.5286,4.208,2.92306,6.00811,650000000,0.938
"GHA",2006,6887.5,3290.06,41.9422,25.1921,9.93069,2.55439,6.39991,640000000,1.062
"GHA",2008,4581.25,3558.79,34.9151,25.0295,15.0954,2.57876,9.1498,2700000000,0.805
"GHA",2017,8931.25,5115.91,23.8521,33.8769,7.27245,2.2205,8.12889,3300000000,1.569
"GHA",2004,912.5,3071.81,52.0139,39.3033,18.1013,2.4846,5.6,140000000,0.816
"GHA",2005,7618.75,3172.17,37.1333,36.4492,13.6177,2.51746,5.9,140000000,1.043
"GHA",2009,5456.25,3637.48,25.5868,29.2919,15.7879,2.54382,4.84449,2400000000,0.99
"GHA",2012,50143.8,4548.58,16.6767,40.3592,2.37712,2.36948,9.29279,3300000000,0.712
"GHA",2018,5818.75,5315.25,26.0574,33.4549,7.82848,2.19285,6.20008,3000000000,1.237
"GHA",2014,12518.8,4794.15,26.9518,28.2319,6.80416,2.29181,2.85624,3400000000,0.988
"GHA",2013,37650,4769.07,18.3996,25.4408,7.28864,2.32383,7.31252,3200000000,0.937
"GHA",2007,11743.8,3345.64,36.7226,24.5251,9.4571,2.57999,4.34682,1400000000,1.022
"GHA",2016,18437.5,4837.54,29.9768,31.1932,8.63691,2.24661,3.37347,3500000000,1.45
"GHA",2015,31600,4785.99,34.7619,33.8317,7.48018,2.26878,2.12076,3200000000,1.328
"GHA",2010,8287.5,3828.42,21.6256,29.4767,6.12417,2.48701,7.89971,2500000000,1.39
"GHA",2011,20687.5,4261.62,20.2034,36.9366,4.04405,2.4244,14.0471,3200000000,0.992
"GIN",2018,5506.25,2499.71,NA,40.2071,13.3552,2.83312,6.35849,350000000,1.296
"GIN",2010,14762.5,1870.8,NA,30.3412,20.2607,2.25938,4.81336,0,1.252
"GIN",2013,9943.75,2035.32,1.81144,26.4706,12.5939,2.23533,3.94568,190000,1.062
"GIN",2015,56881.3,2087.94,4.50364,21.4969,13.4326,2.48983,3.82592,53000000,1.297
"GIN",2004,2306.25,1778.05,2.76483,24.626,22.8717,1.95304,2.34012,98000000,1.064
"GIN",2012,86162.5,2002.32,NA,33.1374,15.5355,2.19796,5.91529,610000000,0.473
"GIN",2005,3512.5,1794.38,9.19823,34.7857,31.4789,2.03892,2.99727,110000000,1.225
"GIN",2007,43131.3,1856.26,3.25503,23.551,26.2394,2.23894,6.81747,390000000,1.008
"GIN",2006,6100,1777.13,10.9667,23.8243,36.983,2.14849,1.18961,130000000,1.141
"GIN",2011,9943.75,1932.51,NA,32.6022,28.0017,2.21515,5.61211,960000000,1.043
"GIN",2017,6187.5,2417.8,NA,44.6603,13.5923,2.76488,10.3,580000000,1.662
"GIN",2016,43518.8,2253.48,4.3259,29.3715,11.461,2.64436,10.8206,1600000000,1.312
"GIN",2009,10675,1825.67,NA,22.5158,6.97009,2.29083,-1.12264,91000000,0.848
"GIN",2008,16087.5,1889.19,1.69275,21.6405,24.5803,2.2916,4.13301,380000000,1.089
