"iso3","year","df_ha","gdp_perc","food_exports","exports_gdp","food_infl","pop_growth","gdp_growth","foreing_invest","tmp_change"
"GIN",2014,21637.5,2061.69,3.3619,26.6885,7.60934,2.34225,3.69654,-74000000,1.019
"GMB",2004,87.5,2341.17,96.1882,20.5948,16.9225,3.16333,7.05,56000000,1.224
"GMB",2005,356.25,2216.19,96.7341,19.9033,6.11865,3.10662,-2.35173,54000000,1.542
"GMB",2006,75,2137.82,94.1447,21.0347,1.84797,3.04305,-0.555581,82000000,1.276
"GMB",2007,2031.25,2137.86,93.8533,18.033,7.90313,2.99606,3.04325,78000000,1.155
"GMB",2008,756.25,2205.11,75.1737,14.4752,6.0145,2.97048,6.25591,71000000,1.446
"GMB",2009,50,2283.19,81.288,15.7461,5.39318,2.97372,6.66572,39000000,0.745
"GMB",2010,112.5,2346.72,88.9757,14.6678,6.61438,2.99569,5.90834,37000000,1.377
"GMB",2011,150,2091.83,83.2179,16.8594,6.42026,3.01796,-8.13044,36000000,1.107
"GMB",2012,312.5,2135.74,54.0891,19.8417,5.04,3.03117,5.24157,41000000,0.963
"GMB",2013,37.5,2131.44,91.912,18.9792,6.71152,3.0342,2.87277,68000000,1.081
"GMB",2014,0,2038.8,49.4441,21.8369,6.78566,3.02595,-1.40738,23000000,1.312
"GMB",2015,618.75,2058.66,82.4692,19.5963,8.2754,3.00872,4.05807,72000000,1.351
"GMB",2016,37.5,2036.88,86.8559,15.9115,8.23281,2.98837,1.94336,70000000,1.808
"GMB",2017,0,2072.65,73.3902,16.7895,8.71636,2.96907,4.82261,64000000,1.942
"GMB",2018,0,2158.08,86.2427,21.7264,6.33501,2.94601,7.23489,82000000,1.208
"GNB",2008,587.5,1700.29,NA,19.8506,12.4073,2.47634,3.20357,6600000,1.366
"GNB",2009,225,1713.76,NA,18.8493,-2.1242,2.5239,3.36897,19000000,0.784
"GNB",2010,393.75,1747.24,NA,14.9061,1.94616,2.57341,4.61097,26000000,1.309
"GNB",2011,181.25,1839.69,NA,25.674,7.42887,2.61831,8.08478,25000000,1.083
"GNB",2012,3987.5,1760.88,NA,15.4752,2.99488,2.65074,-1.71268,6600000,0.796
"GNB",2013,50,1770.48,NA,18.2572,0.787508,2.66077,3.2559,20000000,1.094
"GNB",2014,6.25,1740.9,NA,20.2074,-1.26047,2.64476,0.964561,29000000,1.399
"GNB",2015,33025,1800.06,NA,27.543,3.12902,2.61115,6.13408,19000000,1.388
"GNB",2016,212.5,1864.26,NA,26.5081,2.50903,2.57012,6.26281,14000000,1.749
"GNB",2017,12.5,1925.24,NA,27.774,-0.228368,2.53225,5.91918,16000000,1.88
"GNB",2018,25,1901.93,NA,25.2761,0.75693,2.49351,1.28374,21000000,1.314
"GNB",2004,0,1647.58,98.7948,18.4599,0.989405,2.32567,2.7614,1900000,1.19
"GNB",2005,143.75,1677.71,98.66,16.1497,3.72224,2.36535,4.2661,8700000,1.423
"GNB",2006,162.5,1675.77,NA,12.8487,0.47792,2.39871,2.30936,18000000,1.223
"GNB",2007,3350,1688.81,NA,20.191,5.86097,2.43551,3.26296,19000000,1.058
"GNQ",2004,737.5,29004.2,NA,82.2506342398181,5.30164,4.31509,37.9987,340000000,0.849
"GNQ",2005,675,32390.2,NA,87.4174,5.58808,4.44376,16.7487,770000000,0.87
"GNQ",2006,1962.5,33330.9,NA,82.3257,6.35451,4.55966,7.70492,470000000,0.73
"GNQ",2007,1687.5,36685.3,NA,88.6213,6.74177,4.63194,15.2821,1200000000,0.906
"GNQ",2008,1387.5,41249.5,NA,89.2243,7.18282,4.65492,17.7991,-790000000,0.775
"GNQ",2009,4937.5,39914.2,NA,74.3422,6.70129,4.62513,1.34336,1600000000,0.891
"GNQ",2010,4900,34732.2,NA,85.7584,6.02307,4.5586,-8.92418,2700000000,0.996
"GNQ",2011,9787.5,35377.7,NA,75.0953,7.09246,4.47845,6.52392,2000000000,0.662
"GNQ",2012,5600,36671.4,NA,71.905,3.96515,4.39405,8.31287,990000000,0.599
"GNQ",2013,5612.5,33678.7,NA,67.6533,4.61059,4.29188,-4.1332,580000000,0.757
"GNQ",2014,3918.75,32436.6,NA,65.9633,4.44378,4.17228,0.415066,170000000,0.823
"GNQ",2015,5700,28313.4,NA,56.6585,1.47735,4.0429,-9.11004,230000000,0.801
"GNQ",2016,5137.5,24827,NA,51.4128,-4.05151,3.9108,-8.81642,54000000,1.371
"GNQ",2017,1243.75,22551,NA,58.8631,1.60567,3.78111,-5.6675,300000000,1.184
"GNQ",2018,231.25,20386,NA,59.6145,1.00005,3.65334,-6.23655,400000000,0.571
"GRD",2004,0,12614.8,81.4194,33.4559768691405,3.30126,0.329256,-0.64745,65000000,0.428
"GRD",2005,12.5,14247,80.3093,40.7877264965837,4.11114,0.298559,13.2762,70000000,0.934
"GRD",2006,6.25,13641.3,73.7043,40.6263268598094,5.64556,0.267181,-3.99533,90000000,0.633
"GRD",2007,12.5,14442.9,43.1443,51.3379009418428,6.6441,0.233199,6.12345,160000000,0.578
"GRD",2008,50,14541.9,58.4138,49.706879284329,14.4349,0.26016,0.947543,130000000,0.428
"GRD",2009,0,13537.8,NA,40.1343522988094,1.69692,0.312435,-6.61328,100000000,0.451
"GRD",2010,556.25,13412.8,82.924,42.2962661235329,3.34498,0.415068,-0.511263,60000000,1.167
"GRD",2011,0,13444.6,86.4327,57.7561663506581,4.42924,0.524852,0.764977,43000000,0.654
"GRD",2012,0,13207,82.1115,49.7169438668678,3.02837,0.62174,-1.15514,31000000,0.568
"GRD",2013,0,13427.6,79.7564,39.4298044058846,0.902874,0.667832,2.35142,75000000,0.807
"GRD",2014,43.75,14317.3,75.6321,60.6928414629183,0.818608,0.670748,7.34408,110000000,0.685
"GRD",2015,0,15142.1,80.1855,56.8728780289332,1.04613,0.643472,6.44314,160000000,0.916
"GRD",2016,0,15614.3,71.7939,59.7275085649018,-2.33588,0.600367,3.73965,110000000,0.97
"GRD",2017,68.75,16217.5,80.4853,58.9864968820506,0.538429,0.5526,4.43868,160000000,0.974
"GRD",2018,0,16827.5,69.9703,57.2473970744953,1.20739,0.517267,4.29941,180000000,0.629
"GTM",2015,11387.5,8125.66,42.7639,19.8299,9.31947,1.69147,4.09217,1200000000,1.262
"GTM",2018,6931.25,8462.17,47.3058,18.199,7.28886,1.60039,3.3221,920000000,0.835
"GTM",2014,12443.8,7939.37,42.3465,21.7444,7.45131,1.72876,4.44398,1400000000,0.74
"GTM",2010,26200,7335.99,42.0383,26.2255,12.2712,1.83656,2.88418,1100000000,0.764
"GTM",2008,21181.3,7365.28,37.6746,25.1243,12.7991,1.92745,3.29352,730000000,0.337
"GTM",2016,5481.25,8206.05,44.9422,18.7531,9.96694,1.65807,2.6778,850000000,1.426
"GTM",2013,31931.3,7734.12,43.8081,21.9982,8.37834,1.75717,3.69482,1500000000,0.733
"GTM",2009,31131.3,7262.5,44.2776,24.3678,13.9912,1.88106,0.476898,500000000,0.952
"GTM",2017,24300,8322.22,47.6373,18.495,8.87334,1.62765,3.07985,1000000000,1.056
"GTM",2005,31881.3,6753.68,33.8221,25.4549,11.9126,2.07717,3.27603,540000000,0.936
"GTM",2012,17031.3,7590.76,44.0943,25.2671,7.22221,1.7775,2.97471,1400000000,0.615
"GTM",2011,25425,7503.67,40.5419,27.0677,13.1321,1.81949,4.16391,880000000,0.585
"GTM",2007,18831.3,7269.21,37.3271,25.9805,8.65734,1.97596,6.33772,860000000,0.735
"GTM",2004,3637.5,6676.7,45.2311,27.4194,8.24715,2.12599,3.13792,320000000,0.74
"GTM",2006,5087.5,6972.38,49.7989,25.3398,9.79356,2.02623,5.3514,640000000,0.713
"GUY",2004,1050,8128.42,42.4277,95.5627,-69.5639677215433,0.079819,1.56335,30000000,0.894
"GUY",2005,2362.5,7965.37,54.8487,84.6229,-53.9447199065407,0.05617,-1.95096,77000000,1.138
"GUY",2006,3462.5,8371.95,51.5716,42.971975324831,192.197409691077,0.023987,5.12961,100000000,0.81
"GUY",2007,4625,8972.29,44.355,59.7514515412561,49.2664778442746,0.019024,7.19124,150000000,0.826
"GUY",2008,8193.75,9112.26,45.6665,65.844855135515,-122.018443561497,0.045269,1.606,180000000,0.489
"GUY",2009,7118.75,9454.07,43.4586,45.8755733285081,155.574682702173,0.12084,3.87653,160000000,1.05
"GUY",2010,19143.8,9788.85,39.7971,51.0072187222782,-14.6774720786256,0.228702,3.7782,200000000,0.919
"GUY",2011,12081.3,10275.9,36.6627,52.8328238002001,139.854405262488,0.346197,5.33938,250000000,0.744
"GUY",2012,9062.5,10780.9,29.2989,65.7831817209595,-141.208510417082,0.445664,5.38362,280000000,0.836
"GUY",2013,48737.5,11117.5,37.5081,67.3726259869406,-91.2244069802196,0.514041,3.6535,200000000,0.901
"GUY",2014,8300,11244.4,41.1948,58.1920560088425,-57.7600151368709,0.537222,1.68603,240000000,1.08
"GUY",2015,9462.5,11261.8,40.502,50.9394997566615,0.10857549373911,0.530703,0.687521,140000000,1.319
"GUY",2016,10512.5,11631.1,32.505,57.985468900611,-16.5845668375696,0.51079,3.80792,160000000,1.5
"GUY",2017,6487.5,12005.4,33.3675,60.867095671549,85.6918026498098,0.49852,3.73437,330000000,1.249
"GUY",2018,3493.75,12477.6,29.3606,54.5872076609682,-79.1430621999167,0.487575,4.44101,1200000000,1.215
"HKG",2004,12.5,40862.7,2.10156,167.776,-0.161474,0.779919,8.70007,22000000000,0.632
"HKG",2005,0,43690.4,2.10377,177.453,2.57042,0.436871,7.38818,41000000000,0.707
"HKG",2006,0,46463.6,1.95511,185.185,2.52797,0.642271,7.03261,45000000000,0.888
"HKG",2007,12.5,49043.9,2.65564,186.412,7.05735,0.859633,6.4648,62000000000,1
"HKG",2008,6.25,49788.8,2.90845,193.415,16.9113,0.598239,2.12792,67000000000,0.401
"HKG",2009,0,48460,3.04987,178.135,1.05968,0.215353,-2.45914,54000000000,0.939
"HKG",2010,0,51361,4.0856,205.323,3.47903,0.734446,6.76767,83000000000,0.431
"HKG",2011,0,53473,4.14165,212.852,9.86627,0.672543,4.81468,96000000000,0.395
"HKG",2012,0,53785.2,3.51609,215.85,6.57642,1.10396,1.70033,75000000000,0.58
"HKG",2013,0,55230.9,4.22345,221.61,4.35883,0.401983,3.10155,77000000000,0.818
"HKG",2014,18.75,56359.3,5.82427,213.09,3.56933,0.702371,2.76238,130000000000,0.725
"HKG",2015,0,57215.9,7.4874,195.898,3.27916,0.851198,2.3878,180000000000,1.221
"HKG",2016,87.5,58096.3,3.74624,187.017,3.61432,0.619366,2.16949,130000000000,0.819
"HKG",2017,31.25,59849.3,2.09193,188.919,1.12797,0.748223,3.79101,130000000000,1.389
"HKG",2018,56.25,61062.9,2.1447,188.36,4.33007,0.79905,2.84645,97000000000,1.234
"HND",2018,2437.5,5680.36,59.9319,41.4548,3.53434,1.66708,3.84499,1400000000,0.698
"HND",2013,29418.8,5113.46,NA,47.9415,5.06385,1.81013,2.79156,1100000000,0.917
"HND",2014,55175,5177.42,52.7578,47.5627,6.70818,1.76927,3.05808,1700000000,0.663
"HND",2017,4768.75,5561.99,62.8026,43.0939,1.584,1.69227,4.84291,950000000,1.049
"HND",2015,24600,5283.42,59.1976,45.1668,3.28467,1.74147,3.84008,1300000000,1.126
"HND",2012,18831.3,5065.46,54.4855,50.9028,3.01261,1.86932,4.12869,1100000000,0.636
"HND",2008,26312.5,5011.61,NA,51.3253,17.1516,2.18426,4.2316,1200000000,0.579
"HND",2011,85643.8,4956.4,64.8906,51.2577,6.19149,1.94317,3.83569,1000000000,0.743
"HND",2006,19631.3,4733.55,57.3989,56.0546,4.25276,2.32317,6.56724,720000000,0.65
"HND",2010,30068.8,4866.97,54.1106,45.7589,1.8895,2.02441,3.73114,610000000,0.81
"HND",2009,31043.8,4787.86,55.2592,39.5303,3.92772,2.10556,-2.43163,490000000,0.82
"HND",2007,18625,4914.32,52.1207,53.509,9.52406,2.25648,6.18833,970000000,0.796
"HND",2016,44368.8,5395.61,60.8039,42.7141,0.971879,1.71776,3.89297,1100000000,1.39
"HND",2005,28650,4546.24,64.4969,59.0058,10.0833,2.38825,6.0506,600000000,0.99
"HND",2004,3468.75,4390.47,62.7791,58.423,6.75278,2.45515,6.2323,590000000,0.536
"HTI",2008,362.5,2994.77,NA,8.74757,21.7126,1.58017,2.65803,30000000,0.609
"HTI",2009,493.75,3122.15,NA,8.91612,-0.965782,1.55806,5.89038,55000000,0.826
"HTI",2010,87.5,2900.91,NA,8.57029,3.22742,1.5321,-5.65151,180000000,1.277
"HTI",2011,62.5,3003.22,NA,10.1748,7.34479,1.50631,5.09821,120000000,0.557
"HTI",2012,75,2973.97,NA,9.65509,5.27532,1.48005,0.502424,160000000,0.86
"HTI",2013,81.25,3057.92,NA,10.5144,5.69548,1.45028,4.32478,160000000,1.183
"HTI",2014,318.75,3066.85,NA,10.9788,2.63537,1.41613,1.72257,99000000,1.45
"HTI",2015,125,3102.34,NA,11.783,6.98014,1.37951,2.56251,110000000,1.521
"HTI",2016,737.5,3116.49,NA,11.534,12.9582,1.3414,1.81247,100000000,1.428
"HTI",2017,3381.25,3153.3,NA,11.0697,11.0949,1.30502,2.51027,370000000,1.302
"HTI",2018,681.25,3165.3,NA,10.8162,13.7994,1.27405,1.66781,110000000,1.488
"HTI",2004,225,2832.08,NA,8.58861,21.1176,1.63789,-1.31786,5900000,0.834
"HTI",2005,1762.5,2872.03,NA,8.42239,12.86,1.6249,3.07217,26000000,1.086
"HTI",2006,168.75,2876.07,NA,9.16592,10.7847,1.6127,1.76875,160000000,0.904
"HTI",2007,93.75,2963.69,NA,8.18251,6.47534,1.59824,4.70653,75000000,1.101
"IDN",2017,915163,10935.6,23.1837,20.1773,2.14284,1.1762,5.06979,21000000000,0.943
"IDN",2018,536975,11371.7,20.4488,21.0027,4.24136,1.13451,5.17429,19000000000,0.868
"IDN",2004,545163,6423.72,12.2533,32.2167,5.92922,1.34187,5.03087,1900000000,0.544
"IDN",2006,1200000,6974.45,11.6223,31.0347,14.9935,1.32958,5.50095,4900000000,0.403
"IDN",2013,1300000,9457.02,17.4957,23.9236,11.7998,1.34077,5.55726,23000000000,0.734
"IDN",2007,1200000,7319.43,14.6193,29.4357,10.9697,1.32383,6.34502,6900000000,0.444
"IDN",2010,928900,8286.73,16.2439,24.299,9.39128,1.33778,6.22385,15000000000,0.759
"IDN",2009,1200000,7906.26,17.1639,24.1591,7.10887,1.32922,4.62887,4900000000,0.557
"IDN",2005,708225,6699.27,11.6589,34.0673,10.2893,1.3363,5.69257,8300000000,0.701
"IDN",2012,1500000,9080.07,17.7295,24.5944,5.86471,1.3517,6.03005,21000000000,0.411
"IDN",2016,1700000,10531.1,22.2767,19.089,7.26224,1.22059,5.03307,4500000000,1.448
"IDN",2015,2600000,10149.6,21.4518,21.1602,7.18306,1.26783,4.87632,20000000000,0.774
"IDN",2008,890806,7657.59,17.581,29.8083,16.9459,1.32333,6.0137,9300000000,0.239
"IDN",2011,1300000,8680.21,16.1503,26.3274,8.72215,1.3479,6.16978,21000000000,0.331
"IDN",2014,1600000,9801.17,20.1034,23.666,6.88168,1.31095,5.00667,25000000000,0.749
"IND",2005,22718.8,3245.3,8.96985,19.6052,6.05837,1.57971,7.92343,7300000000,0.545
"IND",2004,21512.5,3054.92,10.3887,17.8591,6.4591,1.61531,7.92294,5400000000,0.533
"IND",2012,33231.3,4583.17,10.5448,24.5344,9.2437,1.23148,5.45639,24000000000,0.486
"IND",2014,28037.5,5116.63,11.338,22.968,7.18347,1.14567,7.41023,35000000000,0.522
"IND",2018,16262.5,6518.85,10.501,19.9412,1.7136,1.03783,6.53299,42000000000,0.884
"IND",2016,45775,5851.4,11.1636,19.1582,5.3733,1.09046,8.25631,44000000000,1.074
"IND",2006,19875,3453.11,8.55626,21.2679,5.66117,1.5457,8.06073,20000000000,0.625
"IND",2009,50606.3,3956.36,7.97883,20.4005,5.04681,1.41058,7.86189,36000000000,1.131
"IND",2017,59912.5,6182.92,11.6772,18.7918,1.82221,1.06336,6.79538,40000000000,0.982
"IND",2015,10637.5,5464.39,11.33,19.8132,5.28422,1.1169,7.99625,44000000000,0.68
"IND",2013,26650,4818.52,11.1192,25.4309,12.8313,1.1829,6.38611,28000000000,0.434
"IND",2011,16418.8,4399.89,8.9586,24.5404,3.4811,1.28851,5.24131,36000000000,0.336
"IND",2007,13912.5,3661.96,9.18976,20.7997,5.39559,1.50922,7.66082,25000000000,0.579
"IND",2010,21925,4234.98,8.25713,22.4009,4.84348,1.35034,8.49758,27000000000,1.113
"IND",2008,6050,3720.09,9.94992,24.0974,5.17994,1.46489,3.0867,43000000000,0.237
"ISR",2004,137.5,29328.7,0.996966,39.0918,-0.645344,1.76762,4.91502,2900000000,0.622
"ISR",2005,675,30014.6,2.5101,40.7365,1.70136,1.7629,4.15881,4800000000,0.26
"ISR",2006,306.25,31192.2,2.42351,40.7615,5.09675,1.76781,5.77682,14000000000,0.649
"ISR",2007,206.25,32512.9,2.74239,40.4212,4.11707,1.7761,6.10187,8800000000,0.582
"ISR",2008,512.5,33045.1,2.79888,38.3682,12.2779,1.77658,3.45886,10000000000,0.788
"ISR",2009,412.5,32633.4,3.48126,33.1221,1.08996,2.39021,1.14297,4600000000,0.89
"ISR",2010,162.5,33864.2,3.13554,34.6664,2.43402,1.82675,5.68471,7000000000,2.385
"ISR",2011,493.75,35086.7,2.99511,35.2723,3.43496,1.84808,5.54259,8700000000,0.643
"ISR",2012,237.5,35417.3,3.2469,35.8893,0.565303,1.84615,2.823,9000000000,1.101
"ISR",2013,450,36423.2,3.2506,33.6162,5.21215,1.86605,4.7772,12000000000,1.186
"ISR",2014,287.5,37204.5,3.068,32.1814,-1.33741,1.91954,4.12475,6000000000,0.946
"ISR",2015,531.25,37306.1,2.82858,31.4824,0.064054,1.98129,2.27968,11000000000,1.412
"ISR",2016,375,38214.5,2.87137,30.1855,-1.22255,1.96035,4.46275,12000000000,1.701
"ISR",2017,31.25,39121.3,3.12066,29.4458,0.029129,1.93873,4.37704,17000000000,0.82
"ISR",2018,31.25,39903.4,2.97956,29.998,0.940573,1.92662,3.98342,22000000000,2.089
"JAM",2012,556.25,9433.85,22.2552,30.1837,10.7793,0.571485,-0.613636,410000000,0.489
"JAM",2013,893.75,9427.68,21.2864,30.5759,12.5996,0.581741,0.517686,540000000,0.754
"JAM",2014,856.25,9438.48,22.0895,31.2546,8.55199,0.572985,0.689822,580000000,0.973
"JAM",2015,9868.75,9473.11,18.4867,29.9217,7.75289,0.551044,0.921487,920000000,1.07
"JAM",2016,600,9553.1,27.8588,31.8134,4.08892,0.525007,1.37522,930000000,1.257
"JAM",2017,1431.25,9600.1,27.0821,34.6571,4.45721,0.501315,0.997123,890000000,0.978
"JAM",2018,443.75,9734.86,17.2743,38.5638,4.09486,0.478338,1.88992,770000000,1.185
"JAM",2008,581.25,10113.2,14.7264,41.9433,30.7081,0.491524,-0.811737,1400000000,0.329
"JAM",2009,831.25,9625.38,27.0728,34.4796,13.2879,0.500924,-4.3453,490000000,0.594
"JAM",2010,1262.5,9435.76,24.5399,31.3353,10.0809,0.521735,-1.45715,190000000,1.002
"JAM",2011,375,9546.49,22.0018,30.3686,7.71014,0.548863,1.73038,170000000,0.354
"JAM",2006,1356.25,10152.2,16.8217,40.1315,6.37217,0.52468,2.89913,840000000,0.811
"JAM",2007,481.25,10246.2,15.7047,39.7287,11.8888,0.500305,1.43195,810000000,0.719
"JAM",2004,2825,9884.24,22.6263,37.544,14.312,0.573343,1.32373,560000000,0.735
"JAM",2005,4743.75,9918.05,17.4937,35.2732,19.5055,0.548325,0.893798,640000000,0.823
"KEN",2004,1206.25,3229.22,51.8857,26.6103,17.8365,2.72078,5.1043,46000000,0.656
"KEN",2005,925,3327.55,37.6442,28.509,16.5012,2.73925,5.90667,21000000,0.729
"KEN",2006,2856.25,3446.55,42.5797,22.9849,22.1152,2.75792,6.47249,51000000,0.734
"KEN",2007,337.5,3582.11,42.7507,21.919,17.9937,2.76855,6.85073,730000000,0.456
"KEN",2008,1112.5,3492.43,44.1453,22.6741,24.4365,2.76726,0.232283,96000000,0.727
"KEN",2009,10525,3510.03,43.7217,18.7749,22.6157,2.75085,3.30694,120000000,1.296
"KEN",2010,550,3691.01,46.8892,20.1244,5.72094,2.72259,8.05847,180000000,1.084
"KEN",2011,5368.75,3776.91,NA,21.5495,20.4079,2.69374,5.12111,1500000000,1.02
"KEN",2012,3106.25,3845.69,NA,19.8649,10.5293,2.66281,4.56868,1400000000,0.898
"KEN",2013,525,3888.57,45.4833,17.7922,7.29373,2.6186,3.79785,1100000000,0.805
"KEN",2014,4618.75,3980.59,NA,16.4728,8.72254,2.5594,5.02011,820000000,0.9
"KEN",2015,9843.75,4075.5,43.4873,15.1287,11.3683,2.49177,4.96772,620000000,1.013
"KEN",2016,14393.8,4145.64,44.8617,13.2497,10.0969,2.42082,4.21352,680000000,1.131
"KEN",2017,19500,4203.58,51.3088,12.7367,13.5087,2.35648,3.81551,1300000000,1.393
"KEN",2018,1818.75,4339,51.2184,12.542,1.40737,2.30574,5.6291,1600000000,0.527
"KHM",2005,117619,2120.55,0.914088,64.0847,9.58425,1.57089,13.2501,380000000,0.77
"KHM",2008,39600,2640.63,0.660354,65.5433,33.6282,1.47937,6.69158,820000000,0.467
"KHM",2009,62006.3,2603.58,0.780355,49.2208,-0.793712,1.49959,0.086697,930000000,0.442
"KHM",2006,28487.5,2313.34,0.607191,68.5932,7.81202,1.52782,10.7711,480000000,0.749
"KHM",2004,50418.8,1902.1,1.08782,63.6059,7.86286,1.62259,10.3405,130000000,0.617
"KHM",2010,167038,2716.7,1.4388,54.0828,4.34403,1.53915,5.96308,1400000000,1.212
"KHM",2017,79393.8,3928.37,4.77713,60.682,3.41693,1.53027,6.9969,2800000000,1.091
"KHM",2018,67556.3,4159.34,5.15407,61.5957,2.45474,1.49034,7.46917,3200000000,0.759
"KHM",2007,51637.5,2511.9,0.721845,65.326,13.7802,1.48946,10.2126,870000000,0.628
"KHM",2013,211969,3191.86,5.84088,62.3879,3.87049,1.64984,7.35667,2100000000,1.014
"KHM",2014,218794,3364.28,5.26718,62.6035,4.90525,1.63812,7.14257,1900000000,0.623
"KHM",2015,238094,3541.38,4.76986,61.7184,4.02601,1.60368,6.9658,1800000000,1.108
"KHM",2016,180550,3728.1,4.50896,61.2815,5.58777,1.56521,6.93331,2500000000,1.484
"KHM",2011,148075,2862.91,2.6378,54.0808,6.47413,1.58885,7.06957,1500000000,0.394
"KHM",2012,120419,3022.6,3.49194,57.8898,3.24373,1.63044,7.31335,2000000000,0.863
"LAO",2012,37150,5489.04,14.8337,37.8767,5.67735,1.51601,8.0261,620000000,0.998
"LAO",2009,41343.8,4542.18,NA,30.0831,2.24645,1.67267,7.50177,320000000,0.699
"LAO",2011,78918.8,5158.84,12.2846,40.3432,10.3744,1.56228,8.03865,300000000,0.171
"LAO",2008,29587.5,4296.48,NA,33.1541,10.9004,1.6959,7.8249,230000000,0.338
"LAO",2018,28187.5,7592.83,17.1747,36.8863881741243,1.23592,1.54795,6.24796,1400000000,0.894
"LAO",2010,73475,4850.18,24.3203,35.384,8.25744,1.62205,8.52691,280000000,1.405
"LAO",2014,38737.5,6193.34,17.3429,40.7545,6.9758,1.494,7.61196,870000000,0.758
"LAO",2013,36643.8,5841.88,14.1627,38.1731,12.5625,1.4905,8.0263,680000000,1.189
"LAO",2007,46112.5,4052.84,NA,33.6143,8.53708,1.67716,7.59683,320000000,0.656
"LAO",2006,27831.3,3830.4,NA,38.1551,9.07591,1.62794,8.61927,190000000,0.936
"LAO",2004,23793.8,3399.35,NA,24.9121,12.4823,1.52259,6.3577,17000000,0.491
"LAO",2015,92287.5,6543.67,21.0585,33.9523,4.54312,1.51557,7.27007,1100000000,1.413
"LAO",2005,33662.5,3584.32,NA,28.9637,13.7473,1.56788,7.10757,28000000,0.961
"LAO",2017,38918.8,7257.81,20.8154,39.3761735003086,-0.071175,1.55353,6.89253,1700000000,1.192
"LAO",2016,22587.5,6896.13,29.3358,33.2094,4.30334,1.54103,7.02284,940000000,1.44
"LBR",2008,512.5,1414.85,NA,33.7000836595573,25.0408,4.12949,7.14569,280000000,1.17
"LBR",2009,937.5,1431.79,NA,49.3900593314929,2.81713,3.97407,5.30054,130000000,1.377
"LBR",2010,225,1465.56,NA,40.2267305318685,7.31947,3.59016,6.09983,2100000000,1.395
"LBR",2011,1281.25,1535.98,NA,46.9212734420847,11.3221,3.18884,8.20077,2100000000,1.059
"LBR",2004,393.75,1219.41,NA,36.553879466001,7.76109,1.88648,2.61985,75000000,0.897
"LBR",2005,187.5,1250.92,NA,41.287318617657,10.9829,2.59577,5.28121,83000000,1.077
"LBR",2006,450,1306.44,NA,47.559301709315,8.50128,3.39399,8.04391,110000000,1.095
"LBR",2007,1406.25,1376.16,NA,39.2658633769981,18.8,3.90854,9.53528,130000000,1.022
"LBR",2012,6725,1611.35,NA,41.5694959446295,10.357,2.9001,7.99382,2300000000,0.847
"LBR",2013,1443.75,1704.88,NA,41.5438065972514,10.3528,2.68802,8.68729,2000000000,0.954
"LBR",2014,3362.5,1673.06,NA,29.5457327558751,8.98628,2.58316,0.701393,500000000,0.918
"LBR",2015,4450,1630.58,NA,46.2759597601932,10.3,2.55277,-0.018565,230000000,1.338
"LBR",2016,5718.75,1565.14,NA,29.3759371192169,7.85937,2.52931,-1.55496,310000000,1.54
"LBR",2017,1875,1564.2,NA,40.9342655489956,6.45145,2.48556,2.45516,250000000,1.572
"LBR",2018,1481.25,1543.97,NA,15.4687874347373,20.9074,2.45259,1.15758,130000000,1.345
"LBY",2004,56.25,18048.9,NA,63.756,-2.51328,1.58189,4.46163,360000000,0.684
"LBY",2005,50,19883.5,NA,63.7168,6.51032,1.53715,11.8707,1000000000,0.663
"LBY",2006,37.5,20858.5,NA,73.5597,7.85562,1.5106,6.50055,2100000000,0.745
"LBY",2007,225,21857.1,0.001862,72.699,15.269,1.48232,6.35232,4700000000,0.759
"LBY",2012,100,18806.8,NA,74.6225,-3.11435,0.611387,123.14,1400000000,0.699
"LBY",2013,100,16160.1,NA,70.4337,3.81073,0.548926,-13.6,700000000,1.151
"LBY",2014,81.25,12201.2,NA,47.0143,4.47365,0.657434,-24,0,1.211
"LBY",2015,6.25,11022.4,NA,39.9667,18.2438,0.88067,-8.86204,0,0.685
"LBY",2016,50,10592.4,0.242008,26.1384,30.3375,1.14397,-2.79547,0,1.587
"LBY",2017,143.75,13238,0.242008,49.9424,34.9121,1.35493,26.6809,0,0.265
"LBY",2018,162.5,15018,0.151545,56.9491,20.1265,1.47585,15.1328,0,1.646
"LBY",2008,25,22129.2,0.002577,72.5074,14.0663,1.39536,2.66736,4100000000,0.784
"LBY",2011,487.5,8479.95,NA,54.8294,16.2187,0.799853,-62.0759,0,0.782
"LBY",2010,156.25,22539.9,0.001942,65.605,2.88111,1.0328,5.02129,1800000000,1.988
"LBY",2009,187.5,21685,0.005876,59.236,3.16222,1.23431,-0.790142,1400000000,0.67
"LKA",2005,1075,6944.23,22.2301,32.3369,11.5853,0.810826,6.24175,270000000,0.916
"LKA",2013,4100,10990.1,26.4996,20.3204,7.96119,0.780301,3.39573,930000000,0.958
"LKA",2018,23918.8,12860.3,NA,23.0385,-0.106098,1.04839,3.272,1600000000,0.888
"LKA",2016,33625,12287.5,25.1289,21.174,3.143,1.10498,4.48663,900000000,1.441
"LKA",2004,1625,6589.46,20.6246,35.3309,9.02574,0.844926,5.44506,230000000,0.842
"LKA",2012,15062.5,10712.4,26.3608,19.8165,4.80266,0.129847,9.14457,940000000,1
"LKA",2006,2087.5,7419.41,22.4118,30.1285,8.8782,0.769552,7.66829,480000000,0.679
