"iso","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"PAK",2001,217.77039508557188944,81932.8329909873890965
"PAN",2001,18264.10740919910443900,9308668.217716363071610
"PER",2001,86013.86649075320605510,53299398.4352829901128303
"PHL",2001,35165.19170445453220815,19727134.405919853353404
"PLW",2001,52.11206111851319024,37618.886153872816729
"PNG",2001,36005.13509686907615703,25025430.927134597554519
"POL",2001,19066.102075186504205310,5555505.7945675921823376
"PRI",2001,1252.36223113046387277,523971.153357659263825
"PRK",2001,11945.60948784414901045,2987214.441612345689403
"PRT",2001,24405.379822218430988436,6256129.1422913954978153
"PRY",2001,150238.73294175820992910,36091227.364723158303326
"PSE",2001,2.21930227762912331,446.950656541252529
"REU",2001,28.61721413183485268,14612.83566865831879
"ROU",2001,17535.528792152410176288,6745840.853638562634602
"RUS",2001,1826602.995425982740749213,296273390.9380710412805705
"RWA",2001,1516.76632078318536541,597117.009689349179815
"SDN",2001,26.94295315939506979,7283.834554583296387
"SEN",2001,70.59427484556965916,37377.372370720654739
"SGP",2001,43.45389467109233574,13246.7893743220311807
"SLB",2001,2187.11744400427241187,1612692.175280960588907
"SLE",2001,18596.42529867070482553,7005969.422860644428704
"SLV",2001,9499.39162403649572213,3370863.5375883818260868
"SOM",2001,339.30394592145469261,71899.2174872411460494
"SRB",2001,2379.583400470304080464,945127.861789875064622
"SSD",2001,4906.03399268180461271,1241839.118895737830329
"STP",2001,77.22190501909937038,44438.39817852238249
"SUR",2001,3688.94705198508985970,2653012.4378001984844539
"SVK",2001,3897.39315898723507850,1548941.841229611438338
"SVN",2001,615.460310509926242754,256905.5815969911383438
"SWE",2001,144927.226590871869036770,26935218.8677128279155393
"SWZ",2001,6734.85371066160489716,3499739.826577228769669
"SXM",2001,1.31828367657335088,355.485769948298595
"SYC",2001,0.37957476803710943,121.62871335530994
"SYR",2001,267.23529473377163931,65566.741931821898930
"TCA",2001,7.72720304957899663,1191.452751672985342
"TCD",2001,883.62647992843091749,363294.441807837936489
"TGO",2001,2776.23061621778717140,753690.618975643369444
"THA",2001,36101.94358725054373444,18832954.76844522263226024
"TJK",2001,61.53772784660807573,14711.839904677196896
"TKM",2001,46.21279328986979887,9791.719149159247366
"TLS",2001,677.42615990795239666,392918.589509290063180
"TTO",2001,1829.09603509258830675,825032.121278723567127
"TUN",2001,230.670434671317431593,63085.437675540354177
"TUR",2001,22910.005489403333957075,5147536.305672663383238
"TWN",2001,1159.06811633786226332,567277.601708694008985
"TZA",2001,82214.20404098221018083,29075307.6323007921359885
"UGA",2001,29658.94721765363131943,11745039.588619835301118
"UKR",2001,28820.922043232531094250,9012697.457393646940467
"UMI",2001,2.119710680208334,0.0
"URY",2001,7647.45272255517479301,1728512.118420641633084
"USA",2001,1943318.744012059871956724,656525122.1352370641791810
"UZB",2001,294.820902006369430364,64553.266483732733198
"VCT",2001,6.89654577944444567,3493.281367893384744
"VEN",2001,123881.14411700127963960,47830296.2485326820683268
"VGB",2001,4.09250116765733554,1573.928206065117956
"VIR",2001,122.51337074738806013,42531.7893726913410175
"VNM",2001,47433.13018443486702053,23938320.77560527184084463
"VUT",2001,124.33329790796279637,69812.662362844640334
"XAD",2001,1.64898926218967010,354.765193319241944
"XCA",2001,9.73525115689236127,335.216610177660552
"XKO",2001,1122.20542860875857593,460218.98575572368853
"XNC",2001,17.66158321665146797,4028.665033742709338
"ZAF",2001,77644.69059923501390152,34277127.322122390506888
"ZMB",2001,30123.72710407748259883,12159230.316102777266432
"ZWE",2001,8205.93418504906958608,2819554.415223759826506
"ABW",2002,0.5261077315597873,34.3597643163089253
"AFG",2002,178.64036384750657817,50445.043647133545107
"AGO",2002,61034.22726588155274390,20157987.8886023325730458
"AIA",2002,0.1463296507996962,27.135005571509533
"ALA",2002,277.81987705597876675,56651.55359566706441
"ALB",2002,889.517115481187512479,337366.750188089890063
"AND",2002,1.255022223528645901,512.584746608758582
"ARG",2002,105001.862245904095544385,25166746.362483816681261
"ARM",2002,172.538591177832010865,52861.7880731517501536
"ATG",2002,17.65604165254340292,5025.084021187404017
"AUS",2002,312150.162683778113142980,38230462.96438083616052403
"AUT",2002,10902.149877055387539720,4487129.444017378916404
"AZE",2002,1154.205942866087814154,282139.732084264259913
"BDI",2002,986.93621255276356383,309503.740965541318481
"BEL",2002,2348.390595657606512015,1103083.3862651608860168
"BEN",2002,3480.18734608748487210,1014748.609343803954484
"BES",2002,2.10645745747395850,498.721711897793057
"BFA",2002,4.3029108998296441,143777.999169274745473
"BGD",2002,3995.28757381449710328,1913585.9004134883437607
"BGR",2002,4638.738812430279054875,1208441.206082649219097
"BHS",2002,700.97613652112824955,152914.656853366243874
"BIH",2002,692.65885582429883659,268643.453883056817003
"BLR",2002,25383.415701560404421539,6907442.9751637312354656
"BLZ",2002,13473.73051058964044322,6061189.279773295859979
"BMU",2002,0.71795940192491326,209.150364631804031
"BOL",2002,178807.97117096686643753,79452570.3839115698615857
"BRA",2002,3507049.44035898009544948,1616647815.9233593809175432
"BRB",2002,11.39198156073676287,3348.199650992810235
"BRN",2002,1088.84559742039311186,739179.677247301258332
"BTN",2002,223.93488153847765981,128391.533483576081591
"BWA",2002,22.78899862536132770,3725.852422516807123
"CAF",2002,34417.72160764728597805,15478350.169604944090314
"CAN",2002,2316886.795048711861756285,346804504.9315613670153592
"CHE",2002,881.303902688218390424,416661.020112846683338
"CHL",2002,78080.972982226161637417,22646177.7431046599417951
"CHN",2002,249147.978506848928657048,94726591.2213305341294220
"CIV",2002,144559.90750920857124493,55198001.659008861995841
"CMR",2002,28766.95157050360384064,14973459.659795472719766
"COD",2002,514476.68819954583590841,277269229.288852127798511
"COG",2002,24310.14237997482340441,12643781.248007480214439
"COL",2002,182229.15244789615124276,97084593.1885414358699854
"COM",2002,41.20393423427082783,22529.751370466852884
"CPV",2002,22.83400309732095937,0.0
"CRI",2002,13289.14908610318104547,6101712.5765035507074744
"CUB",2002,15035.84738320281246036,4207614.6284459977850161
"CUW",2002,1.27928368844021266,260.974552998922265
"CYM",2002,5.59824441707465306,1281.832483812770595
"CYP",2002,31.74324402105902484,6401.179260179551091
"CZE",2002,6766.437908204675419865,2716060.5928200625066715
"DEU",2002,15303.262374892301696304,6439905.7141738726474621
"DMA",2002,11.87470803990722606,6927.670662630011026
"DNK",2002,1204.489939025275828430,293884.0659850975459486
"DOM",2002,10435.97986966158868722,3693823.256815216564105
"DZA",2002,3009.833120644615107264,799207.705487870730350
"ECU",2002,29817.73771641332359591,17642234.3994792731616105
"EGY",2002,48.81325058289388023,9456.02079988880465
"ESP",2002,37699.019809631780954039,10913956.8309252857518841
"EST",2002,21918.38645401084334346,4964602.8124297994069141
"ETH",2002,13074.08740897557939113,5315239.259781633816625
"FIN",2002,142432.404048688330178407,26347011.3099442661659572
"FJI",2002,703.20993914144269086,369490.000839440552023
"FRA",2002,33888.397171838475527776,12813750.4658454299229325
"GAB",2002,13851.84666166422237787,7923710.235752380312192
"GBR",2002,20112.349959704273457691,7019151.201156487245721
"GEO",2002,536.442198025097730905,193525.3970212708356226
"GGY",2002,0.05034761749348959,8.778783471721496
"GHA",2002,78395.05298355637909050,31583060.5261836467498744
"GIB",2002,0.12482941034722222,23.120956129580208
"GIN",2002,28933.47428987150279605,10664221.006537998102988
"GLP",2002,50.88541895781249490,19220.353363687246385
"GMB",2002,40.15764073967285452,20163.425249490968982
"GNB",2002,6073.79725892074596600,1866564.69255433665858347
"GNQ",2002,2986.11054417865452649,1891267.016058443091242
"GRC",2002,5126.049313138565227660,1101319.663272985493454
"GRD",2002,65.83774686305178421,34831.95435441245964
"GTM",2002,55600.93461324083456775,22672398.9912625072766503
"GUF",2002,2496.70374892999909570,1884833.452966173102691
"GUY",2002,4827.39497919960070872,3071021.669468456440545
"HKG",2002,15.61155640833984101,6766.395012747836252
"HND",2002,31528.01232782934167578,13339136.1844934545899142
"HRV",2002,2340.179492176201631964,800263.8116852455766261
"HTI",2002,2120.38050483965740694,679417.870376253234493
"HUN",2002,7711.037369613371857681,2624773.882794456878573
"IDN",2002,855275.86303372993523393,587017101.7601844059626699
"IMN",2002,13.66485979922525974,3804.419738494496885
"IND",2002,53005.48774299758391370,25614264.3183234816781182
"IRL",2002,5298.280939400566231164,2151095.8586528884186603
"IRN",2002,557.752371047715734144,128992.551478195295237
"IRQ",2002,10.62006031496093696,2729.76251484515456
"ISR",2002,111.73067850196833701,24639.086148285829921
"ITA",2002,10931.227553920798361712,2949066.6915984856451425
"JAM",2002,1647.57063707971485389,737065.428242884577781
"JEY",2002,0.81037389398871533,236.77972972747128
"JOR",2002,0.19610755832899306,44.025368157288973
"JPN",2002,26154.039833717141969113,10104447.05572151693618385
"KAZ",2002,2952.306623724253505181,740843.07977814646390824
"KEN",2002,20287.52621999558651764,10027387.128283816868401
"KGZ",2002,305.45747979337462331,74180.521094470937819
"KHM",2002,54862.07620041136493926,28149231.6334091797371950
"KNA",2002,19.79075057674370973,7370.452789647982574
"KOR",2002,4705.326871875226189435,1256042.9987779994077973
"LAO",2002,55936.73071271799359136,29198070.754996875470855
"LBN",2002,81.20045903564674012,17944.192452223515521
"LBR",2002,56984.42382033999833022,25483197.251343195904891
"LBY",2002,40.24566353440215846,8106.1945832372175092
"LCA",2002,10.91096809322157177,5655.375339807734618
"LKA",2002,3427.68038552577461019,1172731.8354251156026222
"LSO",2002,2.68713956362955743,677.212150182277455
"LTU",2002,10344.83818974965472791,2753738.016084323913862
"LUX",2002,90.45691516312280855,42721.381648015592133
"LVA",2002,29175.988194341316299646,7469544.0070452754198455
"MAC",2002,0.9282073810199653,2.325588898354647
"MAF",2002,5.4188466741644978,1759.1252428108665
"MAR",2002,3923.51782711421769201,1073338.2246905300008239
"MDA",2002,229.796420697358969225,58866.135040443862456
"MDG",2002,89317.51418674188106646,42382605.8078942127838473
"MDV",2002,4.5881549464838324,128.6196795604563
"MEX",2002,158834.12538162530452204,50270244.3920742074636510
"MKD",2002,890.18376354581821400,277300.926086072445397
"MLI",2002,175.29044283416833576,59978.940672191556659
"MLT",2002,1.75296139854383684,419.028522575483273
"MMR",2002,66119.68070807985596869,34000239.2371300046165134
"MNE",2002,179.620771214984819985,72612.006983701827061
"MNG",2002,18728.019954931213425374,3018799.2869453290851956
"MOZ",2002,106658.33763229660751466,34025039.778886778749548
"MSR",2002,1.6227298703515624,794.28417581143086
"MTQ",2002,48.86224870985731782,24020.162215703004402
"MUS",2002,154.42996053033420554,76907.70832564127691
"MWI",2002,4189.57262799273936935,1605828.627633491296231
"MYS",2002,312553.78733276591631350,139848487.5878006264543383
"MYT",2002,20.86919036274685464,10890.43326337193374
"NAM",2002,108.00721822764752765,22078.327096597185088
"NCL",2002,626.86805878957359449,220504.208360899581883
"NER",2002,0.67641644358452689,60.493403643866107
"NGA",2002,32346.71006395438547992,11522984.674680945689784
"NIC",2002,54194.49468965790893692,26750859.1782857566137965
"NLD",2002,824.581358561846478793,290002.003584522282479
"NOR",2002,26635.753194630525930619,5351891.5257939025575487
"NPL",2002,2128.64330964951942908,1264191.1118709125345420
"NZL",2002,63227.927104107546838182,27172471.687903987743015
"PAK",2002,325.01175241535900102,135967.091703304586615
"PAN",2002,19200.13717900614156666,9414854.3496454783596608
"PER",2002,80452.08581872384647474,49931601.354372854230060
"PHL",2002,32309.18926161449947739,18329212.8228742719453748
"PLW",2002,75.30077103790310748,57486.445670435293190
"PNG",2002,54575.50220283395498325,37915848.962475207038366
"POL",2002,31070.139790375166168879,9392467.7821103602696258
"PRI",2002,1168.09577750732047163,483978.604810386628298
"PRK",2002,5358.227207025214519544,1354721.0729913195821304
"PRT",2002,34903.349145630440934276,8619446.9432996343326542
"PRY",2002,195124.63977320374053238,49530687.7588128010582086
"PSE",2002,1.83028711454861117,344.830224428019333
"REU",2002,502.66837523481271436,221403.847200064993687
"ROU",2002,16356.445451258709853576,6591959.144598842773310
"RUS",2002,2700384.153829586485417580,377537400.54171278492467642
"RWA",2002,941.33871804155371587,314959.165116662947563
"SDN",2002,76.10035581732964240,16443.989484102676915
"SEN",2002,164.43055442048608737,88665.525584360074856
"SGP",2002,123.51699899680189590,45561.881559119292157
"SLB",2002,3866.10666760651584469,2937209.096375587673654
"SLE",2002,15310.24197184749315897,5346992.740555926476875
"SLV",2002,4666.50981707777727406,1725133.115824074142865
"SMR",2002,0.11147912894097222,17.9536455897710515
"SOM",2002,250.89133041983278999,48813.394549701039501
"SPM",2002,0.105856562884114576,11.48078255921078
"SRB",2002,1134.989088455742346311,450925.666546352011037
"SSD",2002,8148.67982430044438580,1840974.3160232887690843
"SUR",2002,3717.47756239416509719,2673189.188418787454451
"SVK",2002,4015.73250455567248167,1735508.695136162781059
"SVN",2002,723.87250783079871909,314785.651720025496046
"SWE",2002,178264.080811749158080932,33650093.2726070465661297
"SWZ",2002,3800.76583825499233368,1967730.671093111756043
"SXM",2002,0.43942772264865451,107.695172229832421
"SYC",2002,0.22777533419704865,62.763856031659294
"SYR",2002,147.99919407007160626,37773.603065574094487
"TCA",2002,4.6520265174685327,776.26788506181824
"TCD",2002,1958.47582986403429935,580209.332388731342132
"TGO",2002,2020.78548264039323309,543042.03699951165559
"THA",2002,60882.18973660286654957,31942121.6625022330190499
"TJK",2002,36.63912048615885573,9046.434119426203492
"TKM",2002,105.17874006195092718,24295.659943311381594
"TLS",2002,1604.59889774524389245,908848.8687536564827387
"TTO",2002,726.07700934265773721,331721.968729941145962
"TUN",2002,243.871738665931071590,65514.584341687044698
"TUR",2002,25722.221416793779894039,5731400.001100188616816
"TWN",2002,1004.57402174450849534,490958.9488004751554337
"TZA",2002,85080.90089418225808888,28170479.081188255793338
"UGA",2002,10840.69681271114345459,3727697.239756934582844
"UKR",2002,27071.257007399446965429,8155850.9569973252020901
"UMI",2002,6.5055330583268234,0.0
"URY",2002,6870.11867034834020504,1886012.806922493962243
"USA",2002,2038435.691035678047572806,676493842.7630345130647179
"UZB",2002,265.23171881202260091,56930.073967835844494
"VCT",2002,7.94599894893229003,4031.539333623352086
"VEN",2002,90372.37707651259840846,33595282.7883322960888815
"VGB",2002,2.99644155633463547,1166.015640773593564
"VIR",2002,20.90283313310437797,7997.37678079764042
"VNM",2002,49625.43782322298205609,24885969.9176786811860377
"VUT",2002,108.23964961372888319,57999.2576982392249489
"XAD",2002,0.50720222672526049,124.78569542335831
"XCA",2002,23.393913964435764815,1848.551695793697210
"XKO",2002,214.90788225397572024,86488.017201332998527
"XNC",2002,3.34084741668836773,692.126634087136226
"ZAF",2002,47679.93414150723541405,22167022.4226751237027415
"ZMB",2002,46240.24361343719673016,16766922.6066402455647035
"ZWE",2002,8016.17085072597699720,2600475.676612644339263
"ABW",2003,0.97705760001410604,79.406951027053457
"AFG",2003,244.33625517679353910,75047.204946105692931
"AGO",2003,52461.54546571227040545,16357022.154097669475784
"AIA",2003,1.0977450849913193,172.09874484464913
"ALA",2003,220.77485519444682042,46038.85825874446033
"ALB",2003,613.533964996035345710,192897.252176732866322
"AND",2003,0.34206364212673615,121.537045312127926
"ARG",2003,249155.006893011013521112,48508788.0894696706066255
"ARM",2003,395.816694918294422678,133554.828752542356362
"ATG",2003,17.07802261139322625,5226.703793174786265
"AUS",2003,373846.609083394018367934,57439694.10143850172330144
"AUT",2003,14475.694826398770684675,5774074.774835891810216
"AZE",2003,1039.341551161657056880,304185.923737026648489
"BDI",2003,1325.18331831434464768,488610.037403331294950
"BEL",2003,1889.777512645867115861,901054.102475193803651
"BEN",2003,3475.92641465023354685,1032332.817477997191875
"BES",2003,16.15018967327257199,0.0
"BFA",2003,2.03824348379611579,700.616530943334583
"BGD",2003,2159.45715834259446850,1030987.703379284552562
"BGR",2003,5198.715557749339731218,1636689.785396380060378
"BHS",2003,274.23087625082029486,56499.042124053709429
"BIH",2003,307.81141168265845196,123280.856227948636679
"BLR",2003,32119.381563079003420734,8630955.4601119251219378
"BLZ",2003,6843.89617535529696361,3007083.742002053969221
"BMU",2003,0.13057024276475696,26.76527056096876
"BOL",2003,163759.09875803350928727,77931903.560182255067489
"BRA",2003,3248526.73442800878321668,1483181868.3225644971833122
"BRB",2003,2.99784938684027807,861.050416905766576
"BRN",2003,799.17672131736445986,522369.290605315345673
"BTN",2003,543.60076728639219310,272421.7509569402060363
"BWA",2003,8.57255134383897599,1421.0108264033956958
"CAF",2003,13726.63787763481669013,6694965.537007682491303
"CAN",2003,1607282.068598934794587364,308413721.6787043951811664
"CHE",2003,433.28288506447059283,193890.166838621464881
"CHL",2003,82843.764036338936276827,25786102.280393803040864
"CHN",2003,261760.50140839093190607,87788844.4770107921236583
"CIV",2003,86282.29678784475707145,33169534.390971604009314
"CMR",2003,25344.84635711857548604,13664190.616660733334747
"COD",2003,274739.99936612632365292,142918709.476270741076096
"COG",2003,18514.84251835062272460,9812423.680207399130719
"COL",2003,122417.14483392263218503,59609368.7713130305421671
"COM",2003,26.65331394628417845,12555.19452625929197
"CPV",2003,8.9252224143250875,0.0
"CRI",2003,8260.60775475752039860,4130722.338041437388569
"CUB",2003,6556.68391545646726813,1879632.5291346295594362
"CUW",2003,0.8279577079031034,155.59389139222149
"CYM",2003,6.32479760370334310,1373.164977367318644
"CYP",2003,25.22916781330078515,5475.8871289887830239
"CZE",2003,3925.277971308088698570,1641380.684744616952144
"DEU",2003,6448.617531416982143712,2901386.532114872878362
"DMA",2003,27.23870243605957701,15963.476188690359315
"DNK",2003,1579.713260272254853717,386887.3047089648097925
"DOM",2003,10714.00158051723500040,4159866.263585400282463
"DZA",2003,3831.43711318110256366,1049567.384240671624717
"ECU",2003,13835.72642508898597678,8155587.868200410385438
"EGY",2003,61.01187804402236194,12809.697568751549323
"ESP",2003,23315.393436019186163021,6899218.3552533726844992
"EST",2003,5632.56197860716538571,1375986.496390998611637
"ETH",2003,13936.04122350381405338,6382193.807324850782767
"FIN",2003,89696.551154812851680162,16220319.222453569967526
"FJI",2003,1572.23590400383283776,833909.360981710005141
"FRA",2003,26393.334176951110583601,9837050.310569395809670
"GAB",2003,16845.22030958790922085,9876918.351188843395221
"GBR",2003,1875.167369668170742998,583393.875840598060976
"GEO",2003,292.00268502904723875,112251.100615942060478
"GHA",2003,24955.24902474183980130,9801430.5574534887126085
"GIN",2003,9229.45800857301687233,3513110.296182388544342
"GLP",2003,76.87749933859485598,29404.569415700417745
"GMB",2003,10.56543664551432361,3211.513521729899454
"GNB",2003,1021.87736427069836197,332460.436302159850242
"GNQ",2003,1961.18753627396220638,1208794.662301931025001
"GRC",2003,2562.53517361133850166,586948.708803631903151
"GRD",2003,71.34625369097058549,38083.008970995418918
"GTM",2003,98173.67565441870695555,36599189.410886610977888
"GUF",2003,1889.08160142950144846,1402992.342113303763131
"GUY",2003,7418.60694321710294823,4549803.367504743057559
"HKG",2003,7.05723935487955943,3449.727744993912355
"HND",2003,33624.77327500438553310,14314940.402481662011269
"HRV",2003,1738.980492080118724543,620674.943511761146308
"HTI",2003,1070.16207484906366903,373609.129957007202083
"HUN",2003,5733.022732729833284835,2005622.443339654491599
"IDN",2003,544810.29664145593464802,358433056.1062103198473862
"IMN",2003,1.81729803304253508,526.42169142326755
"IND",2003,47750.63814666485966026,22901609.0345222751685036
"IRL",2003,2262.865182204787163056,949206.7692368570526449
"IRN",2003,326.67502060367470345,76217.877719101304554
"IRQ",2003,19.6167249482573830,4984.87453161667982
"ISR",2003,30.17165819324761418,6281.400710930331149
"ITA",2003,3613.191038399731180488,922531.15523279269749197
"JAM",2003,1029.27403435287918978,447342.0688591810662157
"JOR",2003,0.06525960308485244,13.320242182644899
"JPN",2003,19747.364254437028806890,7806648.5925662736451224
"KAZ",2003,3351.85890071789884629,573951.585762436205259
"KEN",2003,13552.81075698624905861,6245706.7350150541985878
"KGZ",2003,110.789560377517374482,27778.224125672152061
"KHM",2003,56839.54350300738946773,28167607.5453357408071709
"KNA",2003,32.14738441949110527,13159.815674147183330
