"COD_DPTO","DPTO","MPIO","COD_MUNI","CULTIVO","PERIODO","AREA_SEMBRADA_HA","AREA_COSECHADA_HA","PRODUCCION","RDTOS"
5,"ANTIOQUIA","APARTADO",5045,"CACAO",2007,1830,1640,656,0.4
5,"ANTIOQUIA","TURBO",5837,"CACAO",2007,1002,760,304,0.4
5,"ANTIOQUIA","MACEO",5425,"CACAO",2007,950,798,279,0.4
5,"ANTIOQUIA","YALI",5885,"CACAO",2007,580,269,188,0.7
5,"ANTIOQUIA","NECOCLI",5490,"CACAO",2007,523,151,60,0.4
5,"ANTIOQUIA","VEGACHI",5858,"CACAO",2007,520,460,230,0.5
5,"ANTIOQUIA","REMEDIOS",5604,"CACAO",2007,405,160,40,0.3
5,"ANTIOQUIA","DABEIBA",5234,"CACAO",2007,315,273,137,0.5
5,"ANTIOQUIA","NARIÑO",5483,"CACAO",2007,311,276,110,0.4
5,"ANTIOQUIA","SAN JUAN DE URABA",5659,"CACAO",2007,307,0,0,NA
5,"ANTIOQUIA","CACERES",5120,"CACAO",2007,306,65,25,0.4
5,"ANTIOQUIA","ANORI",5040,"CACAO",2007,290,15,5,0.3
5,"ANTIOQUIA","ARBOLETES",5051,"CACAO",2007,257,0,0,NA
5,"ANTIOQUIA","PUERTO NARE",5585,"CACAO",2007,235,35,18,0.5
5,"ANTIOQUIA","YONDO",5893,"CACAO",2007,233,233,70,0.3
5,"ANTIOQUIA","TAMESIS",5789,"CACAO",2007,214,130,59,0.5
5,"ANTIOQUIA","CARACOLI",5142,"CACAO",2007,185,185,65,0.4
5,"ANTIOQUIA","PUERTO BERRIO",5579,"CACAO",2007,178,56,17,0.3
5,"ANTIOQUIA","CHIGORODO",5172,"CACAO",2007,177,97,50,0.5
5,"ANTIOQUIA","ARGELIA",5055,"CACAO",2007,170,170,46,0.3
5,"ANTIOQUIA","AMALFI",5031,"CACAO",2007,169,95,48,0.5
5,"ANTIOQUIA","VALDIVIA",5854,"CACAO",2007,160,70,46,0.7
5,"ANTIOQUIA","CAREPA",5147,"CACAO",2007,143,48,19,0.4
5,"ANTIOQUIA","SAN PEDRO DE URABA",5665,"CACAO",2007,143,118,35,0.3
5,"ANTIOQUIA","EBEJICO",5240,"CACAO",2007,124,80,24,0.3
5,"ANTIOQUIA","TARAZA",5790,"CACAO",2007,123,35,18,0.5
5,"ANTIOQUIA","URAMITA",5842,"CACAO",2007,123,70,28,0.4
5,"ANTIOQUIA","SAN ANDRES",5647,"CACAO",2007,117,112,33,0.3
5,"ANTIOQUIA","EL BAGRE",5250,"CACAO",2007,111,25,13,0.5
5,"ANTIOQUIA","FRONTINO",5284,"CACAO",2007,86,86,43,0.5
5,"ANTIOQUIA","PUERTO TRIUNFO",5591,"CACAO",2007,81,0,0,NA
5,"ANTIOQUIA","ITUANGO",5361,"CACAO",2007,76,66,33,0.5
5,"ANTIOQUIA","CAÑASGORDAS",5138,"CACAO",2007,67,53,21,0.4
5,"ANTIOQUIA","FREDONIA",5282,"CACAO",2007,67,67,33,0.5
5,"ANTIOQUIA","SAN ROQUE",5670,"CACAO",2007,63,19,5,0.2
5,"ANTIOQUIA","ARMENIA",5059,"CACAO",2007,49,49,25,0.5
5,"ANTIOQUIA","SEGOVIA",5736,"CACAO",2007,47,35,14,0.4
5,"ANTIOQUIA","ZARAGOZA",5895,"CACAO",2007,47,0,0,NA
5,"ANTIOQUIA","BRICEÑO",5107,"CACAO",2007,42,32,16,0.5
5,"ANTIOQUIA","VALPARAISO",5856,"CACAO",2007,40,35,18,0.5
5,"ANTIOQUIA","SABANALARGA",5628,"CACAO",2007,38,6,2,0.3
5,"ANTIOQUIA","SAN CARLOS",5649,"CACAO",2007,35,35,12,0.3
5,"ANTIOQUIA","SANTA BARBARA",5679,"CACAO",2007,35,35,18,0.5
5,"ANTIOQUIA","SANTO DOMINGO",5690,"CACAO",2007,32,14,8,0.6
5,"ANTIOQUIA","CAMPAMENTO",5134,"CACAO",2007,23,0,0,NA
5,"ANTIOQUIA","TOLEDO",5819,"CACAO",2007,23,23,13,0.6
5,"ANTIOQUIA","CISNEROS",5190,"CACAO",2007,17,14,8,0.6
5,"ANTIOQUIA","TARSO",5792,"CACAO",2007,15,0,0,NA
5,"ANTIOQUIA","GOMEZ PLATA",5310,"CACAO",2007,8,6,2,0.4
5,"ANTIOQUIA","SAN FRANCISCO",5652,"CACAO",2007,8,8,2,0.3
81,"ARAUCA","ARAUQUITA",81065,"CACAO",2007,5200,3500,2485,0.7
81,"ARAUCA","SARAVENA",81736,"CACAO",2007,3014,2535,1774,0.7
81,"ARAUCA","TAME",81794,"CACAO",2007,2468,2170,1550,0.7
81,"ARAUCA","FORTUL",81300,"CACAO",2007,991,777,465,0.6
81,"ARAUCA","ARAUCA",81001,"CACAO",2007,537,485,315,0.6
13,"BOLIVAR","SANTA ROSA DEL SUR",13688,"CACAO",2007,1313,545,82,0.2
13,"BOLIVAR","SIMITI",13744,"CACAO",2007,650,290,120,0.4
13,"BOLIVAR","CANTAGALLO",13160,"CACAO",2007,466,230,69,0.3
13,"BOLIVAR","SAN PABLO",13670,"CACAO",2007,465,155,93,0.6
13,"BOLIVAR","PINILLOS",13549,"CACAO",2007,300,100,70,0.7
13,"BOLIVAR","ARENAL",13042,"CACAO",2007,140,60,36,0.6
13,"BOLIVAR","SAN JACINTO",13654,"CACAO",2007,120,0,0,NA
13,"BOLIVAR","EL CARMEN DE BOLIVAR",13244,"CACAO",2007,110,0,0,NA
13,"BOLIVAR","ACHI",13006,"CACAO",2007,100,30,10,0.3
13,"BOLIVAR","MONTECRISTO",13458,"CACAO",2007,77,20,12,0.6
13,"BOLIVAR","MORALES",13473,"CACAO",2007,62,30,15,0.5
13,"BOLIVAR","TIQUISIO",13810,"CACAO",2007,50,50,35,0.7
13,"BOLIVAR","RIO VIEJO",13600,"CACAO",2007,40,35,16,0.4
13,"BOLIVAR","ALTOS DEL ROSARIO",13030,"CACAO",2007,20,0,0,NA
13,"BOLIVAR","NOROSI",13490,"CACAO",2007,16,0,0,NA
13,"BOLIVAR","MARIA LA BAJA",13442,"CACAO",2007,10,0,0,NA
15,"BOYACA","OTANCHE",15507,"CACAO",2007,550,200,100,0.5
15,"BOYACA","PAUNA",15531,"CACAO",2007,430,130,65,0.5
15,"BOYACA","MARIPI",15442,"CACAO",2007,300,210,150,0.7
15,"BOYACA","QUIPAMA",15580,"CACAO",2007,258,70,50,0.7
15,"BOYACA","MUZO",15480,"CACAO",2007,250,200,140,0.7
15,"BOYACA","PUERTO BOYACA",15572,"CACAO",2007,220,21,10,0.5
15,"BOYACA","SAN PABLO DE BORBUR",15681,"CACAO",2007,150,100,70,0.7
15,"BOYACA","COPER",15212,"CACAO",2007,60,46,36,0.8
15,"BOYACA","BUENAVISTA",15109,"CACAO",2007,53,24,16,0.6
15,"BOYACA","LA VICTORIA",15401,"CACAO",2007,50,5,3,0.6
15,"BOYACA","TUNUNGUA",15832,"CACAO",2007,44,20,14,0.7
15,"BOYACA","PAEZ",15514,"CACAO",2007,30,30,21,0.7
15,"BOYACA","CUBARA",15223,"CACAO",2007,17,5,2,0.4
15,"BOYACA","SANTA MARIA",15690,"CACAO",2007,15,13,5,0.4
15,"BOYACA","CAMPOHERMOSO",15135,"CACAO",2007,14,7,3,0.4
15,"BOYACA","PAYA",15533,"CACAO",2007,12,12,7,0.6
15,"BOYACA","MIRAFLORES",15455,"CACAO",2007,4,2,1,0.6
17,"CALDAS","SAMANA",17662,"CACAO",2007,450,210,130,0.6
17,"CALDAS","MARQUETALIA",17444,"CACAO",2007,370,190,87,0.5
17,"CALDAS","ANSERMA",17042,"CACAO",2007,270,170,145,0.9
17,"CALDAS","BELALCAZAR",17088,"CACAO",2007,155,100,94,0.9
17,"CALDAS","VICTORIA",17867,"CACAO",2007,105,40,32,0.8
17,"CALDAS","PENSILVANIA",17541,"CACAO",2007,90,86,50,0.6
17,"CALDAS","NORCASIA",17495,"CACAO",2007,80,40,21,0.5
17,"CALDAS","SAN JOSE",17665,"CACAO",2007,62,20,14,0.7
17,"CALDAS","RIOSUCIO",17614,"CACAO",2007,52,34,17,0.5
17,"CALDAS","NEIRA",17486,"CACAO",2007,45,15,11,0.7
17,"CALDAS","PALESTINA",17524,"CACAO",2007,34,27,16,0.6
17,"CALDAS","MANIZALES",17001,"CACAO",2007,20,20,8,0.4
17,"CALDAS","VITERBO",17877,"CACAO",2007,15,11,7,0.6
17,"CALDAS","CHINCHINA",17174,"CACAO",2007,15,10,10,1
17,"CALDAS","SUPIA",17777,"CACAO",2007,6,3,2,0.5
17,"CALDAS","MANZANARES",17433,"CACAO",2007,3,1,0,0.5
18,"CAQUETA","CARTAGENA DEL CHAIRA",18150,"CACAO",2007,325,30,16,0.5
18,"CAQUETA","EL DONCELLO",18247,"CACAO",2007,185,180,68,0.4
18,"CAQUETA","MILAN",18460,"CACAO",2007,60,55,22,0.4
18,"CAQUETA","PUERTO RICO",18592,"CACAO",2007,50,23,16,0.7
18,"CAQUETA","SOLANO",18756,"CACAO",2007,26,8,4,0.5
18,"CAQUETA","FLORENCIA",18001,"CACAO",2007,25,15,8,0.5
18,"CAQUETA","MORELIA",18479,"CACAO",2007,18,5,4,0.7
18,"CAQUETA","MONTAÑITA",18410,"CACAO",2007,15,0,0,NA
18,"CAQUETA","SAN JOSE DEL FRAGUA",18610,"CACAO",2007,15,15,6,0.4
18,"CAQUETA","BELEN DE LOS ANDAQUIES",18094,"CACAO",2007,12,0,0,NA
18,"CAQUETA","EL PAUJIL",18256,"CACAO",2007,12,9,5,0.5
18,"CAQUETA","SAN VICENTE DEL CAGUAN",18753,"CACAO",2007,10,0,0,NA
18,"CAQUETA","VALPARAISO",18860,"CACAO",2007,10,0,0,NA
18,"CAQUETA","ALBANIA",18029,"CACAO",2007,2,0,0,NA
85,"CASANARE","TAURAMENA",85410,"CACAO",2007,110,0,0,NA
85,"CASANARE","HATO COROZAL",85125,"CACAO",2007,70,0,0,NA
85,"CASANARE","NUNCHIA",85225,"CACAO",2007,70,0,0,NA
85,"CASANARE","YOPAL",85001,"CACAO",2007,60,0,0,NA
85,"CASANARE","AGUAZUL",85010,"CACAO",2007,50,18,14,0.8
85,"CASANARE","PORE",85263,"CACAO",2007,27,0,0,NA
85,"CASANARE","PAZ DE ARIPORO",85250,"CACAO",2007,17,0,0,NA
85,"CASANARE","TAMARA",85400,"CACAO",2007,13,8,3,0.4
85,"CASANARE","MONTERREY",85162,"CACAO",2007,10,0,0,NA
85,"CASANARE","SACAMA",85315,"CACAO",2007,3,0,0,NA
85,"CASANARE","TRINIDAD",85430,"CACAO",2007,3,2,1,0.5
85,"CASANARE","OROCUE",85230,"CACAO",2007,3,0,0,NA
85,"CASANARE","VILLANUEVA",85440,"CACAO",2007,2,1,1,0.6
85,"CASANARE","SABANALARGA",85300,"CACAO",2007,2,2,1,0.4
85,"CASANARE","SAN LUIS DE PALENQUE",85325,"CACAO",2007,1,0,0,NA
19,"CAUCA","EL TAMBO",19256,"CACAO",2007,162,53,27,0.5
19,"CAUCA","PUERTO TEJADA",19573,"CACAO",2007,78,77,61,0.8
19,"CAUCA","MERCADERES",19450,"CACAO",2007,76,70,52,0.7
19,"CAUCA","PATIA",19532,"CACAO",2007,68,12,5,0.4
19,"CAUCA","ARGELIA",19050,"CACAO",2007,65,15,9,0.6
19,"CAUCA","MIRANDA",19455,"CACAO",2007,58,11,7,0.6
19,"CAUCA","CALOTO",19142,"CACAO",2007,53,40,18,0.5
19,"CAUCA","BALBOA",19075,"CACAO",2007,42,11,6,0.6
19,"CAUCA","VILLA RICA",19845,"CACAO",2007,25,10,5,0.5
19,"CAUCA","SANTA ROSA",19701,"CACAO",2007,20,20,10,0.5
19,"CAUCA","GUACHENE",19300,"CACAO",2007,15,0,0,NA
19,"CAUCA","PADILLA",19513,"CACAO",2007,14,9,5,0.6
20,"CESAR","VALLEDUPAR",20001,"CACAO",2007,1494,1200,950,0.8
20,"CESAR","SAN ALBERTO",20710,"CACAO",2007,750,350,175,0.5
20,"CESAR","AGUSTIN CODAZZI",20013,"CACAO",2007,701,653,391,0.6
20,"CESAR","PUEBLO BELLO",20570,"CACAO",2007,507,507,405,0.8
20,"CESAR","CURUMANI",20228,"CACAO",2007,487,487,292,0.6
20,"CESAR","LA PAZ",20621,"CACAO",2007,414,250,125,0.5
20,"CESAR","SAN MARTIN",20770,"CACAO",2007,290,270,135,0.5
20,"CESAR","LA JAGUA DE IBIRICO",20400,"CACAO",2007,220,180,105,0.6
20,"CESAR","MANAURE",20443,"CACAO",2007,220,220,140,0.6
20,"CESAR","PAILITAS",20517,"CACAO",2007,199,199,119,0.6
20,"CESAR","EL COPEY",20238,"CACAO",2007,194,145,85,0.6
20,"CESAR","AGUACHICA",20011,"CACAO",2007,115,115,69,0.6
20,"CESAR","LA GLORIA",20383,"CACAO",2007,100,60,28,0.5
20,"CESAR","BECERRIL",20045,"CACAO",2007,100,100,50,0.5
20,"CESAR","CHIRIGUANA",20178,"CACAO",2007,87,44,22,0.5
20,"CESAR","TAMALAMEQUE",20787,"CACAO",2007,26,26,16,0.6
20,"CESAR","SAN DIEGO",20750,"CACAO",2007,18,18,11,0.6
20,"CESAR","RIO DE ORO",20614,"CACAO",2007,4,4,2,0.6
27,"CHOCO","SAN JOSE DEL PALMAR",27660,"CACAO",2007,286,281,112,0.4
27,"CHOCO","BOJAYA",27099,"CACAO",2007,250,200,60,0.3
27,"CHOCO","CONDOTO",27205,"CACAO",2007,66,66,20,0.3
27,"CHOCO","ALTO BAUDO",27025,"CACAO",2007,60,60,7,0.1
27,"CHOCO","UNGUIA",27800,"CACAO",2007,56,16,5,0.3
27,"CHOCO","TADO",27787,"CACAO",2007,55,52,16,0.3
27,"CHOCO","NUQUI",27495,"CACAO",2007,35,30,6,0.2
27,"CHOCO","RIO QUITO",27600,"CACAO",2007,10,10,3,0.3
27,"CHOCO","MEDIO SAN JUAN",27450,"CACAO",2007,8,0,0,NA
27,"CHOCO","MEDIO BAUDO",27430,"CACAO",2007,3,3,0,0.2
23,"CORDOBA","TIERRALTA",23807,"CACAO",2007,260,80,36,0.5
23,"CORDOBA","VALENCIA",23855,"CACAO",2007,220,150,120,0.8
23,"CORDOBA","MOÑITOS",23500,"CACAO",2007,140,140,80,0.6
23,"CORDOBA","LOS CORDOBAS",23419,"CACAO",2007,120,120,65,0.5
23,"CORDOBA","MONTELIBANO",23466,"CACAO",2007,75,0,0,NA
23,"CORDOBA","CANALETE",23090,"CACAO",2007,48,35,19,0.5
23,"CORDOBA","PUERTO ESCONDIDO",23574,"CACAO",2007,24,20,11,0.6
23,"CORDOBA","CIENAGA DE ORO",23189,"CACAO",2007,15,12,6,0.5
23,"CORDOBA","MONTERIA",23001,"CACAO",2007,10,10,8,0.8
23,"CORDOBA","PUEBLO NUEVO",23570,"CACAO",2007,1,0,0,NA
25,"CUNDINAMARCA","YACOPI",25885,"CACAO",2007,1653,1442,1000,0.7
25,"CUNDINAMARCA","CAPARRAPI",25148,"CACAO",2007,475,415,250,0.6
25,"CUNDINAMARCA","JERUSALEN",25368,"CACAO",2007,222,60,15,0.3
25,"CUNDINAMARCA","LA PALMA",25394,"CACAO",2007,160,120,77,0.6
25,"CUNDINAMARCA","EL PEÑON",25258,"CACAO",2007,100,100,30,0.3
25,"CUNDINAMARCA","NILO",25488,"CACAO",2007,98,80,45,0.6
25,"CUNDINAMARCA","PACHO",25513,"CACAO",2007,96,68,35,0.5
25,"CUNDINAMARCA","VIOTA",25878,"CACAO",2007,70,40,20,0.5
25,"CUNDINAMARCA","LA VEGA",25402,"CACAO",2007,70,66,30,0.5
25,"CUNDINAMARCA","PULI",25580,"CACAO",2007,47,8,5,0.6
25,"CUNDINAMARCA","ANAPOIMA",25035,"CACAO",2007,41,0,0,NA
25,"CUNDINAMARCA","GUADUAS",25320,"CACAO",2007,40,40,32,0.8
25,"CUNDINAMARCA","MEDINA",25438,"CACAO",2007,38,10,10,1
25,"CUNDINAMARCA","PAIME",25518,"CACAO",2007,33,20,12,0.6
25,"CUNDINAMARCA","TOPAIPI",25823,"CACAO",2007,24,8,4,0.4
25,"CUNDINAMARCA","SAN JUAN DE RIOSECO",25662,"CACAO",2007,23,21,12,0.6
25,"CUNDINAMARCA","CHAGUANI",25168,"CACAO",2007,20,20,8,0.4
25,"CUNDINAMARCA","SASAIMA",25718,"CACAO",2007,16,14,10,0.7
25,"CUNDINAMARCA","VILLETA",25875,"CACAO",2007,16,16,9,0.6
25,"CUNDINAMARCA","NIMAIMA",25489,"CACAO",2007,15,13,7,0.5
25,"CUNDINAMARCA","VILLAGOMEZ",25871,"CACAO",2007,13,0,0,NA
25,"CUNDINAMARCA","TOCAIMA",25815,"CACAO",2007,10,0,0,NA
25,"CUNDINAMARCA","NOCAIMA",25491,"CACAO",2007,10,10,5,0.5
25,"CUNDINAMARCA","EL COLEGIO",25245,"CACAO",2007,8,6,4,0.7
25,"CUNDINAMARCA","QUEBRADANEGRA",25592,"CACAO",2007,5,0,0,NA
94,"GUAINIA","INIRIDA",94001,"CACAO",2007,380,54,16,0.3
95,"GUAVIARE","EL RETORNO",95025,"CACAO",2007,90,0,0,NA
95,"GUAVIARE","SAN JOSE DEL GUAVIARE",95001,"CACAO",2007,75,20,6,0.3
95,"GUAVIARE","MIRAFLORES",95200,"CACAO",2007,17,17,8,0.5
95,"GUAVIARE","CALAMAR",95015,"CACAO",2007,14,14,3,0.2
41,"HUILA","RIVERA",41615,"CACAO",2007,1201,1089,653,0.6
41,"HUILA","TELLO",41799,"CACAO",2007,930,767,368,0.5
41,"HUILA","GIGANTE",41306,"CACAO",2007,911,848,407,0.5
41,"HUILA","TARQUI",41791,"CACAO",2007,721,631,284,0.5
41,"HUILA","TESALIA",41797,"CACAO",2007,680,637,319,0.5
41,"HUILA","PALERMO",41524,"CACAO",2007,676,597,310,0.5
41,"HUILA","AGRADO",41013,"CACAO",2007,600,538,280,0.5
41,"HUILA","GARZON",41298,"CACAO",2007,545,485,204,0.4
41,"HUILA","CAMPOALEGRE",41132,"CACAO",2007,531,341,171,0.5
41,"HUILA","NEIVA",41001,"CACAO",2007,435,352,193,0.6
41,"HUILA","PITAL",41548,"CACAO",2007,361,361,144,0.4
41,"HUILA","BARAYA",41078,"CACAO",2007,332,246,111,0.5
41,"HUILA","COLOMBIA",41206,"CACAO",2007,324,304,122,0.4
41,"HUILA","PAICOL",41518,"CACAO",2007,320,270,135,0.5
41,"HUILA","LA PLATA",41396,"CACAO",2007,315,247,114,0.5
41,"HUILA","ELIAS",41244,"CACAO",2007,221,203,93,0.5
41,"HUILA","IQUIRA",41357,"CACAO",2007,181,176,67,0.4
41,"HUILA","SANTA MARIA",41676,"CACAO",2007,153,153,66,0.4
41,"HUILA","TERUEL",41801,"CACAO",2007,140,119,51,0.4
41,"HUILA","SUAZA",41770,"CACAO",2007,132,14,6,0.5
41,"HUILA","GUADALUPE",41319,"CACAO",2007,131,111,44,0.4
41,"HUILA","OPORAPA",41503,"CACAO",2007,118,117,53,0.5
41,"HUILA","NATAGA",41483,"CACAO",2007,116,69,29,0.4
41,"HUILA","HOBO",41349,"CACAO",2007,102,96,41,0.4
41,"HUILA","ALGECIRAS",41020,"CACAO",2007,89,64,29,0.5
41,"HUILA","PITALITO",41551,"CACAO",2007,72,72,32,0.5
41,"HUILA","AIPE",41016,"CACAO",2007,67,32,13,0.4
41,"HUILA","SALADOBLANCO",41660,"CACAO",2007,65,63,28,0.5
41,"HUILA","YAGUARA",41885,"CACAO",2007,64,64,29,0.5
41,"HUILA","ISNOS",41359,"CACAO",2007,41,17,7,0.4
41,"HUILA","VILLAVIEJA",41872,"CACAO",2007,38,35,14,0.4
41,"HUILA","TIMANA",41807,"CACAO",2007,38,38,17,0.5
41,"HUILA","ACEVEDO",41006,"CACAO",2007,13,13,6,0.5
41,"HUILA","ALTAMIRA",41026,"CACAO",2007,11,11,3,0.3
41,"HUILA","SAN AGUSTIN",41668,"CACAO",2007,7,7,3,0.4
41,"HUILA","PALESTINA",41530,"CACAO",2007,5,5,2,0.4
44,"LA GUAJIRA","DIBULLA",44090,"CACAO",2007,280,80,40,0.5
44,"LA GUAJIRA","VILLANUEVA",44874,"CACAO",2007,60,58,35,0.6
44,"LA GUAJIRA","URUMITA",44855,"CACAO",2007,57,45,32,0.7
44,"LA GUAJIRA","LA JAGUA DEL PILAR",44420,"CACAO",2007,51,48,29,0.6
44,"LA GUAJIRA","RIOHACHA",44001,"CACAO",2007,17,14,8,0.6
44,"LA GUAJIRA","HATO NUEVO",44378,"CACAO",2007,15,7,4,0.5
44,"LA GUAJIRA","FONSECA",44279,"CACAO",2007,14,11,8,0.7
44,"LA GUAJIRA","EL MOLINO",44110,"CACAO",2007,11,10,5,0.5
44,"LA GUAJIRA","SAN JUAN DEL CESAR",44650,"CACAO",2007,8,8,4,0.5
44,"LA GUAJIRA","BARRANCAS",44078,"CACAO",2007,6,6,4,0.6
44,"LA GUAJIRA","DISTRACCION",44098,"CACAO",2007,2,2,1,0.6
47,"MAGDALENA","SANTA MARTA",47001,"CACAO",2007,746,546,273,0.5
47,"MAGDALENA","ZONA BANANERA",47980,"CACAO",2007,411,361,217,0.6
47,"MAGDALENA","ARACATACA",47053,"CACAO",2007,295,275,220,0.8
47,"MAGDALENA","FUNDACION",47288,"CACAO",2007,145,90,63,0.7
47,"MAGDALENA","CIENAGA",47189,"CACAO",2007,135,83,41,0.5
47,"MAGDALENA","EL RETEN",47268,"CACAO",2007,17,8,5,0.6
47,"MAGDALENA","TENERIFE",47798,"CACAO",2007,5,0,0,NA
50,"META","VISTA HERMOSA",50711,"CACAO",2007,685,10,4,0.4
50,"META","GRANADA",50313,"CACAO",2007,496,450,311,0.7
50,"META","EL DORADO",50270,"CACAO",2007,416,145,121,0.8
50,"META","EL CASTILLO",50251,"CACAO",2007,330,85,25,0.3
50,"META","PUERTO LLERAS",50577,"CACAO",2007,210,50,21,0.4
50,"META","LEJANIAS",50400,"CACAO",2007,175,63,25,0.4
50,"META","GUAMAL",50318,"CACAO",2007,130,70,59,0.8
50,"META","SAN LUIS DE CUBARRAL",50223,"CACAO",2007,120,75,47,0.6
50,"META","FUENTE DE ORO",50287,"CACAO",2007,110,35,18,0.5
50,"META","MESETAS",50330,"CACAO",2007,100,0,0,NA
50,"META","SAN JUAN DE ARAMA",50683,"CACAO",2007,40,40,25,0.6
50,"META","ACACIAS",50006,"CACAO",2007,35,20,10,0.5
50,"META","VILLAVICENCIO",50001,"CACAO",2007,31,30,16,0.5
50,"META","PUERTO LOPEZ",50573,"CACAO",2007,30,27,14,0.5
50,"META","PUERTO CONCORDIA",50450,"CACAO",2007,27,27,10,0.4
50,"META","CASTILLA LA NUEVA",50150,"CACAO",2007,19,19,8,0.4
50,"META","LA MACARENA",50350,"CACAO",2007,17,0,0,NA
50,"META","CUMARAL",50226,"CACAO",2007,7,7,4,0.6
50,"META","LA URIBE",50370,"CACAO",2007,6,6,3,0.5
50,"META","SAN CARLOS DE GUAROA",50680,"CACAO",2007,5,3,1,0.3
52,"NARIÑO","TUMACO",52835,"CACAO",2007,7300,6100,1299,0.2
52,"NARIÑO","OLAYA HERRERA",52490,"CACAO",2007,360,145,44,0.3
52,"NARIÑO","ROBERTO PAYAN",52621,"CACAO",2007,308,288,87,0.3
52,"NARIÑO","EL CHARCO",52250,"CACAO",2007,249,249,50,0.2
52,"NARIÑO","POLICARPA",52540,"CACAO",2007,240,10,3,0.3
52,"NARIÑO","MAGUI PAYAN",52427,"CACAO",2007,190,0,0,NA
52,"NARIÑO","LOS ANDES",52418,"CACAO",2007,160,0,0,NA
52,"NARIÑO","MOSQUERA",52473,"CACAO",2007,120,85,24,0.3
52,"NARIÑO","SANTA BARBARA",52696,"CACAO",2007,55,5,1,0.1
52,"NARIÑO","BARBACOAS",52079,"CACAO",2007,43,0,0,NA
52,"NARIÑO","LA TOLA",52390,"CACAO",2007,36,36,5,0.2
52,"NARIÑO","FRANCISCO PIZARRO",52520,"CACAO",2007,29,29,5,0.2
54,"NORTE DE SANTANDER","TIBU",54810,"CACAO",2007,2635,2635,1800,0.7
54,"NORTE DE SANTANDER","SARDINATA",54720,"CACAO",2007,2295,2191,820,0.4
54,"NORTE DE SANTANDER","CUCUTA",54001,"CACAO",2007,1660,1460,710,0.5
54,"NORTE DE SANTANDER","EL TARRA",54250,"CACAO",2007,1350,1350,540,0.4
54,"NORTE DE SANTANDER","TEORAMA",54800,"CACAO",2007,900,780,380,0.5
54,"NORTE DE SANTANDER","EL CARMEN",54245,"CACAO",2007,609,594,297,0.5
54,"NORTE DE SANTANDER","CONVENCION",54206,"CACAO",2007,504,494,198,0.4
54,"NORTE DE SANTANDER","EL ZULIA",54261,"CACAO",2007,420,420,210,0.5
54,"NORTE DE SANTANDER","BUCARASICA",54109,"CACAO",2007,356,353,126,0.4
54,"NORTE DE SANTANDER","SAN CALIXTO",54670,"CACAO",2007,314,254,79,0.3
54,"NORTE DE SANTANDER","LA ESPERANZA",54385,"CACAO",2007,164,158,79,0.5
54,"NORTE DE SANTANDER","HACARI",54344,"CACAO",2007,114,112,45,0.4
54,"NORTE DE SANTANDER","ABREGO",54003,"CACAO",2007,44,42,21,0.5
54,"NORTE DE SANTANDER","SALAZAR",54660,"CACAO",2007,27,12,5,0.4
54,"NORTE DE SANTANDER","CUCUTILLA",54223,"CACAO",2007,24,10,3,0.3
54,"NORTE DE SANTANDER","LOURDES",54418,"CACAO",2007,24,12,4,0.3
54,"NORTE DE SANTANDER","DURANIA",54239,"CACAO",2007,16,16,8,0.5
54,"NORTE DE SANTANDER","PUERTO SANTANDER",54553,"CACAO",2007,14,4,2,0.5
54,"NORTE DE SANTANDER","CACHIRA",54128,"CACAO",2007,12,10,10,1
54,"NORTE DE SANTANDER","ARBOLEDAS",54051,"CACAO",2007,11,10,8,0.8
54,"NORTE DE SANTANDER","SAN CAYETANO",54673,"CACAO",2007,10,10,5,0.5
54,"NORTE DE SANTANDER","SANTIAGO",54680,"CACAO",2007,10,10,5,0.5
54,"NORTE DE SANTANDER","GRAMALOTE",54313,"CACAO",2007,7,7,2,0.4
54,"NORTE DE SANTANDER","CHINACOTA",54172,"CACAO",2007,2,2,2,0.8
86,"PUTUMAYO","VALLE DEL GUAMUEZ",86865,"CACAO",2007,317,182,106,0.6
86,"PUTUMAYO","SAN MIGUEL",86757,"CACAO",2007,185,140,70,0.5
86,"PUTUMAYO","PUERTO ASIS",86568,"CACAO",2007,180,50,25,0.5
86,"PUTUMAYO","ORITO",86320,"CACAO",2007,150,0,0,NA
86,"PUTUMAYO","PUERTO LEGUIZAMO",86573,"CACAO",2007,23,23,4,0.2
86,"PUTUMAYO","PUERTO CAICEDO",86569,"CACAO",2007,20,0,0,NA
63,"QUINDIO","LA TEBAIDA",63401,"CACAO",2007,39,1,0,0.3
63,"QUINDIO","BUENAVISTA",63111,"CACAO",2007,24,17,7,0.4
63,"QUINDIO","GENOVA",63302,"CACAO",2007,7,7,2,0.3
63,"QUINDIO","CORDOBA",63212,"CACAO",2007,4,4,1,0.2
63,"QUINDIO","PIJAO",63548,"CACAO",2007,2,2,0,0.3
66,"RISARALDA","PUEBLO RICO",66572,"CACAO",2007,537,447,313,0.7
66,"RISARALDA","MISTRATO",66456,"CACAO",2007,232,224,78,0.4
66,"RISARALDA","MARSELLA",66440,"CACAO",2007,163,163,157,1
66,"RISARALDA","BALBOA",66075,"CACAO",2007,101,53,21,0.4
66,"RISARALDA","QUINCHIA",66594,"CACAO",2007,35,32,13,0.4
66,"RISARALDA","BELEN DE UMBRIA",66088,"CACAO",2007,16,0,0,NA
