"COD_DPTO","DPTO","MPIO","COD_MUNI","CULTIVO","PERIODO","AREA_SEMBRADA_HA","AREA_COSECHADA_HA","PRODUCCION","RDTOS"
23,"CORDOBA","TIERRALTA",23807,"CACAO",2010,1208,600,360,0.6
23,"CORDOBA","VALENCIA",23855,"CACAO",2010,521,298,452,1.5
23,"CORDOBA","LOS CORDOBAS",23419,"CACAO",2010,242,235,235,1
23,"CORDOBA","PUERTO LIBERTADOR",23580,"CACAO",2010,173,18,11,0.6
23,"CORDOBA","MONTELIBANO",23466,"CACAO",2010,169,0,0,NA
23,"CORDOBA","SAN JOSE DE URE",23682,"CACAO",2010,65,0,0,NA
23,"CORDOBA","CANALETE",23090,"CACAO",2010,50,25,20,0.8
23,"CORDOBA","PUERTO ESCONDIDO",23574,"CACAO",2010,16,4,3,0.7
23,"CORDOBA","MONTERIA",23001,"CACAO",2010,12,10,6,0.6
23,"CORDOBA","CIENAGA DE ORO",23189,"CACAO",2010,12,12,10,0.8
23,"CORDOBA","SAN PELAYO",23686,"CACAO",2010,4,0,0,NA
23,"CORDOBA","PUEBLO NUEVO",23570,"CACAO",2010,4,2,1,0.6
25,"CUNDINAMARCA","YACOPI",25885,"CACAO",2010,2539,1539,1600,1
25,"CUNDINAMARCA","CAPARRAPI",25148,"CACAO",2010,573,535,320,0.6
25,"CUNDINAMARCA","NILO",25488,"CACAO",2010,296,164,165,1
25,"CUNDINAMARCA","VIOTA",25878,"CACAO",2010,242,216,180,0.8
25,"CUNDINAMARCA","JERUSALEN",25368,"CACAO",2010,232,132,132,1
25,"CUNDINAMARCA","PAIME",25518,"CACAO",2010,193,76,91,1.2
25,"CUNDINAMARCA","MEDINA",25438,"CACAO",2010,160,25,25,1
25,"CUNDINAMARCA","EL PEÑON",25258,"CACAO",2010,155,95,85,0.9
25,"CUNDINAMARCA","GUADUAS",25320,"CACAO",2010,80,80,112,1.4
25,"CUNDINAMARCA","LA VEGA",25402,"CACAO",2010,57,57,23,0.4
25,"CUNDINAMARCA","LA PALMA",25394,"CACAO",2010,52,50,50,1
25,"CUNDINAMARCA","PULI",25580,"CACAO",2010,51,36,36,1
25,"CUNDINAMARCA","ANAPOIMA",25035,"CACAO",2010,45,21,15,0.7
25,"CUNDINAMARCA","TOPAIPI",25823,"CACAO",2010,44,20,14,0.7
25,"CUNDINAMARCA","SAN JUAN DE RIOSECO",25662,"CACAO",2010,20,20,8,0.4
25,"CUNDINAMARCA","NOCAIMA",25491,"CACAO",2010,15,10,3,0.3
25,"CUNDINAMARCA","TOCAIMA",25815,"CACAO",2010,15,10,8,0.8
25,"CUNDINAMARCA","QUEBRADANEGRA",25592,"CACAO",2010,13,5,5,1
25,"CUNDINAMARCA","SASAIMA",25718,"CACAO",2010,12,2,4,1.8
25,"CUNDINAMARCA","EL COLEGIO",25245,"CACAO",2010,11,10,5,0.5
25,"CUNDINAMARCA","CHAGUANI",25168,"CACAO",2010,10,8,6,0.8
25,"CUNDINAMARCA","NIMAIMA",25489,"CACAO",2010,9,7,8,1.2
25,"CUNDINAMARCA","BITUIMA",25095,"CACAO",2010,8,0,0,NA
25,"CUNDINAMARCA","PARATEBUENO",25530,"CACAO",2010,4,0,0,NA
94,"GUAINIA","INIRIDA",94001,"CACAO",2010,129,60,15,0.3
95,"GUAVIARE","EL RETORNO",95025,"CACAO",2010,275,4,1,0.2
95,"GUAVIARE","SAN JOSE DEL GUAVIARE",95001,"CACAO",2010,187,38,8,0.2
95,"GUAVIARE","CALAMAR",95015,"CACAO",2010,58,4,1,0.2
95,"GUAVIARE","MIRAFLORES",95200,"CACAO",2010,8,0,0,NA
41,"HUILA","RIVERA",41615,"CACAO",2010,1215,1063,563,0.5
41,"HUILA","TELLO",41799,"CACAO",2010,883,803,418,0.5
41,"HUILA","GIGANTE",41306,"CACAO",2010,797,712,320,0.5
41,"HUILA","TESALIA",41797,"CACAO",2010,651,558,279,0.5
41,"HUILA","PALERMO",41524,"CACAO",2010,620,489,254,0.5
41,"HUILA","TARQUI",41791,"CACAO",2010,602,563,253,0.5
41,"HUILA","CAMPOALEGRE",41132,"CACAO",2010,576,446,227,0.5
41,"HUILA","NEIVA",41001,"CACAO",2010,434,362,148,0.4
41,"HUILA","GARZON",41298,"CACAO",2010,370,259,111,0.4
41,"HUILA","BARAYA",41078,"CACAO",2010,337,323,136,0.4
41,"HUILA","LA PLATA",41396,"CACAO",2010,325,149,66,0.4
41,"HUILA","AGRADO",41013,"CACAO",2010,314,248,112,0.5
41,"HUILA","PAICOL",41518,"CACAO",2010,298,254,127,0.5
41,"HUILA","COLOMBIA",41206,"CACAO",2010,282,282,116,0.4
41,"HUILA","PITAL",41548,"CACAO",2010,267,253,89,0.4
41,"HUILA","IQUIRA",41357,"CACAO",2010,182,135,54,0.4
41,"HUILA","ELIAS",41244,"CACAO",2010,144,108,43,0.4
41,"HUILA","SANTA MARIA",41676,"CACAO",2010,135,89,36,0.4
41,"HUILA","TERUEL",41801,"CACAO",2010,131,41,17,0.4
41,"HUILA","SUAZA",41770,"CACAO",2010,124,113,46,0.4
41,"HUILA","ALGECIRAS",41020,"CACAO",2010,122,45,23,0.5
41,"HUILA","NATAGA",41483,"CACAO",2010,111,21,9,0.4
41,"HUILA","HOBO",41349,"CACAO",2010,103,61,26,0.4
41,"HUILA","OPORAPA",41503,"CACAO",2010,96,90,36,0.4
41,"HUILA","GUADALUPE",41319,"CACAO",2010,86,74,33,0.5
41,"HUILA","SALADOBLANCO",41660,"CACAO",2010,82,75,31,0.4
41,"HUILA","YAGUARA",41885,"CACAO",2010,64,64,26,0.4
41,"HUILA","AIPE",41016,"CACAO",2010,61,40,17,0.4
41,"HUILA","PITALITO",41551,"CACAO",2010,57,37,16,0.4
41,"HUILA","VILLAVIEJA",41872,"CACAO",2010,40,29,14,0.5
41,"HUILA","TIMANA",41807,"CACAO",2010,35,26,10,0.4
41,"HUILA","ISNOS",41359,"CACAO",2010,35,32,13,0.4
41,"HUILA","ACEVEDO",41006,"CACAO",2010,10,10,4,0.4
41,"HUILA","ALTAMIRA",41026,"CACAO",2010,7,5,2,0.4
41,"HUILA","SAN AGUSTIN",41668,"CACAO",2010,5,2,1,0.4
41,"HUILA","PALESTINA",41530,"CACAO",2010,4,4,1,0.4
44,"LA GUAJIRA","DIBULLA",44090,"CACAO",2010,208,115,69,0.6
44,"LA GUAJIRA","URUMITA",44855,"CACAO",2010,59,54,43,0.8
44,"LA GUAJIRA","LA JAGUA DEL PILAR",44420,"CACAO",2010,49,47,28,0.6
44,"LA GUAJIRA","EL MOLINO",44110,"CACAO",2010,32,12,8,0.7
44,"LA GUAJIRA","VILLANUEVA",44874,"CACAO",2010,27,25,25,1
44,"LA GUAJIRA","RIOHACHA",44001,"CACAO",2010,26,16,10,0.6
44,"LA GUAJIRA","SAN JUAN DEL CESAR",44650,"CACAO",2010,12,10,5,0.5
44,"LA GUAJIRA","FONSECA",44279,"CACAO",2010,11,11,7,0.6
44,"LA GUAJIRA","DISTRACCION",44098,"CACAO",2010,8,4,3,0.8
44,"LA GUAJIRA","HATO NUEVO",44378,"CACAO",2010,8,8,4,0.5
44,"LA GUAJIRA","BARRANCAS",44078,"CACAO",2010,6,6,4,0.6
47,"MAGDALENA","SANTA MARTA",47001,"CACAO",2010,1206,746,373,0.5
47,"MAGDALENA","ZONA BANANERA",47980,"CACAO",2010,414,411,206,0.5
47,"MAGDALENA","ARACATACA",47053,"CACAO",2010,305,305,153,0.5
47,"MAGDALENA","CIENAGA",47189,"CACAO",2010,180,95,48,0.5
47,"MAGDALENA","FUNDACION",47288,"CACAO",2010,155,155,93,0.6
47,"MAGDALENA","EL RETEN",47268,"CACAO",2010,17,17,9,0.5
50,"META","VISTA HERMOSA",50711,"CACAO",2010,899,650,390,0.6
50,"META","GRANADA",50313,"CACAO",2010,626,500,300,0.6
50,"META","EL DORADO",50270,"CACAO",2010,454,120,72,0.6
50,"META","PUERTO LLERAS",50577,"CACAO",2010,371,220,110,0.5
50,"META","EL CASTILLO",50251,"CACAO",2010,363,150,60,0.4
50,"META","LEJANIAS",50400,"CACAO",2010,242,130,130,1
50,"META","LA URIBE",50370,"CACAO",2010,229,129,77,0.6
50,"META","PUERTO CONCORDIA",50450,"CACAO",2010,227,227,91,0.4
50,"META","MESETAS",50330,"CACAO",2010,164,30,18,0.6
50,"META","PUERTO RICO",50590,"CACAO",2010,157,10,4,0.4
50,"META","GUAMAL",50318,"CACAO",2010,148,125,100,0.8
50,"META","FUENTE DE ORO",50287,"CACAO",2010,136,120,72,0.6
50,"META","PUERTO GAITAN",50568,"CACAO",2010,126,10,6,0.6
50,"META","ACACIAS",50006,"CACAO",2010,126,60,45,0.8
50,"META","SAN LUIS DE CUBARRAL",50223,"CACAO",2010,112,100,60,0.6
50,"META","LA MACARENA",50350,"CACAO",2010,100,25,13,0.5
50,"META","SAN JUAN DE ARAMA",50683,"CACAO",2010,100,40,24,0.6
50,"META","MAPIRIPAN",50325,"CACAO",2010,60,0,0,NA
50,"META","SAN MARTIN",50689,"CACAO",2010,60,50,30,0.6
50,"META","VILLAVICENCIO",50001,"CACAO",2010,59,36,18,0.5
50,"META","CASTILLA LA NUEVA",50150,"CACAO",2010,53,35,12,0.4
50,"META","PUERTO LOPEZ",50573,"CACAO",2010,52,32,16,0.5
50,"META","CABUYARO",50124,"CACAO",2010,15,10,6,0.6
50,"META","CUMARAL",50226,"CACAO",2010,10,10,6,0.6
50,"META","SAN CARLOS DE GUAROA",50680,"CACAO",2010,5,5,3,0.5
52,"NARIÑO","TUMACO",52835,"CACAO",2010,13014,8828,1766,0.2
52,"NARIÑO","ROBERTO PAYAN",52621,"CACAO",2010,740,325,91,0.3
52,"NARIÑO","POLICARPA",52540,"CACAO",2010,465,385,308,0.8
52,"NARIÑO","EL CHARCO",52250,"CACAO",2010,442,170,48,0.3
52,"NARIÑO","MAGUI PAYAN",52427,"CACAO",2010,394,350,105,0.3
52,"NARIÑO","OLAYA HERRERA",52490,"CACAO",2010,300,150,30,0.2
52,"NARIÑO","FRANCISCO PIZARRO",52520,"CACAO",2010,216,97,15,0.2
52,"NARIÑO","EL ROSARIO",52256,"CACAO",2010,215,55,50,0.9
52,"NARIÑO","CUMBITARA",52233,"CACAO",2010,160,160,64,0.4
52,"NARIÑO","BARBACOAS",52079,"CACAO",2010,150,70,11,0.2
52,"NARIÑO","LEIVA",52405,"CACAO",2010,149,11,10,0.9
52,"NARIÑO","LOS ANDES",52418,"CACAO",2010,130,70,35,0.5
52,"NARIÑO","LA TOLA",52390,"CACAO",2010,107,51,8,0.2
52,"NARIÑO","SANTA BARBARA",52696,"CACAO",2010,88,37,9,0.3
52,"NARIÑO","EL PEÑOL",52254,"CACAO",2010,80,0,0,NA
52,"NARIÑO","LA UNION",52399,"CACAO",2010,60,0,0,NA
52,"NARIÑO","MOSQUERA",52473,"CACAO",2010,48,43,12,0.3
52,"NARIÑO","IPIALES",52356,"CACAO",2010,39,30,5,0.2
52,"NARIÑO","LINARES",52411,"CACAO",2010,15,0,0,NA
52,"NARIÑO","SANDONA",52683,"CACAO",2010,10,0,0,NA
54,"NORTE DE SANTANDER","TIBU",54810,"CACAO",2010,4687,4003,1800,0.4
54,"NORTE DE SANTANDER","SARDINATA",54720,"CACAO",2010,2788,2565,1200,0.5
54,"NORTE DE SANTANDER","CUCUTA",54001,"CACAO",2010,1875,1775,751,0.4
54,"NORTE DE SANTANDER","EL TARRA",54250,"CACAO",2010,1581,1541,660,0.4
54,"NORTE DE SANTANDER","TEORAMA",54800,"CACAO",2010,1046,846,481,0.6
54,"NORTE DE SANTANDER","EL CARMEN",54245,"CACAO",2010,747,693,350,0.5
54,"NORTE DE SANTANDER","CONVENCION",54206,"CACAO",2010,704,554,390,0.7
54,"NORTE DE SANTANDER","BUCARASICA",54109,"CACAO",2010,464,345,138,0.4
54,"NORTE DE SANTANDER","EL ZULIA",54261,"CACAO",2010,420,420,210,0.5
54,"NORTE DE SANTANDER","SAN CALIXTO",54670,"CACAO",2010,411,371,170,0.5
54,"NORTE DE SANTANDER","LA ESPERANZA",54385,"CACAO",2010,314,284,189,0.7
54,"NORTE DE SANTANDER","HACARI",54344,"CACAO",2010,213,178,107,0.6
54,"NORTE DE SANTANDER","GRAMALOTE",54313,"CACAO",2010,57,50,20,0.4
54,"NORTE DE SANTANDER","ABREGO",54003,"CACAO",2010,54,54,32,0.6
54,"NORTE DE SANTANDER","SALAZAR",54660,"CACAO",2010,37,28,24,0.8
54,"NORTE DE SANTANDER","SAN CAYETANO",54673,"CACAO",2010,34,10,10,1
54,"NORTE DE SANTANDER","LOURDES",54418,"CACAO",2010,34,34,22,0.6
54,"NORTE DE SANTANDER","CACHIRA",54128,"CACAO",2010,16,14,7,0.5
54,"NORTE DE SANTANDER","DURANIA",54239,"CACAO",2010,16,16,8,0.5
54,"NORTE DE SANTANDER","ARBOLEDAS",54051,"CACAO",2010,14,11,7,0.6
54,"NORTE DE SANTANDER","SANTIAGO",54680,"CACAO",2010,13,13,5,0.4
54,"NORTE DE SANTANDER","CUCUTILLA",54223,"CACAO",2010,12,11,3,0.3
54,"NORTE DE SANTANDER","LOS PATIOS",54405,"CACAO",2010,10,0,0,NA
54,"NORTE DE SANTANDER","PUERTO SANTANDER",54553,"CACAO",2010,8,8,8,1
54,"NORTE DE SANTANDER","CHINACOTA",54172,"CACAO",2010,2,2,1,0.4
86,"PUTUMAYO","VALLE DEL GUAMUEZ",86865,"CACAO",2010,780,226,121,0.5
86,"PUTUMAYO","SAN MIGUEL",86757,"CACAO",2010,305,180,140,0.8
86,"PUTUMAYO","PUERTO ASIS",86568,"CACAO",2010,190,170,135,0.8
86,"PUTUMAYO","PUERTO LEGUIZAMO",86573,"CACAO",2010,60,22,6,0.3
86,"PUTUMAYO","VILLAGARZON",86885,"CACAO",2010,38,0,0,NA
86,"PUTUMAYO","PUERTO CAICEDO",86569,"CACAO",2010,20,18,13,0.7
63,"QUINDIO","LA TEBAIDA",63401,"CACAO",2010,39,39,8,0.2
63,"QUINDIO","BUENAVISTA",63111,"CACAO",2010,24,24,8,0.3
63,"QUINDIO","CORDOBA",63212,"CACAO",2010,8,4,1,0.2
63,"QUINDIO","GENOVA",63302,"CACAO",2010,7,7,1,0.2
63,"QUINDIO","MONTENEGRO",63470,"CACAO",2010,3,3,1,0.2
63,"QUINDIO","QUIMBAYA",63594,"CACAO",2010,2,2,0,0.2
63,"QUINDIO","PIJAO",63548,"CACAO",2010,1,1,0,0.2
66,"RISARALDA","PUEBLO RICO",66572,"CACAO",2010,576,567,227,0.4
66,"RISARALDA","MARSELLA",66440,"CACAO",2010,211,151,91,0.6
66,"RISARALDA","MISTRATO",66456,"CACAO",2010,173,171,120,0.7
66,"RISARALDA","BALBOA",66075,"CACAO",2010,83,75,30,0.4
66,"RISARALDA","QUINCHIA",66594,"CACAO",2010,51,46,28,0.6
66,"RISARALDA","PEREIRA",66001,"CACAO",2010,15,15,9,0.6
66,"RISARALDA","LA VIRGINIA",66400,"CACAO",2010,13,13,5,0.4
68,"SANTANDER","SAN VICENTE DE CHUCURI",68689,"CACAO",2010,12778,10700,5350,0.5
68,"SANTANDER","EL CARMEN DE CHUCURI",68235,"CACAO",2010,10294,7500,4200,0.6
68,"SANTANDER","LANDAZURI",68385,"CACAO",2010,7308,6608,3414,0.5
68,"SANTANDER","RIONEGRO",68615,"CACAO",2010,4718,4475,2250,0.5
68,"SANTANDER","CIMITARRA",68190,"CACAO",2010,2705,2025,2025,1
68,"SANTANDER","EL PLAYON",68255,"CACAO",2010,1215,1000,545,0.5
68,"SANTANDER","LEBRIJA",68406,"CACAO",2010,1178,830,664,0.8
68,"SANTANDER","BETULIA",68092,"CACAO",2010,662,603,569,0.9
68,"SANTANDER","LA BELLEZA",68377,"CACAO",2010,545,475,238,0.5
68,"SANTANDER","SUCRE",68773,"CACAO",2010,382,262,79,0.3
68,"SANTANDER","LA PAZ",68397,"CACAO",2010,337,332,166,0.5
68,"SANTANDER","EL GUACAMAYO",68245,"CACAO",2010,275,230,115,0.5
68,"SANTANDER","BOLIVAR",68101,"CACAO",2010,243,227,114,0.5
68,"SANTANDER","VELEZ",68861,"CACAO",2010,230,210,105,0.5
68,"SANTANDER","SIMACOTA",68745,"CACAO",2010,203,163,140,0.9
68,"SANTANDER","GUAPOTA",68322,"CACAO",2010,180,168,134,0.8
68,"SANTANDER","BARRANCABERMEJA",68081,"CACAO",2010,179,95,57,0.6
68,"SANTANDER","PUERTO PARRA",68573,"CACAO",2010,175,0,0,NA
68,"SANTANDER","SANTA HELENA DEL OPON",68720,"CACAO",2010,170,90,45,0.5
68,"SANTANDER","GIRON",68307,"CACAO",2010,170,130,78,0.6
68,"SANTANDER","SOCORRO",68755,"CACAO",2010,152,75,70,0.9
68,"SANTANDER","GUADALUPE",68320,"CACAO",2010,146,20,20,1
68,"SANTANDER","CHIMA",68176,"CACAO",2010,118,18,18,1
68,"SANTANDER","FLORIAN",68271,"CACAO",2010,115,110,66,0.6
68,"SANTANDER","HATO",68344,"CACAO",2010,110,85,49,0.6
68,"SANTANDER","SABANA DE TORRES",68655,"CACAO",2010,91,38,19,0.5
68,"SANTANDER","PIEDECUESTA",68547,"CACAO",2010,80,70,35,0.5
68,"SANTANDER","GALAN",68296,"CACAO",2010,63,38,26,0.7
68,"SANTANDER","PALMAS DEL SOCORRO",68524,"CACAO",2010,60,46,28,0.6
68,"SANTANDER","EL PEÑON",68250,"CACAO",2010,60,45,36,0.8
68,"SANTANDER","CONTRATACION",68211,"CACAO",2010,43,33,23,0.7
68,"SANTANDER","FLORIDABLANCA",68276,"CACAO",2010,35,35,28,0.8
68,"SANTANDER","VALLE DE SAN JOSE",68855,"CACAO",2010,29,1,1,1
68,"SANTANDER","CHARTA",68169,"CACAO",2010,26,6,1,0.2
68,"SANTANDER","SAN BENITO",68673,"CACAO",2010,20,8,8,1
68,"SANTANDER","BUCARAMANGA",68001,"CACAO",2010,17,10,10,1
68,"SANTANDER","PALMAR",68522,"CACAO",2010,13,0,0,NA
68,"SANTANDER","OIBA",68500,"CACAO",2010,12,9,7,0.8
68,"SANTANDER","MOLAGAVITA",68468,"CACAO",2010,8,8,3,0.4
70,"SUCRE","GUARANDA",70265,"CACAO",2010,40,40,240,6
70,"SUCRE","CHALAN",70230,"CACAO",2010,23,0,0,NA
70,"SUCRE","MORROA",70473,"CACAO",2010,12,0,0,NA
73,"TOLIMA","CHAPARRAL",73168,"CACAO",2010,2260,2070,1035,0.5
73,"TOLIMA","ATACO",73067,"CACAO",2010,2000,1370,823,0.6
73,"TOLIMA","RIOBLANCO",73616,"CACAO",2010,816,370,296,0.8
73,"TOLIMA","MARIQUITA",73443,"CACAO",2010,518,401,321,0.8
73,"TOLIMA","CUNDAY",73226,"CACAO",2010,505,499,499,1
73,"TOLIMA","FALAN",73270,"CACAO",2010,378,103,82,0.8
73,"TOLIMA","PLANADAS",73555,"CACAO",2010,377,137,206,1.5
73,"TOLIMA","MELGAR",73449,"CACAO",2010,360,230,184,0.8
73,"TOLIMA","PRADO",73563,"CACAO",2010,270,250,215,0.9
73,"TOLIMA","PURIFICACION",73585,"CACAO",2010,250,230,184,0.8
73,"TOLIMA","ORTEGA",73504,"CACAO",2010,231,214,150,0.7
73,"TOLIMA","ARMERO (GUAYABAL)",73055,"CACAO",2010,190,120,84,0.7
73,"TOLIMA","CARMEN DE APICALA",73148,"CACAO",2010,171,170,136,0.8
73,"TOLIMA","VILLARRICA",73873,"CACAO",2010,165,145,73,0.5
73,"TOLIMA","LERIDA",73408,"CACAO",2010,124,78,62,0.8
73,"TOLIMA","IBAGUE",73001,"CACAO",2010,118,72,58,0.8
73,"TOLIMA","PALOCABILDO",73520,"CACAO",2010,118,90,72,0.8
73,"TOLIMA","LIBANO",73411,"CACAO",2010,117,100,70,0.7
73,"TOLIMA","NATAGAIMA",73483,"CACAO",2010,114,62,43,0.7
73,"TOLIMA","FRESNO",73283,"CACAO",2010,112,92,55,0.6
73,"TOLIMA","SAN ANTONIO",73675,"CACAO",2010,100,100,80,0.8
73,"TOLIMA","ALVARADO",73026,"CACAO",2010,78,54,43,0.8
73,"TOLIMA","VENADILLO",73861,"CACAO",2010,78,45,34,0.8
73,"TOLIMA","DOLORES",73236,"CACAO",2010,50,10,3,0.3
73,"TOLIMA","CASABIANCA",73152,"CACAO",2010,49,33,22,0.7
73,"TOLIMA","ICONONZO",73352,"CACAO",2010,45,40,20,0.5
73,"TOLIMA","ROVIRA",73624,"CACAO",2010,42,42,17,0.4
73,"TOLIMA","ALPUJARRA",73024,"CACAO",2010,28,15,25,1.7
73,"TOLIMA","ANZOATEGUI",73043,"CACAO",2010,18,10,5,0.5
73,"TOLIMA","SAN LUIS",73678,"CACAO",2010,17,12,6,0.5
73,"TOLIMA","VALLE DE SAN JUAN",73854,"CACAO",2010,5,5,2,0.4
76,"VALLE DEL CAUCA","JAMUNDI",76364,"CACAO",2010,300,122,79,0.6
76,"VALLE DEL CAUCA","BOLIVAR",76100,"CACAO",2010,172,132,66,0.5
76,"VALLE DEL CAUCA","TULUA",76834,"CACAO",2010,68,66,26,0.4
76,"VALLE DEL CAUCA","BUGALAGRANDE",76113,"CACAO",2010,63,43,30,0.7
76,"VALLE DEL CAUCA","BUENAVENTURA",76109,"CACAO",2010,59,40,18,0.5
76,"VALLE DEL CAUCA","RIOFRIO",76616,"CACAO",2010,58,53,27,0.5
76,"VALLE DEL CAUCA","OBANDO",76497,"CACAO",2010,55,25,3,0.1
76,"VALLE DEL CAUCA","ANSERMANUEVO",76041,"CACAO",2010,54,8,6,0.8
76,"VALLE DEL CAUCA","LA VICTORIA",76403,"CACAO",2010,50,10,5,0.5
76,"VALLE DEL CAUCA","EL AGUILA",76243,"CACAO",2010,46,20,7,0.4
76,"VALLE DEL CAUCA","DAGUA",76233,"CACAO",2010,41,30,6,0.2
76,"VALLE DEL CAUCA","ROLDANILLO",76622,"CACAO",2010,24,24,12,0.5
76,"VALLE DEL CAUCA","EL DOVIO",76250,"CACAO",2010,22,2,2,0.8
76,"VALLE DEL CAUCA","TRUJILLO",76828,"CACAO",2010,21,8,6,0.8
76,"VALLE DEL CAUCA","TORO",76823,"CACAO",2010,21,21,12,0.6
76,"VALLE DEL CAUCA","ANDALUCIA",76036,"CACAO",2010,20,9,5,0.6
76,"VALLE DEL CAUCA","BUGA",76111,"CACAO",2010,18,2,3,1.5
76,"VALLE DEL CAUCA","FLORIDA",76275,"CACAO",2010,18,12,7,0.6
76,"VALLE DEL CAUCA","ARGELIA",76054,"CACAO",2010,17,9,5,0.6
76,"VALLE DEL CAUCA","CARTAGO",76147,"CACAO",2010,14,6,5,0.8
76,"VALLE DEL CAUCA","LA UNION",76400,"CACAO",2010,13,13,6,0.5
76,"VALLE DEL CAUCA","CALIMA EL DARIEN",76126,"CACAO",2010,12,6,3,0.5
76,"VALLE DEL CAUCA","SEVILLA",76736,"CACAO",2010,11,6,2,0.4
76,"VALLE DEL CAUCA","CAICEDONIA",76122,"CACAO",2010,10,0,0,NA
76,"VALLE DEL CAUCA","CANDELARIA",76130,"CACAO",2010,9,8,4,0.5
76,"VALLE DEL CAUCA","EL CAIRO",76246,"CACAO",2010,6,4,2,0.5
76,"VALLE DEL CAUCA","GUACARI",76318,"CACAO",2010,5,5,5,0.9
99,"VICHADA","CUMARIBO",99773,"CACAO",2010,150,90,36,0.4
99,"VICHADA","LA PRIMAVERA",99524,"CACAO",2010,40,0,0,NA
91,"AMAZONAS","LETICIA",91001,"CACAO",2011,11,2,1,0.5
5,"ANTIOQUIA","TURBO",5837,"CACAO",2011,2161,961,704,0.7
5,"ANTIOQUIA","APARTADO",5045,"CACAO",2011,1515,1435,800,0.6
5,"ANTIOQUIA","NECOCLI",5490,"CACAO",2011,1358,798,463,0.6
5,"ANTIOQUIA","MACEO",5425,"CACAO",2011,1185,1095,767,0.7
5,"ANTIOQUIA","TARAZA",5790,"CACAO",2011,679,179,107,0.6
5,"ANTIOQUIA","VEGACHI",5858,"CACAO",2011,671,587,176,0.3
5,"ANTIOQUIA","SAN PEDRO DE URABA",5665,"CACAO",2011,628,235,71,0.3
5,"ANTIOQUIA","YALI",5885,"CACAO",2011,618,586,469,0.8
5,"ANTIOQUIA","AMALFI",5031,"CACAO",2011,617,244,122,0.5
5,"ANTIOQUIA","ANORI",5040,"CACAO",2011,542,399,200,0.5
5,"ANTIOQUIA","SAN JUAN DE URABA",5659,"CACAO",2011,490,318,191,0.6
5,"ANTIOQUIA","PUERTO NARE",5585,"CACAO",2011,437,140,53,0.4
5,"ANTIOQUIA","CACERES",5120,"CACAO",2011,423,83,83,1
5,"ANTIOQUIA","VALDIVIA",5854,"CACAO",2011,422,250,125,0.5
5,"ANTIOQUIA","REMEDIOS",5604,"CACAO",2011,395,392,235,0.6
5,"ANTIOQUIA","NARIÑO",5483,"CACAO",2011,319,310,124,0.4
5,"ANTIOQUIA","DABEIBA",5234,"CACAO",2011,317,315,189,0.6
5,"ANTIOQUIA","CHIGORODO",5172,"CACAO",2011,308,197,158,0.8
5,"ANTIOQUIA","ITUANGO",5361,"CACAO",2011,292,10,2,0.2
5,"ANTIOQUIA","SAN FRANCISCO",5652,"CACAO",2011,266,12,12,1
5,"ANTIOQUIA","ARBOLETES",5051,"CACAO",2011,264,224,190,0.9
5,"ANTIOQUIA","CARACOLI",5142,"CACAO",2011,237,187,47,0.3
5,"ANTIOQUIA","EL BAGRE",5250,"CACAO",2011,214,55,22,0.4
5,"ANTIOQUIA","YONDO",5893,"CACAO",2011,211,161,56,0.4
5,"ANTIOQUIA","CAREPA",5147,"CACAO",2011,203,169,101,0.6
5,"ANTIOQUIA","TAMESIS",5789,"CACAO",2011,182,176,105,0.6
5,"ANTIOQUIA","PUERTO BERRIO",5579,"CACAO",2011,178,127,38,0.3
5,"ANTIOQUIA","BRICEÑO",5107,"CACAO",2011,165,99,98,1
5,"ANTIOQUIA","SAN CARLOS",5649,"CACAO",2011,136,105,91,0.9
5,"ANTIOQUIA","URAMITA",5842,"CACAO",2011,130,35,3,0.1
5,"ANTIOQUIA","SAN LUIS",5660,"CACAO",2011,125,0,0,NA
5,"ANTIOQUIA","YOLOMBO",5890,"CACAO",2011,124,109,64,0.6
5,"ANTIOQUIA","EBEJICO",5240,"CACAO",2011,120,100,45,0.5
5,"ANTIOQUIA","SAN ANDRES",5647,"CACAO",2011,103,102,22,0.2
5,"ANTIOQUIA","PUERTO TRIUNFO",5591,"CACAO",2011,86,16,8,0.5
5,"ANTIOQUIA","SAN ROQUE",5670,"CACAO",2011,86,83,41,0.5
5,"ANTIOQUIA","CAÑASGORDAS",5138,"CACAO",2011,81,48,19,0.4
5,"ANTIOQUIA","ARGELIA",5055,"CACAO",2011,80,40,35,0.9
5,"ANTIOQUIA","SONSON",5756,"CACAO",2011,74,54,27,0.5
5,"ANTIOQUIA","ZARAGOZA",5895,"CACAO",2011,73,58,23,0.4
5,"ANTIOQUIA","SANTA BARBARA",5679,"CACAO",2011,72,32,20,0.6
5,"ANTIOQUIA","SEGOVIA",5736,"CACAO",2011,61,42,17,0.4
5,"ANTIOQUIA","SANTO DOMINGO",5690,"CACAO",2011,54,42,25,0.6
5,"ANTIOQUIA","CAMPAMENTO",5134,"CACAO",2011,50,46,51,1.1
5,"ANTIOQUIA","VALPARAISO",5856,"CACAO",2011,43,43,39,0.9
5,"ANTIOQUIA","FRONTINO",5284,"CACAO",2011,40,13,8,0.6
5,"ANTIOQUIA","ARMENIA",5059,"CACAO",2011,35,30,10,0.3
5,"ANTIOQUIA","TOLEDO",5819,"CACAO",2011,31,18,4,0.2
