"","iso3","continent","year","df_ha","gdp_perc","food_exports","exports_gdp","food_infl","pop_growth","gdp_growth","foreing_invest","tmp_change"
"475","ETH","africa",2009,4631.25,1150.21,71.144,20.402731778551,7.06841,2.75686,8.80255,2.2e+08,1.369
"476","ETH","africa",2010,33637.5,1259.02,68.0426,8.95369205168211,1.49463,2.78376,12.5505,2.9e+08,1.29
"477","ETH","africa",2006,37056.3,929.694,70.8577,19.0591833612173,13.574,2.76814,10.8347,5.5e+08,1.008
"478","ETH","africa",2017,30843.8,2021.56,84.9352,7.62937,11.2841,2.66341,9.56419,4e+09,1.523
"479","ETH","africa",2018,40725,2103.52,88.5156,8.37268,12.5852,2.61997,6.81615,3.4e+09,0.964
"480","ETH","africa",2015,138956,1779.08,77.4803,9.36331,12.0526,2.75611,10.3925,2.6e+09,1.462
"481","FJI","oceania",2004,256.25,10630.5,46.3123,54.2008,4.83173,0.218612,5.3,2.5e+08,0.574
"482","FJI","oceania",2005,1043.75,10656.1,59.741,54.0675,2.60934,0.45649,0.7,1.7e+08,0.729
"483","FJI","oceania",2006,893.75,10771.4,63.8826,50.0817,1.72644,0.759397,1.85248,5.8e+08,0.666
"484","FJI","oceania",2007,431.25,10573.6,65.6747,48.602,6.11825,0.999495,-0.850654,4.6e+08,1.029
"485","FJI","oceania",2008,543.75,10566.9,67.665,53.2837,4.48561,1.0908,1.03279,6.8e+08,0.601
"486","FJI","oceania",2009,1268.75,10319.4,66.9607,46.6106,3.38132,0.974703,-1.38604,3.1e+08,0.38
"487","FJI","oceania",2010,1887.5,10547.9,54.451,57.4344,4.05288,0.721354,2.95467,1.8e+08,0.961
"488","FJI","oceania",2011,225,10787.6,54.9706,59.2803,10.5819,0.421874,2.70514,2.2e+08,0.933
"489","FJI","oceania",2012,368.75,10919.5,57.3133,61.1125,4.40137,0.18675,1.41131,2.8e+08,0.615
"490","FJI","oceania",2013,1150,11429.3,58.8853,56.8738,3.53868,0.062057,4.73422,2.4e+08,0.965
"491","FJI","oceania",2014,5187.5,12058,61.0934,52.3343,1.94912,0.097572,5.60351,3.8e+08,0.753
"492","FJI","oceania",2015,3687.5,12569.1,58.9691,48.8368,4.76133,0.251862,4.5012,2.1e+08,0.632
"493","FJI","oceania",2016,3668.75,12820.8,57.7055,46.6467,6.01646,0.433535,2.44565,3.9e+08,1.109
"494","FJI","oceania",2017,3093.75,13429.3,65.5073,45.9843,-2.07997,0.577646,5.35336,3.9e+08,1.152
"495","FJI","oceania",2018,1056.25,13846.1,57.8806,47.9131,3.52769,0.68486,3.81235,4.7e+08,0.794
"496","GAB","africa",2008,368.75,14378.5,0.412868,62.1997,5.38158,3.07423,-3.30843,6.9e+08,0.854
"497","GAB","africa",2009,2181.25,13934.9,0.755747,52.1717,5.19707,3.26426,0.130331,6.4e+08,0.868
"498","GAB","africa",2010,3518.75,14415.4,NA,57.6635,3.2632,3.45915,7.08989,5.2e+08,0.979
"499","GAB","africa",2011,7037.5,14883.5,NA,61.7444,4.06926,3.65632,7.09175,1.1e+09,0.568
"500","GAB","africa",2012,2706.25,15082.7,NA,60.9503,5.69001,3.78858,5.25108,6.8e+08,0.548
"501","GAB","africa",2013,2731.25,15342.2,NA,57.3574,-0.368378,3.77941,5.6387,3.2e+08,0.727
"502","GAB","africa",2014,4468.75,15437.3,NA,44.5209,3.05724,3.60662,4.31496,1.3e+09,0.753
"503","GAB","africa",2015,14156.3,15510,NA,46.032,2.86397,3.33525,3.8789,4.2e+07,0.959
"504","GAB","africa",2016,14806.3,15359.7,NA,44.0353,-0.078409,3.04364,2.09144,1.2e+09,1.353
"505","GAB","africa",2017,5087.5,15006.8,NA,50.2268,-0.715937,2.79587,0.472642,1.3e+09,1.105
"506","GAB","africa",2018,918.75,14743.7,NA,54.2991,3.65561,2.60349,0.837917,1.4e+09,0.809
"507","GAB","africa",2004,1012.5,15767.2,1.24991,55.0392,-0.168014,2.53158,0.689543,3.1e+08,0.816
"508","GAB","africa",2005,900,15761.1,1.12411,60.0087,-0.666938,2.67928,2.6762,3.3e+08,0.753
"509","GAB","africa",2006,1618.75,14894.7,0.838987,60.5718,3.62776,2.80758,-2.80658,2.7e+08,0.741
"510","GAB","africa",2007,350,15334.7,0.636209,58.5286,4.208,2.92306,6.00811,6.5e+08,0.938
"511","GHA","africa",2006,6887.5,3290.06,41.9422,25.1921,9.93069,2.55439,6.39991,6.4e+08,1.062
"512","GHA","africa",2008,4581.25,3558.79,34.9151,25.0295,15.0954,2.57876,9.1498,2.7e+09,0.805
"513","GHA","africa",2017,8931.25,5115.91,23.8521,33.8769,7.27245,2.2205,8.12889,3.3e+09,1.569
"514","GHA","africa",2004,912.5,3071.81,52.0139,39.3033,18.1013,2.4846,5.6,1.4e+08,0.816
"515","GHA","africa",2005,7618.75,3172.17,37.1333,36.4492,13.6177,2.51746,5.9,1.4e+08,1.043
"516","GHA","africa",2009,5456.25,3637.48,25.5868,29.2919,15.7879,2.54382,4.84449,2.4e+09,0.99
"517","GHA","africa",2012,50143.8,4548.58,16.6767,40.3592,2.37712,2.36948,9.29279,3.3e+09,0.712
"518","GHA","africa",2018,5818.75,5315.25,26.0574,33.4549,7.82848,2.19285,6.20008,3e+09,1.237
"519","GHA","africa",2014,12518.8,4794.15,26.9518,28.2319,6.80416,2.29181,2.85624,3.4e+09,0.988
"520","GHA","africa",2013,37650,4769.07,18.3996,25.4408,7.28864,2.32383,7.31252,3.2e+09,0.937
"521","GHA","africa",2007,11743.8,3345.64,36.7226,24.5251,9.4571,2.57999,4.34682,1.4e+09,1.022
"522","GHA","africa",2016,18437.5,4837.54,29.9768,31.1932,8.63691,2.24661,3.37347,3.5e+09,1.45
"523","GHA","africa",2015,31600,4785.99,34.7619,33.8317,7.48018,2.26878,2.12076,3.2e+09,1.328
"524","GHA","africa",2010,8287.5,3828.42,21.6256,29.4767,6.12417,2.48701,7.89971,2.5e+09,1.39
"525","GHA","africa",2011,20687.5,4261.62,20.2034,36.9366,4.04405,2.4244,14.0471,3.2e+09,0.992
"526","GIN","africa",2018,5506.25,2499.71,NA,40.2071,13.3552,2.83312,6.35849,3.5e+08,1.296
"527","GIN","africa",2010,14762.5,1870.8,NA,30.3412,20.2607,2.25938,4.81336,0,1.252
"528","GIN","africa",2013,9943.75,2035.32,1.81144,26.4706,12.5939,2.23533,3.94568,190000,1.062
"529","GIN","africa",2015,56881.3,2087.94,4.50364,21.4969,13.4326,2.48983,3.82592,5.3e+07,1.297
"530","GIN","africa",2004,2306.25,1778.05,2.76483,24.626,22.8717,1.95304,2.34012,9.8e+07,1.064
"531","GIN","africa",2012,86162.5,2002.32,NA,33.1374,15.5355,2.19796,5.91529,6.1e+08,0.473
"532","GIN","africa",2005,3512.5,1794.38,9.19823,34.7857,31.4789,2.03892,2.99727,1.1e+08,1.225
"533","GIN","africa",2007,43131.3,1856.26,3.25503,23.551,26.2394,2.23894,6.81747,3.9e+08,1.008
"534","GIN","africa",2006,6100,1777.13,10.9667,23.8243,36.983,2.14849,1.18961,1.3e+08,1.141
"535","GIN","africa",2011,9943.75,1932.51,NA,32.6022,28.0017,2.21515,5.61211,9.6e+08,1.043
"536","GIN","africa",2017,6187.5,2417.8,NA,44.6603,13.5923,2.76488,10.3,5.8e+08,1.662
"537","GIN","africa",2016,43518.8,2253.48,4.3259,29.3715,11.461,2.64436,10.8206,1.6e+09,1.312
"538","GIN","africa",2009,10675,1825.67,NA,22.5158,6.97009,2.29083,-1.12264,9.1e+07,0.848
"539","GIN","africa",2008,16087.5,1889.19,1.69275,21.6405,24.5803,2.2916,4.13301,3.8e+08,1.089
"540","GIN","africa",2014,21637.5,2061.69,3.3619,26.6885,7.60934,2.34225,3.69654,-7.4e+07,1.019
"541","GMB","africa",2004,87.5,2341.17,96.1882,20.5948,16.9225,3.16333,7.05,5.6e+07,1.224
"542","GMB","africa",2005,356.25,2216.19,96.7341,19.9033,6.11865,3.10662,-2.35173,5.4e+07,1.542
"543","GMB","africa",2006,75,2137.82,94.1447,21.0347,1.84797,3.04305,-0.555581,8.2e+07,1.276
"544","GMB","africa",2007,2031.25,2137.86,93.8533,18.033,7.90313,2.99606,3.04325,7.8e+07,1.155
"545","GMB","africa",2008,756.25,2205.11,75.1737,14.4752,6.0145,2.97048,6.25591,7.1e+07,1.446
"546","GMB","africa",2009,50,2283.19,81.288,15.7461,5.39318,2.97372,6.66572,3.9e+07,0.745
"547","GMB","africa",2010,112.5,2346.72,88.9757,14.6678,6.61438,2.99569,5.90834,3.7e+07,1.377
"548","GMB","africa",2011,150,2091.83,83.2179,16.8594,6.42026,3.01796,-8.13044,3.6e+07,1.107
"549","GMB","africa",2012,312.5,2135.74,54.0891,19.8417,5.04,3.03117,5.24157,4.1e+07,0.963
"550","GMB","africa",2013,37.5,2131.44,91.912,18.9792,6.71152,3.0342,2.87277,6.8e+07,1.081
"551","GMB","africa",2014,0,2038.8,49.4441,21.8369,6.78566,3.02595,-1.40738,2.3e+07,1.312
"552","GMB","africa",2015,618.75,2058.66,82.4692,19.5963,8.2754,3.00872,4.05807,7.2e+07,1.351
"553","GMB","africa",2016,37.5,2036.88,86.8559,15.9115,8.23281,2.98837,1.94336,7e+07,1.808
"554","GMB","africa",2017,0,2072.65,73.3902,16.7895,8.71636,2.96907,4.82261,6.4e+07,1.942
"555","GMB","africa",2018,0,2158.08,86.2427,21.7264,6.33501,2.94601,7.23489,8.2e+07,1.208
"556","GNB","africa",2008,587.5,1700.29,NA,19.8506,12.4073,2.47634,3.20357,6600000,1.366
"557","GNB","africa",2009,225,1713.76,NA,18.8493,-2.1242,2.5239,3.36897,1.9e+07,0.784
"558","GNB","africa",2010,393.75,1747.24,NA,14.9061,1.94616,2.57341,4.61097,2.6e+07,1.309
"559","GNB","africa",2011,181.25,1839.69,NA,25.674,7.42887,2.61831,8.08478,2.5e+07,1.083
"560","GNB","africa",2012,3987.5,1760.88,NA,15.4752,2.99488,2.65074,-1.71268,6600000,0.796
"561","GNB","africa",2013,50,1770.48,NA,18.2572,0.787508,2.66077,3.2559,2e+07,1.094
"562","GNB","africa",2014,6.25,1740.9,NA,20.2074,-1.26047,2.64476,0.964561,2.9e+07,1.399
"563","GNB","africa",2015,33025,1800.06,NA,27.543,3.12902,2.61115,6.13408,1.9e+07,1.388
"564","GNB","africa",2016,212.5,1864.26,NA,26.5081,2.50903,2.57012,6.26281,1.4e+07,1.749
"565","GNB","africa",2017,12.5,1925.24,NA,27.774,-0.228368,2.53225,5.91918,1.6e+07,1.88
"566","GNB","africa",2018,25,1901.93,NA,25.2761,0.75693,2.49351,1.28374,2.1e+07,1.314
"567","GNB","africa",2004,0,1647.58,98.7948,18.4599,0.989405,2.32567,2.7614,1900000,1.19
"568","GNB","africa",2005,143.75,1677.71,98.66,16.1497,3.72224,2.36535,4.2661,8700000,1.423
"569","GNB","africa",2006,162.5,1675.77,NA,12.8487,0.47792,2.39871,2.30936,1.8e+07,1.223
"570","GNB","africa",2007,3350,1688.81,NA,20.191,5.86097,2.43551,3.26296,1.9e+07,1.058
"571","GNQ","africa",2004,737.5,29004.2,NA,82.2506342398181,5.30164,4.31509,37.9987,3.4e+08,0.849
"572","GNQ","africa",2005,675,32390.2,NA,87.4174,5.58808,4.44376,16.7487,7.7e+08,0.87
"573","GNQ","africa",2006,1962.5,33330.9,NA,82.3257,6.35451,4.55966,7.70492,4.7e+08,0.73
"574","GNQ","africa",2007,1687.5,36685.3,NA,88.6213,6.74177,4.63194,15.2821,1.2e+09,0.906
"575","GNQ","africa",2008,1387.5,41249.5,NA,89.2243,7.18282,4.65492,17.7991,-7.9e+08,0.775
"576","GNQ","africa",2009,4937.5,39914.2,NA,74.3422,6.70129,4.62513,1.34336,1.6e+09,0.891
"577","GNQ","africa",2010,4900,34732.2,NA,85.7584,6.02307,4.5586,-8.92418,2.7e+09,0.996
"578","GNQ","africa",2011,9787.5,35377.7,NA,75.0953,7.09246,4.47845,6.52392,2e+09,0.662
"579","GNQ","africa",2012,5600,36671.4,NA,71.905,3.96515,4.39405,8.31287,9.9e+08,0.599
"580","GNQ","africa",2013,5612.5,33678.7,NA,67.6533,4.61059,4.29188,-4.1332,5.8e+08,0.757
"581","GNQ","africa",2014,3918.75,32436.6,NA,65.9633,4.44378,4.17228,0.415066,1.7e+08,0.823
"582","GNQ","africa",2015,5700,28313.4,NA,56.6585,1.47735,4.0429,-9.11004,2.3e+08,0.801
"583","GNQ","africa",2016,5137.5,24827,NA,51.4128,-4.05151,3.9108,-8.81642,5.4e+07,1.371
"584","GNQ","africa",2017,1243.75,22551,NA,58.8631,1.60567,3.78111,-5.6675,3e+08,1.184
"585","GNQ","africa",2018,231.25,20386,NA,59.6145,1.00005,3.65334,-6.23655,4e+08,0.571
"586","GRD","latin",2004,0,12614.8,81.4194,33.4559768691405,3.30126,0.329256,-0.64745,6.5e+07,0.428
"587","GRD","latin",2005,12.5,14247,80.3093,40.7877264965837,4.11114,0.298559,13.2762,7e+07,0.934
"588","GRD","latin",2006,6.25,13641.3,73.7043,40.6263268598094,5.64556,0.267181,-3.99533,9e+07,0.633
"589","GRD","latin",2007,12.5,14442.9,43.1443,51.3379009418428,6.6441,0.233199,6.12345,1.6e+08,0.578
"590","GRD","latin",2008,50,14541.9,58.4138,49.706879284329,14.4349,0.26016,0.947543,1.3e+08,0.428
"591","GRD","latin",2009,0,13537.8,NA,40.1343522988094,1.69692,0.312435,-6.61328,1e+08,0.451
"592","GRD","latin",2010,556.25,13412.8,82.924,42.2962661235329,3.34498,0.415068,-0.511263,6e+07,1.167
"593","GRD","latin",2011,0,13444.6,86.4327,57.7561663506581,4.42924,0.524852,0.764977,4.3e+07,0.654
"594","GRD","latin",2012,0,13207,82.1115,49.7169438668678,3.02837,0.62174,-1.15514,3.1e+07,0.568
"595","GRD","latin",2013,0,13427.6,79.7564,39.4298044058846,0.902874,0.667832,2.35142,7.5e+07,0.807
"596","GRD","latin",2014,43.75,14317.3,75.6321,60.6928414629183,0.818608,0.670748,7.34408,1.1e+08,0.685
"597","GRD","latin",2015,0,15142.1,80.1855,56.8728780289332,1.04613,0.643472,6.44314,1.6e+08,0.916
"598","GRD","latin",2016,0,15614.3,71.7939,59.7275085649018,-2.33588,0.600367,3.73965,1.1e+08,0.97
"599","GRD","latin",2017,68.75,16217.5,80.4853,58.9864968820506,0.538429,0.5526,4.43868,1.6e+08,0.974
"600","GRD","latin",2018,0,16827.5,69.9703,57.2473970744953,1.20739,0.517267,4.29941,1.8e+08,0.629
"601","GTM","latin",2015,11387.5,8125.66,42.7639,19.8299,9.31947,1.69147,4.09217,1.2e+09,1.262
"602","GTM","latin",2018,6931.25,8462.17,47.3058,18.199,7.28886,1.60039,3.3221,9.2e+08,0.835
"603","GTM","latin",2014,12443.8,7939.37,42.3465,21.7444,7.45131,1.72876,4.44398,1.4e+09,0.74
"604","GTM","latin",2010,26200,7335.99,42.0383,26.2255,12.2712,1.83656,2.88418,1.1e+09,0.764
"605","GTM","latin",2008,21181.3,7365.28,37.6746,25.1243,12.7991,1.92745,3.29352,7.3e+08,0.337
"606","GTM","latin",2016,5481.25,8206.05,44.9422,18.7531,9.96694,1.65807,2.6778,8.5e+08,1.426
"607","GTM","latin",2013,31931.3,7734.12,43.8081,21.9982,8.37834,1.75717,3.69482,1.5e+09,0.733
"608","GTM","latin",2009,31131.3,7262.5,44.2776,24.3678,13.9912,1.88106,0.476898,5e+08,0.952
"609","GTM","latin",2017,24300,8322.22,47.6373,18.495,8.87334,1.62765,3.07985,1e+09,1.056
"610","GTM","latin",2005,31881.3,6753.68,33.8221,25.4549,11.9126,2.07717,3.27603,5.4e+08,0.936
"611","GTM","latin",2012,17031.3,7590.76,44.0943,25.2671,7.22221,1.7775,2.97471,1.4e+09,0.615
"612","GTM","latin",2011,25425,7503.67,40.5419,27.0677,13.1321,1.81949,4.16391,8.8e+08,0.585
"613","GTM","latin",2007,18831.3,7269.21,37.3271,25.9805,8.65734,1.97596,6.33772,8.6e+08,0.735
"614","GTM","latin",2004,3637.5,6676.7,45.2311,27.4194,8.24715,2.12599,3.13792,3.2e+08,0.74
"615","GTM","latin",2006,5087.5,6972.38,49.7989,25.3398,9.79356,2.02623,5.3514,6.4e+08,0.713
"616","GUY","latin",2004,1050,8128.42,42.4277,95.5627,-69.5639677215433,0.079819,1.56335,3e+07,0.894
"617","GUY","latin",2005,2362.5,7965.37,54.8487,84.6229,-53.9447199065407,0.05617,-1.95096,7.7e+07,1.138
"618","GUY","latin",2006,3462.5,8371.95,51.5716,42.971975324831,192.197409691077,0.023987,5.12961,1e+08,0.81
"619","GUY","latin",2007,4625,8972.29,44.355,59.7514515412561,49.2664778442746,0.019024,7.19124,1.5e+08,0.826
"620","GUY","latin",2008,8193.75,9112.26,45.6665,65.844855135515,-122.018443561497,0.045269,1.606,1.8e+08,0.489
"621","GUY","latin",2009,7118.75,9454.07,43.4586,45.8755733285081,155.574682702173,0.12084,3.87653,1.6e+08,1.05
"622","GUY","latin",2010,19143.8,9788.85,39.7971,51.0072187222782,-14.6774720786256,0.228702,3.7782,2e+08,0.919
"623","GUY","latin",2011,12081.3,10275.9,36.6627,52.8328238002001,139.854405262488,0.346197,5.33938,2.5e+08,0.744
"624","GUY","latin",2012,9062.5,10780.9,29.2989,65.7831817209595,-141.208510417082,0.445664,5.38362,2.8e+08,0.836
"625","GUY","latin",2013,48737.5,11117.5,37.5081,67.3726259869406,-91.2244069802196,0.514041,3.6535,2e+08,0.901
"626","GUY","latin",2014,8300,11244.4,41.1948,58.1920560088425,-57.7600151368709,0.537222,1.68603,2.4e+08,1.08
"627","GUY","latin",2015,9462.5,11261.8,40.502,50.9394997566615,0.10857549373911,0.530703,0.687521,1.4e+08,1.319
"628","GUY","latin",2016,10512.5,11631.1,32.505,57.985468900611,-16.5845668375696,0.51079,3.80792,1.6e+08,1.5
"629","GUY","latin",2017,6487.5,12005.4,33.3675,60.867095671549,85.6918026498098,0.49852,3.73437,3.3e+08,1.249
"630","GUY","latin",2018,3493.75,12477.6,29.3606,54.5872076609682,-79.1430621999167,0.487575,4.44101,1.2e+09,1.215
"631","HKG","asia",2004,12.5,40862.7,2.10156,167.776,-0.161474,0.779919,8.70007,2.2e+10,0.632
"632","HKG","asia",2005,0,43690.4,2.10377,177.453,2.57042,0.436871,7.38818,4.1e+10,0.707
"633","HKG","asia",2006,0,46463.6,1.95511,185.185,2.52797,0.642271,7.03261,4.5e+10,0.888
"634","HKG","asia",2007,12.5,49043.9,2.65564,186.412,7.05735,0.859633,6.4648,6.2e+10,1
"635","HKG","asia",2008,6.25,49788.8,2.90845,193.415,16.9113,0.598239,2.12792,6.7e+10,0.401
"636","HKG","asia",2009,0,48460,3.04987,178.135,1.05968,0.215353,-2.45914,5.4e+10,0.939
"637","HKG","asia",2010,0,51361,4.0856,205.323,3.47903,0.734446,6.76767,8.3e+10,0.431
"638","HKG","asia",2011,0,53473,4.14165,212.852,9.86627,0.672543,4.81468,9.6e+10,0.395
"639","HKG","asia",2012,0,53785.2,3.51609,215.85,6.57642,1.10396,1.70033,7.5e+10,0.58
"640","HKG","asia",2013,0,55230.9,4.22345,221.61,4.35883,0.401983,3.10155,7.7e+10,0.818
"641","HKG","asia",2014,18.75,56359.3,5.82427,213.09,3.56933,0.702371,2.76238,1.3e+11,0.725
"642","HKG","asia",2015,0,57215.9,7.4874,195.898,3.27916,0.851198,2.3878,1.8e+11,1.221
"643","HKG","asia",2016,87.5,58096.3,3.74624,187.017,3.61432,0.619366,2.16949,1.3e+11,0.819
"644","HKG","asia",2017,31.25,59849.3,2.09193,188.919,1.12797,0.748223,3.79101,1.3e+11,1.389
"645","HKG","asia",2018,56.25,61062.9,2.1447,188.36,4.33007,0.79905,2.84645,9.7e+10,1.234
"646","HND","latin",2018,2437.5,5680.36,59.9319,41.4548,3.53434,1.66708,3.84499,1.4e+09,0.698
"647","HND","latin",2013,29418.8,5113.46,NA,47.9415,5.06385,1.81013,2.79156,1.1e+09,0.917
"648","HND","latin",2014,55175,5177.42,52.7578,47.5627,6.70818,1.76927,3.05808,1.7e+09,0.663
"649","HND","latin",2017,4768.75,5561.99,62.8026,43.0939,1.584,1.69227,4.84291,9.5e+08,1.049
"650","HND","latin",2015,24600,5283.42,59.1976,45.1668,3.28467,1.74147,3.84008,1.3e+09,1.126
"651","HND","latin",2012,18831.3,5065.46,54.4855,50.9028,3.01261,1.86932,4.12869,1.1e+09,0.636
"652","HND","latin",2008,26312.5,5011.61,NA,51.3253,17.1516,2.18426,4.2316,1.2e+09,0.579
"653","HND","latin",2011,85643.8,4956.4,64.8906,51.2577,6.19149,1.94317,3.83569,1e+09,0.743
"654","HND","latin",2006,19631.3,4733.55,57.3989,56.0546,4.25276,2.32317,6.56724,7.2e+08,0.65
"655","HND","latin",2010,30068.8,4866.97,54.1106,45.7589,1.8895,2.02441,3.73114,6.1e+08,0.81
"656","HND","latin",2009,31043.8,4787.86,55.2592,39.5303,3.92772,2.10556,-2.43163,4.9e+08,0.82
"657","HND","latin",2007,18625,4914.32,52.1207,53.509,9.52406,2.25648,6.18833,9.7e+08,0.796
"658","HND","latin",2016,44368.8,5395.61,60.8039,42.7141,0.971879,1.71776,3.89297,1.1e+09,1.39
"659","HND","latin",2005,28650,4546.24,64.4969,59.0058,10.0833,2.38825,6.0506,6e+08,0.99
"660","HND","latin",2004,3468.75,4390.47,62.7791,58.423,6.75278,2.45515,6.2323,5.9e+08,0.536
"661","HTI","latin",2008,362.5,2994.77,NA,8.74757,21.7126,1.58017,2.65803,3e+07,0.609
"662","HTI","latin",2009,493.75,3122.15,NA,8.91612,-0.965782,1.55806,5.89038,5.5e+07,0.826
"663","HTI","latin",2010,87.5,2900.91,NA,8.57029,3.22742,1.5321,-5.65151,1.8e+08,1.277
"664","HTI","latin",2011,62.5,3003.22,NA,10.1748,7.34479,1.50631,5.09821,1.2e+08,0.557
"665","HTI","latin",2012,75,2973.97,NA,9.65509,5.27532,1.48005,0.502424,1.6e+08,0.86
"666","HTI","latin",2013,81.25,3057.92,NA,10.5144,5.69548,1.45028,4.32478,1.6e+08,1.183
"667","HTI","latin",2014,318.75,3066.85,NA,10.9788,2.63537,1.41613,1.72257,9.9e+07,1.45
"668","HTI","latin",2015,125,3102.34,NA,11.783,6.98014,1.37951,2.56251,1.1e+08,1.521
"669","HTI","latin",2016,737.5,3116.49,NA,11.534,12.9582,1.3414,1.81247,1e+08,1.428
"670","HTI","latin",2017,3381.25,3153.3,NA,11.0697,11.0949,1.30502,2.51027,3.7e+08,1.302
"671","HTI","latin",2018,681.25,3165.3,NA,10.8162,13.7994,1.27405,1.66781,1.1e+08,1.488
"672","HTI","latin",2004,225,2832.08,NA,8.58861,21.1176,1.63789,-1.31786,5900000,0.834
"673","HTI","latin",2005,1762.5,2872.03,NA,8.42239,12.86,1.6249,3.07217,2.6e+07,1.086
"674","HTI","latin",2006,168.75,2876.07,NA,9.16592,10.7847,1.6127,1.76875,1.6e+08,0.904
"675","HTI","latin",2007,93.75,2963.69,NA,8.18251,6.47534,1.59824,4.70653,7.5e+07,1.101
"676","IDN","asia",2017,915163,10935.6,23.1837,20.1773,2.14284,1.1762,5.06979,2.1e+10,0.943
"677","IDN","asia",2018,536975,11371.7,20.4488,21.0027,4.24136,1.13451,5.17429,1.9e+10,0.868
"678","IDN","asia",2004,545163,6423.72,12.2533,32.2167,5.92922,1.34187,5.03087,1.9e+09,0.544
"679","IDN","asia",2006,1200000,6974.45,11.6223,31.0347,14.9935,1.32958,5.50095,4.9e+09,0.403
"680","IDN","asia",2013,1300000,9457.02,17.4957,23.9236,11.7998,1.34077,5.55726,2.3e+10,0.734
"681","IDN","asia",2007,1200000,7319.43,14.6193,29.4357,10.9697,1.32383,6.34502,6.9e+09,0.444
"682","IDN","asia",2010,928900,8286.73,16.2439,24.299,9.39128,1.33778,6.22385,1.5e+10,0.759
"683","IDN","asia",2009,1200000,7906.26,17.1639,24.1591,7.10887,1.32922,4.62887,4.9e+09,0.557
"684","IDN","asia",2005,708225,6699.27,11.6589,34.0673,10.2893,1.3363,5.69257,8.3e+09,0.701
"685","IDN","asia",2012,1500000,9080.07,17.7295,24.5944,5.86471,1.3517,6.03005,2.1e+10,0.411
"686","IDN","asia",2016,1700000,10531.1,22.2767,19.089,7.26224,1.22059,5.03307,4.5e+09,1.448
"687","IDN","asia",2015,2600000,10149.6,21.4518,21.1602,7.18306,1.26783,4.87632,2e+10,0.774
"688","IDN","asia",2008,890806,7657.59,17.581,29.8083,16.9459,1.32333,6.0137,9.3e+09,0.239
"689","IDN","asia",2011,1300000,8680.21,16.1503,26.3274,8.72215,1.3479,6.16978,2.1e+10,0.331
"690","IDN","asia",2014,1600000,9801.17,20.1034,23.666,6.88168,1.31095,5.00667,2.5e+10,0.749
"691","IND","asia",2005,22718.8,3245.3,8.96985,19.6052,6.05837,1.57971,7.92343,7.3e+09,0.545
"692","IND","asia",2004,21512.5,3054.92,10.3887,17.8591,6.4591,1.61531,7.92294,5.4e+09,0.533
"693","IND","asia",2012,33231.3,4583.17,10.5448,24.5344,9.2437,1.23148,5.45639,2.4e+10,0.486
"694","IND","asia",2014,28037.5,5116.63,11.338,22.968,7.18347,1.14567,7.41023,3.5e+10,0.522
"695","IND","asia",2018,16262.5,6518.85,10.501,19.9412,1.7136,1.03783,6.53299,4.2e+10,0.884
"696","IND","asia",2016,45775,5851.4,11.1636,19.1582,5.3733,1.09046,8.25631,4.4e+10,1.074
"697","IND","asia",2006,19875,3453.11,8.55626,21.2679,5.66117,1.5457,8.06073,2e+10,0.625
"698","IND","asia",2009,50606.3,3956.36,7.97883,20.4005,5.04681,1.41058,7.86189,3.6e+10,1.131
"699","IND","asia",2017,59912.5,6182.92,11.6772,18.7918,1.82221,1.06336,6.79538,4e+10,0.982
"700","IND","asia",2015,10637.5,5464.39,11.33,19.8132,5.28422,1.1169,7.99625,4.4e+10,0.68
"701","IND","asia",2013,26650,4818.52,11.1192,25.4309,12.8313,1.1829,6.38611,2.8e+10,0.434
"702","IND","asia",2011,16418.8,4399.89,8.9586,24.5404,3.4811,1.28851,5.24131,3.6e+10,0.336
"703","IND","asia",2007,13912.5,3661.96,9.18976,20.7997,5.39559,1.50922,7.66082,2.5e+10,0.579
"704","IND","asia",2010,21925,4234.98,8.25713,22.4009,4.84348,1.35034,8.49758,2.7e+10,1.113
"705","IND","asia",2008,6050,3720.09,9.94992,24.0974,5.17994,1.46489,3.0867,4.3e+10,0.237
"706","ISR","asia",2004,137.5,29328.7,0.996966,39.0918,-0.645344,1.76762,4.91502,2.9e+09,0.622
"707","ISR","asia",2005,675,30014.6,2.5101,40.7365,1.70136,1.7629,4.15881,4.8e+09,0.26
"708","ISR","asia",2006,306.25,31192.2,2.42351,40.7615,5.09675,1.76781,5.77682,1.4e+10,0.649
"709","ISR","asia",2007,206.25,32512.9,2.74239,40.4212,4.11707,1.7761,6.10187,8.8e+09,0.582
"710","ISR","asia",2008,512.5,33045.1,2.79888,38.3682,12.2779,1.77658,3.45886,1e+10,0.788
"711","ISR","asia",2009,412.5,32633.4,3.48126,33.1221,1.08996,2.39021,1.14297,4.6e+09,0.89
"712","ISR","asia",2010,162.5,33864.2,3.13554,34.6664,2.43402,1.82675,5.68471,7e+09,2.385
"713","ISR","asia",2011,493.75,35086.7,2.99511,35.2723,3.43496,1.84808,5.54259,8.7e+09,0.643
"714","ISR","asia",2012,237.5,35417.3,3.2469,35.8893,0.565303,1.84615,2.823,9e+09,1.101
"715","ISR","asia",2013,450,36423.2,3.2506,33.6162,5.21215,1.86605,4.7772,1.2e+10,1.186
"716","ISR","asia",2014,287.5,37204.5,3.068,32.1814,-1.33741,1.91954,4.12475,6e+09,0.946
