"","iso3","continent","year","df_ha","gdp_perc","food_exports","exports_gdp","food_infl","pop_growth","gdp_growth","foreing_invest","tmp_change"
"237","CHN","asia",2015,160294,12612.4,2.77869,21.3541,1085.97944261847,0.581456,7.04133,2.4e+11,1.277
"238","CHN","asia",2013,219044,11101.9,2.71536,24.5993,1365.33988061081,0.666073,7.76615,2.9e+11,1.048
"239","CHN","asia",2017,281956,14243.5,3.04846,19.6923,719.90822160779,0.605245,6.9472,1.7e+11,1.565
"240","CHN","asia",2012,131063,10370.7,2.74884,25.4925,1157.89438317812,0.678345,7.86374,2.4e+11,0.595
"241","CIV","africa",2012,34887.5,3666.64,43.9959,34.9825,-0.024433,2.43594,7.62041,3.3e+08,0.721
"242","CIV","africa",2013,9031.25,3961.83,38.1518,29.1604,1.95113,2.47668,10.7602,4.1e+08,0.99
"243","CIV","africa",2014,21718.8,4225.96,47.8125,28.157,-2.0925,2.5045,9.372,4.4e+08,0.897
"244","CIV","africa",2006,3500,3527.24,35.0537,32.8409,3.03195,2.15803,2.81558,3.5e+08,1
"245","CIV","africa",2018,4493.75,5033.48,56.5223,22.6407,0.463986,2.55232,6.89028,6.2e+08,1.446
"246","CIV","africa",2011,6537.5,3491.02,48.0287,35.2814,10.5726,2.38553,-5.37045,3e+08,1.044
"247","CIV","africa",2010,3412.5,3778.21,48.6352,33.4996,6.47947,2.33454,6.84805,3.6e+08,1.349
"248","CIV","africa",2008,6450,3574.52,40.2387,31.0137,11.6181,2.24018,4.78267,4.7e+08,0.817
"249","CIV","africa",2005,2150,3505.49,38.2239,31.879,2.42268,2.11443,0.996066,3.5e+08,1.111
"250","CIV","africa",2009,2762.5,3619.58,47.1788,35.4127,2.55141,2.28717,3.60332,4e+08,1.01
"251","CIV","africa",2007,39550,3488.65,39.4818,30.491,5.39956,2.1956,1.10143,4.4e+08,1.097
"252","CIV","africa",2017,2837.5,4830.75,55.342,24.9201,0.74185,2.54778,7.35964,9.8e+08,1.714
"253","CIV","africa",2004,1300,3545.09,45.2715,30.1413,-3.44305,2.08542,3.18504,2.8e+08,0.843
"254","CIV","africa",2015,10925,4417.15,53.3127,27.3556,2.04755,2.52216,7.19409,4.9e+08,1.417
"255","CIV","africa",2016,13506.3,4615.71,58.7162,24.5951,3.05394,2.53613,7.17921,5.8e+08,1.625
"256","CMR","africa",2018,11218.8,3711.85,19.6162,18.7363,1.21786,2.61228,3.95551,7.7e+08,1.03
"257","CMR","africa",2005,15037.5,3144.94,14.6644,22.2455,-0.32651,2.70979,2.22827,2.4e+08,1.117
"258","CMR","africa",2017,43143.8,3665.12,21.9367,18.3511,0.0374,2.63775,3.54118,8.1e+08,1.101
"259","CMR","africa",2016,25187.5,3634.38,45.122,18.95,1.08756,2.6605,4.53579,6.6e+08,1.17
"260","CMR","africa",2013,16068.8,3372.9,16.573,23.6391,3.23962,2.71825,4.99553,5.5e+08,0.775
"261","CMR","africa",2011,30631.3,3242.35,40.0823,24.2297,1.69124,2.74048,3.37921,6.5e+08,0.72
"262","CMR","africa",2012,39500,3300.95,17.1345,23.8767,3.19889,2.73125,4.62598,5.3e+08,0.56
"263","CMR","africa",2010,39700,3223.51,24.4311,22.3689,1.72033,2.74773,2.89902,5.4e+08,1.251
"264","CMR","africa",2004,107188,3160.89,18.762,20.5476,-1.37371,2.69218,7.04886,6.8e+07,0.907
"265","CMR","africa",2014,13581.3,3470.79,17.4843,23.61,0.781007,2.70152,5.71982,7.3e+08,0.885
"266","CMR","africa",2008,25056.3,3226.6,32.2855,27.0084,5.44785,2.75083,2.84768,2.1e+07,0.712
"267","CMR","africa",2007,87050,3224.76,11.5442,26.9786,3.62968,2.74199,4.32759,1.9e+08,0.746
"268","CMR","africa",2006,16681.3,3176.92,12.0175,24.1791,4.21617,2.72714,3.80958,5.9e+07,1.082
"269","CMR","africa",2015,61968.8,3570.42,26.0218,20.9891,2.02188,2.68185,5.66695,6.9e+08,1.125
"270","CMR","africa",2009,9862.5,3219.96,47.8259,19.5824,5.05945,2.75229,2.57925,7.5e+08,1.194
"271","COD","africa",2004,22793.8,757.686,NA,22.7295,4.00318,3.14547,6.73837,4.1e+08,0.974
"272","COD","africa",2005,65493.8,778.968,NA,22.9442,21.2645,3.18423,6.13515,1.8e+08,1.008
"273","COD","africa",2006,49181.3,794.429,NA,21.7001,13.1394,3.21883,5.32098,2.6e+08,0.824
"274","COD","africa",2018,71837.5,1085.89,0.398113,34.1101,1.73957,3.2267,5.82112,1.4e+09,1.545
"275","COD","africa",2015,84862.5,1065.24,0.681263,27.5833,0.83836,3.30282,6.91617,1.2e+09,1.204
"276","COD","africa",2012,385569,926.788,NA,30.803,3.61985,3.33757,7.0869,2.9e+09,0.485
"277","COD","africa",2016,125438,1055.57,0.927573,32.7879,3.02049,3.28293,2.3994,9.3e+08,1.681
"278","COD","africa",2011,284075,894.827,NA,39.5156,8.90331,3.33768,6.87467,1.6e+09,0.827
"279","COD","africa",2010,114219,865.684,NA,41.1112,10.0101,3.33113,7.10798,2.7e+09,1.326
"280","COD","africa",2014,70093.8,1029.79,NA,36.8322,1.38456,3.31968,9.47029,1.5e+09,1.093
"281","COD","africa",2009,78200,835.612,NA,26.8138,34.61,3.31689,2.85506,-2.4e+08,0.9
"282","COD","africa",2017,95125,1059.81,0.597101,30.6902,11.7052,3.25851,3.72695,1e+09,1.395
"283","COD","africa",2008,36981.3,839.816,NA,39.0278,17.1909,3.29397,6.22589,1.7e+09,0.675
"284","COD","africa",2013,165544,972.456,NA,36.4459,0.723334,3.33136,8.48196,1.7e+09,1.1
"285","COD","africa",2007,34343.8,817.07,NA,39.0719,17.1686,3.26137,6.25948,1.8e+09,0.799
"286","COG","africa",2004,3712.5,4438.98,NA,80.5298,-6.10545,2.99422,3.47663,8.8e+07,0.92
"287","COG","africa",2005,2743.75,4634.97,NA,75.0051,-0.131187,3.14909,7.75576,8e+08,0.891
"288","COG","africa",2006,2156.25,4841.6,NA,77.4641,4.56266,3.32195,7.98624,1.5e+09,0.814
"289","COG","africa",2007,3593.75,4368.59,0.364612,68.4854,2.29794,3.43756,-6.61399,1.4e+09,0.918
"290","COG","africa",2008,1456.25,4487.38,0.398824,73.4029,1.37071,3.43266,6.30638,1.9e+09,0.843
"291","COG","africa",2009,1893.75,4847.76,0.432492,64.4799,3.97763,3.28373,11.6373,1.2e+09,0.877
"292","COG","africa",2010,10762.5,5169.17,0.482828,68.5281,-0.362592,3.04896,9.93127,1.5e+09,1.304
"293","COG","africa",2011,12806.3,5137.61,0.14686,73.6117,2.75904,2.79427,2.20592,3e+08,0.659
"294","COG","africa",2012,4412.5,5504.19,0.209504,58.082,8.60578,2.59093,9.94715,-6.9e+07,0.663
"295","COG","africa",2013,5656.25,5331.9,0.147894,52.9343,5.73921,2.46504,-0.712434,1.9e+09,0.888
"296","COG","africa",2014,2531.25,5552.84,0.220915,53.1527,-2.24431,2.44054,6.71668,2.9e+09,0.836
"297","COG","africa",2015,3343.75,5224.3,0.207338,42.7282,2.94991,2.48376,-3.55058,4.3e+09,1.208
"298","COG","africa",2016,4793.75,4544.08,0.257303,44.9995,0.520751,2.53957,-10.7832,5.1e+07,1.584
"299","COG","africa",2017,2200,4234.66,0.330936,58.0645,-1.17934,2.57067,-4.38253,4.4e+09,1.183
"300","COG","africa",2018,2375,3928.43,0.212165,71.0296,0.011195,2.58172,-4.80535,4.3e+09,1.276
"301","COL","latin",2016,171563,14194.5,17.43,14.7171,13.1984,1.36765,2.08738,1.4e+10,0.971
"302","COL","latin",2018,145094,14314.9,13.67,15.8997,0.832989,1.52424,2.56432,1.1e+10,0.995
"303","COL","latin",2012,100713,12852.6,8.71155,18.8112,3.43176,0.900335,3.91264,1.5e+10,0.559
"304","COL","latin",2017,124563,14171.3,15.5108,15.1453,0.722421,1.51375,1.35936,1.4e+10,0.656
"305","COL","latin",2014,40856.3,13852.2,10.6114,16.6347,2.96908,1.01049,4.49903,1.6e+10,0.69
"306","COL","latin",2008,157075,11393.2,14.3603,18.1096,12.3806,1.17616,3.28345,1.1e+10,0.272
"307","COL","latin",2013,80537.5,13390.5,8.81748,18.0864,0.415071,0.906921,5.13399,1.6e+10,0.693
"308","COL","latin",2011,95981.3,12480.5,10.1676,19.2765,4.57664,0.968365,6.94789,1.5e+10,0.348
"309","COL","latin",2015,45656.3,14095.7,15.4254,15.6502,8.62108,1.17045,2.9559,1.2e+10,1.131
"310","COL","latin",2007,141875,11161.5,15.2599,16.4331,8.41432,1.23448,6.73819,8.9e+09,0.575
"311","COL","latin",2009,163056,11395.6,14.7776,16.4245,3.74711,1.11249,1.13965,8e+09,0.753
"312","COL","latin",2010,171225,11783.3,11.2626,16.3408,0.225261,1.05065,4.49466,6.4e+09,0.916
"313","COL","latin",2006,99368.8,10586.8,15.8214,17.7286,5.58696,1.28873,6.71687,6.8e+09,0.511
"314","COL","latin",2005,75187.5,10049.1,17.1572,16.971,6.3646,1.34977,4.82876,1e+10,0.645
"315","COL","latin",2004,74825,9716.5,16.8632,16.7708,6.36224,1.41717,5.33302,3.1e+09,0.532
"316","COM","africa",2004,6.25,2804,96.2561,8.83603,3.40238,2.37498,1.91966,672560,0.368
"317","COM","africa",2005,25,2815.7,86.8785,8.83628,1.62354,2.38171,2.83755,558866,0.463
"318","COM","africa",2006,31.25,2821.94,86.247,8.83618,3.16464,2.39129,2.64696,778420,0.269
"319","COM","africa",2007,0,2777.14,13.785,8.97534,7.00299,2.39702,0.800042,7700000,0.602
"320","COM","africa",2008,0,2819.66,68.441,8.22135,4.8116,2.4027,3.99997,4700000,0.234
"321","COM","africa",2009,18.75,2840.63,73.375,9.31194,-6.94601,2.40887,3.20011,1.4e+07,0.493
"322","COM","africa",2010,31.25,2878.27,65.9778,9.6389,2.66852,2.41327,3.79993,8400000,0.734
"323","COM","africa",2011,0,2924.69,77.966,9.95642,2.05852,2.41827,4.09985,2.3e+07,0.37
"324","COM","africa",2012,12.5,2946.2,84.6809,8.94587,5.46383,2.41713,3.20027,1e+07,0.334
"325","COM","africa",2013,12.5,3005.51,71.9731,9.04839,0.433962,2.40851,4.49987,4200000,0.223
"326","COM","africa",2014,131.25,2996.38,62.6237,9.67647,2.06459,2.38255,2.10001,4700000,0.312
"327","COM","africa",2015,1131.25,2959.5,72.3272,10.1362,1.65117,2.34846,1.11614,4900000,0.529
"328","COM","africa",2016,281.25,2987.97,84.9828,10.6729,2.61375,2.30927,3.32068,3600000,0.504
"329","COM","africa",2017,331.25,3032.26,79.5842,11.9013,0.819749,2.27324,3.8157,3900000,0.754
"330","COM","africa",2018,75,3073.12,63.8117,12.909,2.48693,2.23942,3.64252,5700000,0.509
"331","CRI","latin",2004,1937.5,13802.7,32.3499,42.2077,14.8706,1.45673,4.4246,1.1e+09,0.527
"332","CRI","latin",2005,4268.75,14149.5,29.682,43.4645,17.7851,1.4182,3.97667,1.5e+09,0.337
"333","CRI","latin",2006,2762.5,14976.8,29.5927,43.314,11.6361,1.38845,7.3267,1.8e+09,0.522
"334","CRI","latin",2007,2406.25,15989.3,29.998,40.5821,15.0336,1.35327,8.21513,2.2e+09,0.491
"335","CRI","latin",2008,4918.75,16527.4,31.8634,38.8065,23.8292,1.31934,4.73817,2.4e+09,0.084
"336","CRI","latin",2009,10218.8,16174.3,24.6819,34.6323,8.64435,1.28267,-0.873456,1.6e+09,0.782
"337","CRI","latin",2010,1643.75,16830.4,34.618,32.8294,4.66147,1.24493,5.36034,1.9e+09,0.714
"338","CRI","latin",2011,4125,17360.2,35.0565,32.4725,5.63415,1.20984,4.40316,2.7e+09,0.288
"339","CRI","latin",2012,6512.5,17994.5,33.9013,31.6513,3.54902,1.17835,4.88259,2.7e+09,0.871437306775586
"340","CRI","latin",2013,7450,18233,34.356,30.5917,3.83045,1.14757,2.49477,3.2e+09,0.901615800134492
"341","CRI","latin",2014,7500,18669.1,37.0071,31.3629,4.26776,1.11726,3.54211,3.2e+09,1.13526161481304
"342","CRI","latin",2015,4500,19141.7,42.5299,29.9957,3.25876,1.0871,3.65208,3e+09,0.921853160247549
"343","CRI","latin",2016,1137.5,19736.7,44.3729,31.2601,-0.81277,1.05737,4.20432,2.6e+09,1.01995631537749
"344","CRI","latin",2017,6637.5,20347,43.2681,32.7627,1.69865,1.02788,4.1577,2.9e+09,0.746952647413946
"345","CRI","latin",2018,2481.25,20672.6,41.0945,33.7385,1.63945,0.994802,2.6159,3e+09,0.953107192960796
"346","CUB","latin",2004,1325,10323.4232590511,30.1796,16.0218,171.263281777054,0.188474,5.77054,6034071733.62922,0.611
"347","CUB","latin",2005,6843.75,12056.3662707456,23.333,21.018,295.938972673765,0.099654,11.2017,17439182619.3186,0.576
"348","CUB","latin",2006,31.25,16714.1858336029,10.5261,18.7135,180.687432459238,-0.003064,12.0659,15167299943.3061,0.728
"349","CUB","latin",2007,0,16806.6379122125,NA,20.3364,103.753051964987,-0.089942,7.26214,18989078561.9687,0.713
"350","CUB","latin",2008,18.75,10773.6836970411,NA,20.5676,154.853975910651,-0.125773,4.11683,6768842639.47705,0.423
"351","CUB","latin",2009,75,11395.8872185621,NA,17.4597,105.369335121259,-0.091383,1.45131,7749387029.88015,0.777
"352","CUB","latin",2010,31.25,13354.6810344152,NA,22.5703,143.789039396171,-0.007821,2.39035,8262955676.14228,0.469
"353","CUB","latin",2011,18.75,19389.5873627297,NA,25.1036,5.51445554387513,0.096499,2.8023,6149652520.16679,0.316
"354","CUB","latin",2012,93.75,13825.7094014877,NA,25.511,144.901625506881,0.181748,3.0149,6534540930.54973,0.39
"355","CUB","latin",2013,112.5,9713.452680628,NA,24.1004,345.076773241947,0.227242,2.7476,9600177613.62144,0.661
"356","CUB","latin",2014,6.25,12643.9123650966,NA,22.0839,87.4298416321987,0.214143,1.04758,11208161482.5054,0.859
"357","CUB","latin",2015,1187.5,11937.8806434875,NA,17.1474,355.255544788072,0.157903,4.43814,14882845765.0782,1.114
"358","CUB","latin",2016,12.5,17180.3406348496,NA,14.983,232.129232337558,0.091183,0.513761,6733991176.56706,1.156
"359","CUB","latin",2017,1793.75,11298.5359529359,NA,14.5512,214.652715849078,0.036579,1.80905,12006284879.2232,1.284
"360","CUB","latin",2018,6.25,13952.8576453547,NA,14.5227,91.1455664711049,-0.009781,2.24848,14941620583.1615,1.111
"361","CYM","latin",2008,43.75,77988,NA,113.770066000111,5.79743,2.93099,-0.357401,2e+10,0.544
"362","CYM","latin",2009,187.5,70428.4,NA,106.745568168534,4.56054,2.72288,-7.20048,2e+10,0.448
"363","CYM","latin",2010,31.25,66882.5,NA,103.535628080888,2.6137,2.41277,-2.71564,2.1e+10,0.65
"364","CYM","latin",2011,37.5,66255.6,NA,127.035756759032,3.29407,2.10398,1.16906,3.1e+10,0.336
"365","CYM","latin",2012,25,65835.1,NA,113.789465183425,4.40837,1.85901,1.22975,2.1e+10,0.404
"366","CYM","latin",2013,25,65598.2,NA,135.52426758452,3.2934,1.63171,1.27933,3.5e+10,0.559
"367","CYM","latin",2014,0,66326.9,NA,130.165723294624,2.4093,1.51517,2.65453,4.6e+10,0.767
"368","CYM","latin",2015,12.5,67241.3,NA,157.026680673829,1.73386,1.42453,2.83312,8.1e+10,1.008
"369","CYM","latin",2016,31.25,68484.5,NA,94.9521900949081,0.16154,1.35658,3.23998,2.7e+09,0.946
"370","CYM","latin",2017,168.75,69753.1,NA,74.0218,0.735739,1.29899,3.18404,2.5e+09,0.918
"371","CYM","latin",2018,6.25,71784,NA,71.6883,4.15025,1.23871,4.19434,1.7e+08,0.639
"372","CYM","latin",2004,1587.5,42026.7277568833,NA,69.7536746761499,4.2617,2.69792,2.59355584632182,3.7e+09,0.9310020293568
"373","CYM","latin",2005,1887.5,43996.0566833236,NA,81.8982995539467,2.97355,2.80381,4.40764574260912,9.5e+09,0.649
"374","CYM","latin",2006,18.75,80513.5,NA,132.713337485184,2.44482,2.9365,2.11551618007234,2.5e+10,0.585
"375","CYM","latin",2007,0,80595.7,NA,123.019352158782,5.20796,3.01162,3.16263,2.8e+10,0.737
"376","DJI","africa",2004,6.25,17211.339603225,NA,24.3790050451662,1.70575,1.56217,1.56688104148056,3.9e+07,0.952
"377","DJI","africa",2005,75,15708.405695798,NA,40.5854575428213,2.73693,1.49844,2.98198530667017,2.2e+07,1.217
"378","DJI","africa",2006,681.25,14026.5049657189,NA,27.1529362198931,6.88921,1.43316,3.38647811466058,1.1e+08,0.901
"379","DJI","africa",2007,5756.25,12077.6128115525,NA,31.1812909101869,9.86162,1.36276,4.65839453007154,2e+08,0.877
"380","DJI","africa",2008,31.25,15157.410223314,NA,28.7428588682003,25.0784,1.34481,3.27712709533585,2.3e+08,0.314
"381","DJI","africa",2009,812.5,12520.6901501067,0.431308,31.5115336721417,6.65597,1.39391,1.03754058355648,9.7e+07,1.418
"382","DJI","africa",2010,43.75,15453.6190964756,NA,27.1391624922315,3.76382,1.48371,4.31115417276157,3.7e+07,1.047
"383","DJI","africa",2011,12.5,19359.6256902151,NA,22.2697199254703,8.1556,1.59131,2.53036015356239,7.9e+07,0.916
"384","DJI","africa",2012,0,15380.8067558911,NA,22.5125127262232,4.47563,1.68025,1.3159768623413,1.1e+08,0.852083760149925
"385","DJI","africa",2013,0,4028.43,NA,156.538,-0.806988,1.7312,6.52910088007589,2.9e+08,1.293
"386","DJI","africa",2014,0,4238.94,NA,158.374,0.355682,1.72967,7.06154,1.5e+08,1.178
"387","DJI","africa",2015,0,4488.8,NA,141.458,3.22643,1.68713,7.69609,1.4e+08,1.696
"388","DJI","africa",2016,12.5,4709.52,NA,100.62,6.03783,1.64063,6.65265,1.6e+08,1.496
"389","DJI","africa",2017,0,4885.21,NA,147.828,1.99086,1.59974,5.4031,1.6e+08,1.77
"390","DJI","africa",2018,0,5214.07,NA,149.178,0.2207,1.55787,8.40766,1.7e+08,1.199
"391","DOM","latin",2008,8562.5,11980.8,17.2848,23.9067,15.7949,1.26855,3.2095,2.7e+09,0.622
"392","DOM","latin",2009,2337.5,11944.3,23.8556,21.0309,3.46673,1.24675,0.946155,1.7e+09,0.738
"393","DOM","latin",2010,2225,12782.5,27.5196,22.6758,4.18782,1.22855,8.33965,1.8e+09,1.269
"394","DOM","latin",2011,1618.75,13024.3,24.5116,24.187,5.46984,1.2108,3.13342,2.2e+09,0.629
"395","DOM","latin",2012,1375,13219.7,23.1324,24.5832,5.03615,1.19224,2.71737,3.4e+09,0.83
"396","DOM","latin",2013,2193.75,13702.3,21.9951,25.1672,4.67181,1.17434,4.87521,1.6e+09,1.059
"397","DOM","latin",2014,3762.5,14499.6,22.3027,25.1514,3.9032,1.15723,7.05046,2.4e+09,1.039
"398","DOM","latin",2015,13581.3,15328.4,23.7649,23.7616,6.72277,1.13948,6.92702,2.2e+09,1.349
"399","DOM","latin",2016,1856.25,16166.6,23.1585,23.9094,2.25687,1.12251,6.6592,2.5e+09,1.397
"400","DOM","latin",2017,6356.25,16735.4,22.8995,23.6821,2.33342,1.10349,4.6667,3.6e+09,1.108
"401","DOM","latin",2018,9025,17711.8,23.2247,23.5514,3.62923,1.07886,6.98253,2.7e+09,1.274
"402","DOM","latin",2004,1550,9533.32,12.1204,41.1475,73.3601,1.39277,2.57013,9.3e+08,0.761
"403","DOM","latin",2005,3506.25,10291.3,12.0696,28.3311,-2.30912,1.35925,9.42824,1.1e+09,1
"404","DOM","latin",2006,2268.75,11087.5,14.4795,28.2249,3.28012,1.32585,9.17436,1.5e+09,0.942
"405","DOM","latin",2007,4318.75,11756.5,14.5561,26.762,4.19922,1.29518,7.41595,2.3e+09,1.193
"406","DZA","africa",2004,2268.75,10058.4,0.19362,40.0532,4.72726,1.31781,4.3,8.8e+08,0.964
"407","DZA","africa",2005,1093.75,10504.8,0.153083,47.2052,-3.14347,1.38992,5.9,1.2e+09,1.238
"408","DZA","africa",2006,506.25,10527.4,0.160468,48.8107,4.30583,1.47115,1.7,1.8e+09,1.373
"409","DZA","africa",2007,1531.25,10717.8,0.163014,47.0682,6.34937,1.55138,3.4,1.7e+09,1.198
"410","DZA","africa",2008,3606.25,10796.9,0.160305,47.9733,7.5889,1.63617,2.4,2.6e+09,1.164
"411","DZA","africa",2009,26356.3,10782.3,0.257258,35.3717,8.21648,1.72211,1.6,2.7e+09,0.927
"412","DZA","africa",2010,75,10970.7,0.560649,38.4445,4.33753,1.805,3.6,2.3e+09,2.249
"413","DZA","africa",2011,681.25,11078.2,0.488433,38.7881,4.22262,1.88331,2.9,2.6e+09,1.39
"414","DZA","africa",2012,681.25,11233.5,0.445065,36.8905,12.2201,1.95146,3.4,1.5e+09,1.128
"415","DZA","africa",2013,43.75,11319.1,0.61428,33.2099,3.27263,2.0027,2.8,1.7e+09,1.173
"416","DZA","africa",2014,618.75,11512.7,0.539747,30.4877,3.90714,2.03359,3.8,1.5e+09,1.676
"417","DZA","africa",2015,500,11697,0.681904,23.1718,4.76502,2.04537,3.7,-5.4e+08,1.101
"418","DZA","africa",2016,2518.75,11826.2,1.10285,20.8725,3.40862,2.05135,3.2,1.6e+09,1.736
"419","DZA","africa",2017,12806.3,11737.4,1.00118,22.6322,5.0405,2.04491,1.3,1.2e+09,1.498
"420","DZA","africa",2018,443.75,11630.7,NA,25.8612,3.39944,2.0074,1.1,1.5e+09,1.211
"421","ECU","latin",2007,13493.8,9805.65,27.1165,31.9318,3.25906,1.67288,2.19006,1.9e+08,0.641
"422","ECU","latin",2017,23537.5,11617.9,50.0224,20.8328,0.500386,1.7685,2.36839,6.3e+08,0.87
"423","ECU","latin",2006,14212.5,9757.38,26.9593,30.3331,5.69257,1.67505,4.40353,2.7e+08,0.624
"424","ECU","latin",2016,43887.5,11551.6,51.4162,19.5048,2.54222,1.70687,-1.22638,7.6e+08,1.268
"425","ECU","latin",2014,21375,12078.5,33.8001,28.0519,4.52546,1.54371,3.78887,7.7e+08,0.873
"426","ECU","latin",2005,22775,9503.69,28.2231,27.6182,3.36901,1.67349,5.29131,4.9e+08,0.657
"427","ECU","latin",2013,17825,11818.6,30.5615,28.6383,1.8009,1.4969,4.94651,7.3e+08,0.246
"428","ECU","latin",2011,25837.5,10984.3,29.8199,31.1212,6.72066,1.53876,7.86814,6.5e+08,0.471
"429","ECU","latin",2008,14056.3,10257.4,25.2331,34.1636,16.8158,1.65919,6.35713,1.1e+09,0.516
"430","ECU","latin",2018,7781.25,11561.7,46.4149,22.6047,-1.62078,1.76565,1.28929,1.4e+09,0.844
"431","ECU","latin",2015,16887.5,11896.4,45.9906,21.2582,4.21247,1.61794,0.098873,1.3e+09,1.335
"432","ECU","latin",2004,20756.3,9178.42,31.3664,24.5543,1.75821,1.6815,8.21102,8.4e+08,0.668
"433","ECU","latin",2012,26431.3,11431.4,28.0965,30.1648,5.81789,1.49892,5.64196,5.7e+08,0.474
"434","ECU","latin",2010,20893.8,10341,29.8936,27.895,4.8335,1.58941,3.5253,1.7e+08,0.678
"435","ECU","latin",2009,21418.8,10148.9,35.6905,25.2491,6.08237,1.62863,0.566492,3.1e+08,0.843
"436","EGY","africa",2008,412.5,9763.5,10.7297,33.043,23.9337,1.77869,7.15628,9.5e+09,0.879
"437","EGY","africa",2009,506.25,10031,16.7803,24.9568,16.0561,1.86446,4.6736,6.7e+09,0.865
"438","EGY","africa",2010,1262.5,10340.1,16.5421,21.3492,19.8611,1.98481,5.14723,6.4e+09,2.268
"439","EGY","africa",2011,450,10302.4,14.2059,20.5674,15.7871,2.11378,1.76457,-4.8e+08,0.553
"440","EGY","africa",2012,306.25,10301.1,13.7284,16.397,9.26321,2.21474,2.2262,2.8e+09,0.871
"441","EGY","africa",2013,781.25,10290.2,15.8995,17.0178,12.3734,2.26795,2.18547,4.2e+09,0.981
"442","EGY","africa",2014,881.25,10353.7,16.7526,14.2441,12.431,2.25925,2.91591,4.6e+09,1.177
"443","EGY","africa",2015,512.5,10570.4,20.6169,13.1838,10.6496,2.20703,4.37202,6.9e+09,1.124
"444","EGY","africa",2016,712.5,10795.8,20.2488,10.3455,16.5634,2.14522,4.34664,8.1e+09,1.507
"445","EGY","africa",2017,112.5,11014.5,17.6055,15.8184,38.895,2.09083,4.18122,7.4e+09,0.539
"446","EGY","africa",2018,143.75,11366.3,15.7936,18.912,13.2919,2.03327,5.31412,8.1e+09,1.987
"447","EGY","africa",2004,512.5,8184.07,9.7691,28.23,14.0011,1.83133,4.09207,1.3e+09,0.586
"448","EGY","africa",2005,375,8397.03,8.75229,30.3435,0.920918,1.80572,4.47174,5.4e+09,0.466
"449","EGY","africa",2006,437.5,8814.15,6.52907,29.9498,10.0606,1.77186,6.84384,1e+10,0.679
"450","EGY","africa",2007,287.5,9274.98,7.87643,30.2497,13.0749,1.75169,7.08783,1.2e+10,0.556
"451","ERI","africa",2004,0,1010.39935103536,NA,5.7754,19.6354801818902,4.46764,1.45174,2.4e+07,1.173
"452","ERI","africa",2005,0,-8465.52815571507,NA,6.16571,14.5698172242245,3.85317,2.57445,1400000,0.835
"453","ERI","africa",2006,0,864.520168851858,NA,6.89951,-152.785395932672,3.18767,-0.969217,1.5e+07,0.972
"454","ERI","africa",2007,0,-689.786335532779,NA,5.77185,-57.7971271551446,2.64882,1.42682,7200000,0.28
"455","ERI","africa",2008,18.75,1989.52352900568,NA,4.42876,-0.175611425389969,2.18654,-9.78303,3.9e+07,1.127
"456","ERI","africa",2009,0,693.013502666498,NA,4.52862,27.7671064167399,1.84837,3.8765,9.1e+07,1.784
"457","ERI","africa",2010,0,-10278.2522983582,NA,6.37838,163.505543159837,1.60621,2.19419,9.1e+07,1.642
"458","ERI","africa",2011,0,3406.41191010737,NA,18.1548,65.7895857676044,1.36372,8.6798,3.9e+07,1.415
"459","ERI","africa",2012,0,-5713.52996762707,NA,-12.4844085693294,395.721150043191,2.31911270831767,4.73942209998078,4.1e+07,1.439
"460","ERI","africa",2013,0,4891.7049987475,NA,20.3284107809066,-260.091546970544,1.84339719546651,6.62768019457845,4.4e+07,1.191
"461","ERI","africa",2014,0,5422.64320951498,NA,28.318673608513,21.0654176515199,2.17040881336308,3.8930258595327,4.7e+07,0.902
"462","ERI","africa",2015,0,565.631994196655,NA,-0.186826574083297,430.927507901316,2.43012039855232,2.86515309744428,4.9e+07,1.771
"463","ERI","africa",2016,0,-3687.96474411025,NA,6.12926572004721,31.1145193313824,1.8717409908073,5.26254156397987,5.2e+07,1.028
"464","ERI","africa",2017,0,-8496.75145558623,NA,-2.46572186043866,539.808394752991,2.40727549897323,2.43931644425433,5.5e+07,1.349
"465","ERI","africa",2018,0,7189.20866641793,NA,27.4608812284106,15.5847949601459,2.12818836388377,3.62374309686919,6.1e+07,0.908
"466","ETH","africa",2013,10137.5,1545.18,73.1015,12.4841,5.83612,2.82701,10.5823,1.3e+09,1.244
"467","ETH","africa",2005,19243.8,862.355,75.7602,14.0628417467182,12.8054,2.79832,11.8188,2.7e+08,1.165
"468","ETH","africa",2014,51112.5,1656.63,79.3867,11.6416,5.45806,2.79992,10.2575,1.9e+09,1.201
"469","ETH","africa",2004,3437.5,793.094,66.7018,34.1132056351468,3.39966,2.8264,13.5726,5.5e+08,0.878
"470","ETH","africa",2007,3393.75,1008.14,58.2574,31.267160190742,21.8478,2.74595,11.4562,2.2e+08,0.893
"471","ETH","africa",2012,95837.5,1437.38,76.2727,13.7673,29.3707,2.82963,8.64781,2.8e+08,1.078
"472","ETH","africa",2008,141250,1086.7,66.4981,9.38283349447997,59.071,2.74103,10.7885,1.1e+08,0.808
"473","ETH","africa",2016,10725,1894.9,83.6514,7.81208,6.66012,2.70807,9.43348,4.1e+09,1.565
"474","ETH","africa",2011,36993.8,1360.94,74.6578,16.6869,38.9669,2.81261,11.1783,6.3e+08,1.15
